SHEET: OptimalAffinityCalcData
WORKBOOK: Copy of ER - Build Planner v1.19.1.xlsx
USED RANGE: A1:CY58
NONEMPTY CELLS: 1432
FORMULA CELLS: 1255

This file is for an LLM that must rebuild these calculations in another language. Treat formulas as the source of truth. Cached/fallback values are only for checking a port. Skip spill_cache cells; they are not logic.

STATIC / INPUT / LABEL CELLS (177):
coord	value
IF($B$33>$CB4*$B$15*0.4,(-0.4/3*($CB4*$B$15/$B$33-2.5)^2+0.7)*$CB4*$B$15,
IF($B$33>$CB4*$B$15*0.125,(-0.8/121*($CB4*$B$15/$B$33-8)^2+0.9)*$CB4*$B$15,
$CB4*$B$15*0.9))))
*$B$23,
0)  cached=0
  ... 10 more of this pattern

PATTERN 90  kind=excel  array=False  CM2:CM14 (13 cells)
  context_label: MagDmg
  template: =$B$42*
IF($B$34>$CC{r}*$B$15*8,0.1*$CC{r}*$B$15,
IF($B$34>$CC{r}*$B$15,(19.2/49*($CC{r}*$B$15/$B$34-0.125)^2+0.1)*$CC{r}*$B$15,
IF($B$34>$CC{r}*$B$15*0.4,(-0.4/3*($CC{r}*$B$15/$B$34-2.5)^2+0.7)*$CC{r}*$B$15,
IF($B$34>$CC{r}*$B$15*0.125,(-0.8/121*($CC{r}*$B$15/$B$34-8)^2+0.9)*$CC{r}*$B$15,
$CC{r}*$B$15*0.9))))
*$B$24
  e.g. CM2: =$B$42*
IF($B$34>$CC2*$B$15*8,0.1*$CC2*$B$15,
IF($B$34>$CC2*$B$15,(19.2/49*($CC2*$B$15/$B$34-0.125)^2+0.1)*$CC2*$B$15,
IF($B$34>$CC2*$B$15*0.4,(-0.4/3*($CC2*$B$15/$B$34-2.5)^2+0.7)*$CC2*$B$15,
IF($B$34>$CC2*$B$15*0.125,(-0.8/121*($CC2*$B$15/$B$34-8)^2+0.9)*$CC2*$B$15,
$CC2*$B$15*0.9))))
*$B$24  cached=0
  e.g. CM3: =$B$42*
IF($B$34>$CC3*$B$15*8,0.1*$CC3*$B$15,
IF($B$34>$CC3*$B$15,(19.2/49*($CC3*$B$15/$B$34-0.125)^2+0.1)*$CC3*$B$15,
IF($B$34>$CC3*$B$15*0.4,(-0.4/3*($CC3*$B$15/$B$34-2.5)^2+0.7)*$CC3*$B$15,
IF($B$34>$CC3*$B$15*0.125,(-0.8/121*($CC3*$B$15/$B$34-8)^2+0.9)*$CC3*$B$15,
$CC3*$B$15*0.9))))
*$B$24  cached='#N/A'
  e.g. CM4: =$B$42*
IF($B$34>$CC4*$B$15*8,0.1*$CC4*$B$15,
IF($B$34>$CC4*$B$15,(19.2/49*($CC4*$B$15/$B$34-0.125)^2+0.1)*$CC4*$B$15,
IF($B$34>$CC4*$B$15*0.4,(-0.4/3*($CC4*$B$15/$B$34-2.5)^2+0.7)*$CC4*$B$15,
IF($B$34>$CC4*$B$15*0.125,(-0.8/121*($CC4*$B$15/$B$34-8)^2+0.9)*$CC4*$B$15,
$CC4*$B$15*0.9))))
*$B$24  cached='#N/A'
  ... 10 more of this pattern

PATTERN 91  kind=excel  array=False  CN2:CN14 (13 cells)
  context_label: FireDmg
  template: =$B$43*
IF($B$35>$CD{r}*$B$15*8,0.1*$CD{r}*$B$15,
IF($B$35>$CD{r}*$B$15,(19.2/49*($CD{r}*$B$15/$B$35-0.125)^2+0.1)*$CD{r}*$B$15,
IF($B$35>$CD{r}*$B$15*0.4,(-0.4/3*($CD{r}*$B$15/$B$35-2.5)^2+0.7)*$CD{r}*$B$15,
IF($B$35>$CD{r}*$B$15*0.125,(-0.8/121*($CD{r}*$B$15/$B$35-8)^2+0.9)*$CD{r}*$B$15,
$CD{r}*$B$15*0.9))))
*$B$25
  e.g. CN2: =$B$43*
IF($B$35>$CD2*$B$15*8,0.1*$CD2*$B$15,
IF($B$35>$CD2*$B$15,(19.2/49*($CD2*$B$15/$B$35-0.125)^2+0.1)*$CD2*$B$15,
IF($B$35>$CD2*$B$15*0.4,(-0.4/3*($CD2*$B$15/$B$35-2.5)^2+0.7)*$CD2*$B$15,
IF($B$35>$CD2*$B$15*0.125,(-0.8/121*($CD2*$B$15/$B$35-8)^2+0.9)*$CD2*$B$15,
$CD2*$B$15*0.9))))
*$B$25  cached=0
  e.g. CN3: =$B$43*
IF($B$35>$CD3*$B$15*8,0.1*$CD3*$B$15,
IF($B$35>$CD3*$B$15,(19.2/49*($CD3*$B$15/$B$35-0.125)^2+0.1)*$CD3*$B$15,
IF($B$35>$CD3*$B$15*0.4,(-0.4/3*($CD3*$B$15/$B$35-2.5)^2+0.7)*$CD3*$B$15,
IF($B$35>$CD3*$B$15*0.125,(-0.8/121*($CD3*$B$15/$B$35-8)^2+0.9)*$CD3*$B$15,
$CD3*$B$15*0.9))))
*$B$25  cached='#N/A'
  e.g. CN4: =$B$43*
IF($B$35>$CD4*$B$15*8,0.1*$CD4*$B$15,
IF($B$35>$CD4*$B$15,(19.2/49*($CD4*$B$15/$B$35-0.125)^2+0.1)*$CD4*$B$15,
IF($B$35>$CD4*$B$15*0.4,(-0.4/3*($CD4*$B$15/$B$35-2.5)^2+0.7)*$CD4*$B$15,
IF($B$35>$CD4*$B$15*0.125,(-0.8/121*($CD4*$B$15/$B$35-8)^2+0.9)*$CD4*$B$15,
$CD4*$B$15*0.9))))
*$B$25  cached='#N/A'
  ... 10 more of this pattern

PATTERN 92  kind=excel  array=False  CO2:CO14 (13 cells)
  context_label: ThunDmg
  template: =$B$44*
IF($B$36>$CE{r}*$B$15*8,0.1*$CE{r}*$B$15,
IF($B$36>$CE{r}*$B$15,(19.2/49*($CE{r}*$B$15/$B$36-0.125)^2+0.1)*$CE{r}*$B$15,
IF($B$36>$CE{r}*$B$15*0.4,(-0.4/3*($CE{r}*$B$15/$B$36-2.5)^2+0.7)*$CE{r}*$B$15,
IF($B$36>$CE{r}*$B$15*0.125,(-0.8/121*($CE{r}*$B$15/$B$36-8)^2+0.9)*$CE{r}*$B$15,
$CE{r}*$B$15*0.9))))
*$B$26
  e.g. CO2: =$B$44*
IF($B$36>$CE2*$B$15*8,0.1*$CE2*$B$15,
IF($B$36>$CE2*$B$15,(19.2/49*($CE2*$B$15/$B$36-0.125)^2+0.1)*$CE2*$B$15,
IF($B$36>$CE2*$B$15*0.4,(-0.4/3*($CE2*$B$15/$B$36-2.5)^2+0.7)*$CE2*$B$15,
IF($B$36>$CE2*$B$15*0.125,(-0.8/121*($CE2*$B$15/$B$36-8)^2+0.9)*$CE2*$B$15,
$CE2*$B$15*0.9))))
*$B$26  cached=0
  e.g. CO3: =$B$44*
IF($B$36>$CE3*$B$15*8,0.1*$CE3*$B$15,
IF($B$36>$CE3*$B$15,(19.2/49*($CE3*$B$15/$B$36-0.125)^2+0.1)*$CE3*$B$15,
IF($B$36>$CE3*$B$15*0.4,(-0.4/3*($CE3*$B$15/$B$36-2.5)^2+0.7)*$CE3*$B$15,
IF($B$36>$CE3*$B$15*0.125,(-0.8/121*($CE3*$B$15/$B$36-8)^2+0.9)*$CE3*$B$15,
$CE3*$B$15*0.9))))
*$B$26  cached='#N/A'
  e.g. CO4: =$B$44*
IF($B$36>$CE4*$B$15*8,0.1*$CE4*$B$15,
IF($B$36>$CE4*$B$15,(19.2/49*($CE4*$B$15/$B$36-0.125)^2+0.1)*$CE4*$B$15,
IF($B$36>$CE4*$B$15*0.4,(-0.4/3*($CE4*$B$15/$B$36-2.5)^2+0.7)*$CE4*$B$15,
IF($B$36>$CE4*$B$15*0.125,(-0.8/121*($CE4*$B$15/$B$36-8)^2+0.9)*$CE4*$B$15,
$CE4*$B$15*0.9))))
*$B$26  cached='#N/A'
  ... 10 more of this pattern

PATTERN 93  kind=excel  array=False  CP2:CP14 (13 cells)
  context_label: HolyDmg
  template: =$B$45*
IF($B$37>$CF{r}*$B$15*8,0.1*$CF{r}*$B$15,
IF($B$37>$CF{r}*$B$15,(19.2/49*($CF{r}*$B$15/$B$37-0.125)^2+0.1)*$CF{r}*$B$15,
IF($B$37>$CF{r}*$B$15*0.4,(-0.4/3*($CF{r}*$B$15/$B$37-2.5)^2+0.7)*$CF{r}*$B$15,
IF($B$37>$CF{r}*$B$15*0.125,(-0.8/121*($CF{r}*$B$15/$B$37-8)^2+0.9)*$CF{r}*$B$15,
$CF{r}*$B$15*0.9))))
*$B$27
  e.g. CP2: =$B$45*
IF($B$37>$CF2*$B$15*8,0.1*$CF2*$B$15,
IF($B$37>$CF2*$B$15,(19.2/49*($CF2*$B$15/$B$37-0.125)^2+0.1)*$CF2*$B$15,
IF($B$37>$CF2*$B$15*0.4,(-0.4/3*($CF2*$B$15/$B$37-2.5)^2+0.7)*$CF2*$B$15,
IF($B$37>$CF2*$B$15*0.125,(-0.8/121*($CF2*$B$15/$B$37-8)^2+0.9)*$CF2*$B$15,
$CF2*$B$15*0.9))))
*$B$27  cached=0
  e.g. CP3: =$B$45*
IF($B$37>$CF3*$B$15*8,0.1*$CF3*$B$15,
IF($B$37>$CF3*$B$15,(19.2/49*($CF3*$B$15/$B$37-0.125)^2+0.1)*$CF3*$B$15,
IF($B$37>$CF3*$B$15*0.4,(-0.4/3*($CF3*$B$15/$B$37-2.5)^2+0.7)*$CF3*$B$15,
IF($B$37>$CF3*$B$15*0.125,(-0.8/121*($CF3*$B$15/$B$37-8)^2+0.9)*$CF3*$B$15,
$CF3*$B$15*0.9))))
*$B$27  cached='#N/A'
  e.g. CP4: =$B$45*
IF($B$37>$CF4*$B$15*8,0.1*$CF4*$B$15,
IF($B$37>$CF4*$B$15,(19.2/49*($CF4*$B$15/$B$37-0.125)^2+0.1)*$CF4*$B$15,
IF($B$37>$CF4*$B$15*0.4,(-0.4/3*($CF4*$B$15/$B$37-2.5)^2+0.7)*$CF4*$B$15,
IF($B$37>$CF4*$B$15*0.125,(-0.8/121*($CF4*$B$15/$B$37-8)^2+0.9)*$CF4*$B$15,
$CF4*$B$15*0.9))))
*$B$27  cached='#N/A'
  ... 10 more of this pattern

PATTERN 94  kind=excel  array=False  CQ2:CQ14 (13 cells)
  context_label: TotalDmg
  template: =SUM($CI{r}:$CP{r})
  e.g. CQ2: =SUM($CI2:$CP2)  cached=2.617505281
  e.g. CQ3: =SUM($CI3:$CP3)  cached='#N/A'
  e.g. CQ4: =SUM($CI4:$CP4)  cached='#N/A'
  ... 10 more of this pattern

PATTERN 95  kind=google_sheets  array=False  CS2
  context_label: Weapon Class
  template: =UNIQUE(FILTER(WeaponData!$A$2:$A58,
NOT(WeaponData!$A{r}:$A58="Light Bow"),
NOT(WeaponData!$A{r}:$A58="Bow"),
NOT(WeaponData!$A{r}:$A58="Greatbow"),
NOT(WeaponData!$A{r}:$A58="Crossow"),
NOT(WeaponData!$A{r}:$A58="Ballista"),
NOT(WeaponData!$A{r}:$A58="Tor
  note: Original Google Sheets formula recovered from DUMMYFUNCTION wrapper. Functions like FILTER, QUERY, UNIQUE, FLATTEN, IMPORTRANGE, GOOGLETRANSLATE are Sheets-only and must be reimplemented.
  e.g. CS2: =UNIQUE(FILTER(WeaponData!$A$2:$A58,
NOT(WeaponData!$A2:$A58="Light Bow"),
NOT(WeaponData!$A2:$A58="Bow"),
NOT(WeaponData!$A2:$A58="Greatbow"),
NOT(WeaponData!$A2:$A58="Crossow"),
NOT(WeaponData!$A2:$A58="Ballista"),
NOT(WeaponData!$A2:$A58="Tor  cached='Dagger'

PATTERN 96  kind=excel  array=True  CW2
  context_label: Unarmed
  array_spill_ref: CW2
  template: =IFERROR(
IF(VLOOKUP($A$2,WeaponData!$B$2:$I58,4,False),IF(VLOOKUP($A$2,WeaponData!$B$2:$I58,5,False),
{0;1;2;3;4;5;6;7;8;9;10},
{0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25}),
0)
,"")
  e.g. CW2: =IFERROR(
IF(VLOOKUP($A$2,WeaponData!$B$2:$I58,4,False),IF(VLOOKUP($A$2,WeaponData!$B$2:$I58,5,False),
{0;1;2;3;4;5;6;7;8;9;10},
{0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25}),
0)
,"")  cached=0

PATTERN 97  kind=excel_compat  array=True  CY2
  context_label: Unarmed
  array_spill_ref: CY2
  template: =IF($A$2="Unarmed",,XLOOKUP($A$2,WeaponData!$B:$B,WeaponData!$A:$A,))
  note: Stored with Excel _xlfn/_xlws prefix (newer functions like XLOOKUP).
  e.g. CY2: =IF($A$2="Unarmed",,XLOOKUP($A$2,WeaponData!$B:$B,WeaponData!$A:$A,))

PATTERN 98  kind=excel  array=False  B3
  context_label: Reinforcement Level
  template: =IF(ISBLANK('Optimal Affinity Calc'!$G$14),0,MAX(MIN('Optimal Affinity Calc'!$G$14,MAX($CW$2:$CW58)),0))
  e.g. B3: =IF(ISBLANK('Optimal Affinity Calc'!$G$14),0,MAX(MIN('Optimal Affinity Calc'!$G$14,MAX($CW$2:$CW58)),0))  cached=0

PATTERN 99  kind=excel  array=False  CJ3:CJ14 (12 cells)
  context_label: StrikeDmg
  template: =IF($B$16="Strike",
$B$39*
IF($B$31>$CB{r}*$B$15*8,0.1*$CB{r}*$B$15,
IF($B$31>$CB{r}*$B$15,(19.2/49*($CB{r}*$B$15/$B$31-0.125)^2+0.1)*$CB{r}*$B$15,
IF($B$31>$CB{r}*$B$15*0.4,(-0.4/3*($CB{r}*$B$15/$B$31-2.5)^2+0.7)*$CB{r}*$B$15,
IF($B$31>$CB{r}*$B$15*0.125,(-0.8/121*($CB{r}*$B$15/$B$31-8)^2+0.9)*$CB{r}*$B$15,
$CB{r}*$B$15*0.9))))
*
$B$21,0)
  e.g. CJ3: =IF($B$16="Strike",
$B$39*
IF($B$31>$CB3*$B$15*8,0.1*$CB3*$B$15,
IF($B$31>$CB3*$B$15,(19.2/49*($CB3*$B$15/$B$31-0.125)^2+0.1)*$CB3*$B$15,
IF($B$31>$CB3*$B$15*0.4,(-0.4/3*($CB3*$B$15/$B$31-2.5)^2+0.7)*$CB3*$B$15,
IF($B$31>$CB3*$B$15*0.125,(-0.8/121*($CB3*$B$15/$B$31-8)^2+0.9)*$CB3*$B$15,
$CB3*$B$15*0.9))))
*
$B$21,0)  cached='#N/A'
  e.g. CJ4: =IF($B$16="Strike",
$B$39*
IF($B$31>$CB4*$B$15*8,0.1*$CB4*$B$15,
IF($B$31>$CB4*$B$15,(19.2/49*($CB4*$B$15/$B$31-0.125)^2+0.1)*$CB4*$B$15,
IF($B$31>$CB4*$B$15*0.4,(-0.4/3*($CB4*$B$15/$B$31-2.5)^2+0.7)*$CB4*$B$15,
IF($B$31>$CB4*$B$15*0.125,(-0.8/121*($CB4*$B$15/$B$31-8)^2+0.9)*$CB4*$B$15,
$CB4*$B$15*0.9))))
*
$B$21,0)  cached='#N/A'
  e.g. CJ5: =IF($B$16="Strike",
$B$39*
IF($B$31>$CB5*$B$15*8,0.1*$CB5*$B$15,
IF($B$31>$CB5*$B$15,(19.2/49*($CB5*$B$15/$B$31-0.125)^2+0.1)*$CB5*$B$15,
IF($B$31>$CB5*$B$15*0.4,(-0.4/3*($CB5*$B$15/$B$31-2.5)^2+0.7)*$CB5*$B$15,
IF($B$31>$CB5*$B$15*0.125,(-0.8/121*($CB5*$B$15/$B$31-8)^2+0.9)*$CB5*$B$15,
$CB5*$B$15*0.9))))
*
$B$21,0)  cached='#N/A'
  ... 9 more of this pattern

PATTERN 100  kind=spill_cache  array=False  CS3
  context_label: Weapon Class
  template: =IFERROR(__xludf.DUMMYFUNCTION("""COMPUTED_VALUE"""),"Throwing Blade")
  note: Not real logic: spilled/cached value from a neighboring array formula. Use fallback/cached value (None) as the displayed result.
  e.g. CS3: =IFERROR(__xludf.DUMMYFUNCTION("""COMPUTED_VALUE"""),"Throwing Blade")  cached='Throwing Blade'

PATTERN 101  kind=google_sheets  array=False  CU3
  context_label: Unarmed
  template: =IFERROR(IF($B$18,
FILTER(WeaponData!$B$2:$B58,CU1=WeaponData!$A$2:$A58),
FILTER(WeaponData!$B$2:$B58,CU1=WeaponData!$A$2:$A58,True=WeaponData!$D$2:$D58)),
"Select a Weapon Class")
  note: Original Google Sheets formula recovered from DUMMYFUNCTION wrapper. Functions like FILTER, QUERY, UNIQUE, FLATTEN, IMPORTRANGE, GOOGLETRANSLATE are Sheets-only and must be reimplemented.
  e.g. CU3: =IFERROR(IF($B$18,
FILTER(WeaponData!$B$2:$B58,CU1=WeaponData!$A$2:$A58),
FILTER(WeaponData!$B$2:$B58,CU1=WeaponData!$A$2:$A58,True=WeaponData!$D$2:$D58)),
"Select a Weapon Class")  cached='Select a Weapon Class'

PATTERN 102  kind=excel  array=False  CY3
  context_label: Defaults
  template: =IF(PlannerData!$R$2="Invalid","Unarmed",
IF(VLOOKUP(PlannerData!$R$2,WeaponData!$B:$M,MATCH("isInfuse",WeaponData!$B$1:CY$1,0),False),PlannerData!$R$2,"Unarmed"))
  e.g. CY3: =IF(PlannerData!$R$2="Invalid","Unarmed",
IF(VLOOKUP(PlannerData!$R$2,WeaponData!$B:$M,MATCH("isInfuse",WeaponData!$B$1:CY$1,0),False),PlannerData!$R$2,"Unarmed"))  cached='Unarmed'

PATTERN 103  kind=excel  array=False  B4:B8 (5 cells)
  context_label: properStrength
  template: =IFERROR(
VLOOKUP($B$2,EquipParamWeapon!$A$2:$BR58,MATCH(A{r},EquipParamWeapon!$1:$1,0),False),
0)
  e.g. B4: =IFERROR(
VLOOKUP($B$2,EquipParamWeapon!$A$2:$BR58,MATCH(A4,EquipParamWeapon!$1:$1,0),False),
0)  cached=0
  e.g. B5: =IFERROR(
VLOOKUP($B$2,EquipParamWeapon!$A$2:$BR58,MATCH(A5,EquipParamWeapon!$1:$1,0),False),
0)  cached=0
  e.g. B6: =IFERROR(
VLOOKUP($B$2,EquipParamWeapon!$A$2:$BR58,MATCH(A6,EquipParamWeapon!$1:$1,0),False),
0)  cached=0
  ... 2 more of this pattern

PATTERN 104  kind=spill_cache  array=False  CS4
  context_label: Weapon Class
  template: =IFERROR(__xludf.DUMMYFUNCTION("""COMPUTED_VALUE"""),"Straight Sword")
  note: Not real logic: spilled/cached value from a neighboring array formula. Use fallback/cached value (None) as the displayed result.
  e.g. CS4: =IFERROR(__xludf.DUMMYFUNCTION("""COMPUTED_VALUE"""),"Straight Sword")  cached='Straight Sword'

PATTERN 105  kind=excel  array=False  CY4
  context_label: Defaults
  template: =IF(AND($A$2=$CY$3,NOT($CY$3="Unarmed")),Planner!$Q$18,MAX($CW$2:$CW58))
  e.g. CY4: =IF(AND($A$2=$CY$3,NOT($CY$3="Unarmed")),Planner!$Q$18,MAX($CW$2:$CW58))  cached=0

PATTERN 106  kind=spill_cache  array=False  CS5
  template: =IFERROR(__xludf.DUMMYFUNCTION("""COMPUTED_VALUE"""),"Light Greatsword")
  note: Not real logic: spilled/cached value from a neighboring array formula. Use fallback/cached value (None) as the displayed result.
  e.g. CS5: =IFERROR(__xludf.DUMMYFUNCTION("""COMPUTED_VALUE"""),"Light Greatsword")  cached='Light Greatsword'

PATTERN 107  kind=spill_cache  array=False  CS6
  template: =IFERROR(__xludf.DUMMYFUNCTION("""COMPUTED_VALUE"""),"Greatsword")
  note: Not real logic: spilled/cached value from a neighboring array formula. Use fallback/cached value (None) as the displayed result.
  e.g. CS6: =IFERROR(__xludf.DUMMYFUNCTION("""COMPUTED_VALUE"""),"Greatsword")  cached='Greatsword'

PATTERN 108  kind=excel  array=True  CY6
  array_spill_ref: CY6:CY10
  template: =PlannerData!$B$24:$B$28
  e.g. CY6: =PlannerData!$B$24:$B$28  cached=14

PATTERN 109  kind=spill_cache  array=False  CS7
  template: =IFERROR(__xludf.DUMMYFUNCTION("""COMPUTED_VALUE"""),"Colossal Sword")
  note: Not real logic: spilled/cached value from a neighboring array formula. Use fallback/cached value (None) as the displayed result.
  e.g. CS7: =IFERROR(__xludf.DUMMYFUNCTION("""COMPUTED_VALUE"""),"Colossal Sword")  cached='Colossal Sword'

PATTERN 110  kind=spill_cache  array=False  CS8
  template: =IFERROR(__xludf.DUMMYFUNCTION("""COMPUTED_VALUE"""),"Thrusting Sword")
  note: Not real logic: spilled/cached value from a neighboring array formula. Use fallback/cached value (None) as the displayed result.
  e.g. CS8: =IFERROR(__xludf.DUMMYFUNCTION("""COMPUTED_VALUE"""),"Thrusting Sword")  cached='Thrusting Sword'

PATTERN 111  kind=excel  array=False  B9
  context_label: Strength
  template: =TRUNC(MIN(MAX(TRUNC('Optimal Affinity Calc'!$G16),1),99)
*IF($B$14,IF(VLOOKUP($A$2,WeaponData!$B$2:$M58,6,False),1.5,1),1))
  e.g. B9: =TRUNC(MIN(MAX(TRUNC('Optimal Affinity Calc'!$G16),1),99)
*IF($B$14,IF(VLOOKUP($A$2,WeaponData!$B$2:$M58,6,False),1.5,1),1))  cached=14

PATTERN 112  kind=spill_cache  array=False  CS9
  template: =IFERROR(__xludf.DUMMYFUNCTION("""COMPUTED_VALUE"""),"Heavy Thrusting Sword")
  note: Not real logic: spilled/cached value from a neighboring array formula. Use fallback/cached value (None) as the displayed result.
  e.g. CS9: =IFERROR(__xludf.DUMMYFUNCTION("""COMPUTED_VALUE"""),"Heavy Thrusting Sword")  cached='Heavy Thrusting Sword'

PATTERN 113  kind=excel  array=False  B10
  context_label: Dexterity
  template: =MIN(MAX(TRUNC('Optimal Affinity Calc'!$G17),1),99)
  e.g. B10: =MIN(MAX(TRUNC('Optimal Affinity Calc'!$G17),1),99)  cached=13

PATTERN 114  kind=spill_cache  array=False  CS10
  template: =IFERROR(__xludf.DUMMYFUNCTION("""COMPUTED_VALUE"""),"Curved Sword")
  note: Not real logic: spilled/cached value from a neighboring array formula. Use fallback/cached value (None) as the displayed result.
  e.g. CS10: =IFERROR(__xludf.DUMMYFUNCTION("""COMPUTED_VALUE"""),"Curved Sword")  cached='Curved Sword'

PATTERN 115  kind=excel  array=False  B11
  context_label: Intelligence
  template: =MIN(MAX(TRUNC('Optimal Affinity Calc'!$G18),1),99)
  e.g. B11: =MIN(MAX(TRUNC('Optimal Affinity Calc'!$G18),1),99)  cached=9

PATTERN 116  kind=spill_cache  array=False  CS11
  template: =IFERROR(__xludf.DUMMYFUNCTION("""COMPUTED_VALUE"""),"Curved Greatsword")
  note: Not real logic: spilled/cached value from a neighboring array formula. Use fallback/cached value (None) as the displayed result.
  e.g. CS11: =IFERROR(__xludf.DUMMYFUNCTION("""COMPUTED_VALUE"""),"Curved Greatsword")  cached='Curved Greatsword'

PATTERN 117  kind=excel  array=False  B12
  context_label: Faith
  template: =MIN(MAX(TRUNC('Optimal Affinity Calc'!$G19),1),99)
  e.g. B12: =MIN(MAX(TRUNC('Optimal Affinity Calc'!$G19),1),99)  cached=9

PATTERN 118  kind=spill_cache  array=False  CS12
  template: =IFERROR(__xludf.DUMMYFUNCTION("""COMPUTED_VALUE"""),"Backhand Blade")
  note: Not real logic: spilled/cached value from a neighboring array formula. Use fallback/cached value (None) as the displayed result.
  e.g. CS12: =IFERROR(__xludf.DUMMYFUNCTION("""COMPUTED_VALUE"""),"Backhand Blade")  cached='Backhand Blade'

PATTERN 119  kind=excel  array=False  B13
  context_label: Arcane
  template: =MIN(MAX(TRUNC('Optimal Affinity Calc'!$G20),1),99)
  e.g. B13: =MIN(MAX(TRUNC('Optimal Affinity Calc'!$G20),1),99)  cached=7

PATTERN 120  kind=spill_cache  array=False  CS13
  template: =IFERROR(__xludf.DUMMYFUNCTION("""COMPUTED_VALUE"""),"Katana")
  note: Not real logic: spilled/cached value from a neighboring array formula. Use fallback/cached value (None) as the displayed result.
  e.g. CS13: =IFERROR(__xludf.DUMMYFUNCTION("""COMPUTED_VALUE"""),"Katana")  cached='Katana'

PATTERN 121  kind=excel  array=False  CY13
  template: =IFERROR(VLOOKUP($A$2,WeaponData!$B$2:$M58,MATCH("DefaultPhysType",WeaponData!$1:$1,0)-1,False),"Standard")
  e.g. CY13: =IFERROR(VLOOKUP($A$2,WeaponData!$B$2:$M58,MATCH("DefaultPhysType",WeaponData!$1:$1,0)-1,False),"Standard")  cached='Strike'

PATTERN 122  kind=excel  array=False  B14
  context_label: 2h Toggle
  template: ='Optimal Affinity Calc'!$G21
  e.g. B14: ='Optimal Affinity Calc'!$G21  cached=False

PATTERN 123  kind=spill_cache  array=False  CS14
  template: =IFERROR(__xludf.DUMMYFUNCTION("""COMPUTED_VALUE"""),"Great Katana")
  note: Not real logic: spilled/cached value from a neighboring array formula. Use fallback/cached value (None) as the displayed result.
  e.g. CS14: =IFERROR(__xludf.DUMMYFUNCTION("""COMPUTED_VALUE"""),"Great Katana")  cached='Great Katana'

PATTERN 124  kind=excel  array=False  B15
  context_label: Attack MV
  template: ='Optimal Affinity Calc'!$G22*0.01
  e.g. B15: ='Optimal Affinity Calc'!$G22*0.01  cached=1

PATTERN 125  kind=spill_cache  array=False  CS15
  template: =IFERROR(__xludf.DUMMYFUNCTION("""COMPUTED_VALUE"""),"Twinblade")
  note: Not real logic: spilled/cached value from a neighboring array formula. Use fallback/cached value (None) as the displayed result.
  e.g. CS15: =IFERROR(__xludf.DUMMYFUNCTION("""COMPUTED_VALUE"""),"Twinblade")  cached='Twinblade'

PATTERN 126  kind=excel  array=False  B16
  context_label: PhysAtkType
  template: ='Optimal Affinity Calc'!$G23
  e.g. B16: ='Optimal Affinity Calc'!$G23  cached='Strike'

PATTERN 127  kind=spill_cache  array=False  CS16
  template: =IFERROR(__xludf.DUMMYFUNCTION("""COMPUTED_VALUE"""),"Axe")
  note: Not real logic: spilled/cached value from a neighboring array formula. Use fallback/cached value (None) as the displayed result.
  e.g. CS16: =IFERROR(__xludf.DUMMYFUNCTION("""COMPUTED_VALUE"""),"Axe")  cached='Axe'

PATTERN 128  kind=spill_cache  array=False  CS17
  template: =IFERROR(__xludf.DUMMYFUNCTION("""COMPUTED_VALUE"""),"Greataxe")
  note: Not real logic: spilled/cached value from a neighboring array formula. Use fallback/cached value (None) as the displayed result.
  e.g. CS17: =IFERROR(__xludf.DUMMYFUNCTION("""COMPUTED_VALUE"""),"Greataxe")  cached='Greataxe'

PATTERN 129  kind=spill_cache  array=False  CS18
  template: =IFERROR(__xludf.DUMMYFUNCTION("""COMPUTED_VALUE"""),"Hammer")
  note: Not real logic: spilled/cached value from a neighboring array formula. Use fallback/cached value (None) as the displayed result.
  e.g. CS18: =IFERROR(__xludf.DUMMYFUNCTION("""COMPUTED_VALUE"""),"Hammer")  cached='Hammer'

PATTERN 130  kind=spill_cache  array=False  CS19
  template: =IFERROR(__xludf.DUMMYFUNCTION("""COMPUTED_VALUE"""),"Flail")
  note: Not real logic: spilled/cached value from a neighboring array formula. Use fallback/cached value (None) as the displayed result.
  e.g. CS19: =IFERROR(__xludf.DUMMYFUNCTION("""COMPUTED_VALUE"""),"Flail")  cached='Flail'

PATTERN 131  kind=excel  array=False  B20
  context_label: Physical Damage Multiplier
  template: ='Optimal Affinity Calc'!$S16
  e.g. B20: ='Optimal Affinity Calc'!$S16  cached=1

PATTERN 132  kind=spill_cache  array=False  CS20
  template: =IFERROR(__xludf.DUMMYFUNCTION("""COMPUTED_VALUE"""),"Great Hammer")
  note: Not real logic: spilled/cached value from a neighboring array formula. Use fallback/cached value (None) as the displayed result.
  e.g. CS20: =IFERROR(__xludf.DUMMYFUNCTION("""COMPUTED_VALUE"""),"Great Hammer")  cached='Great Hammer'

PATTERN 133  kind=excel  array=False  B21
  context_label: Strike Damage Multiplier
  template: ='Optimal Affinity Calc'!$S17
  e.g. B21: ='Optimal Affinity Calc'!$S17  cached=1

PATTERN 134  kind=spill_cache  array=False  CS21
