SHEET: Downscaling (Alpha)
WORKBOOK: Copy of ER - Build Planner v1.19.1.xlsx
USED RANGE: A1:O34
NONEMPTY CELLS: 211
FORMULA CELLS: 53

This file is for an LLM that must rebuild these calculations in another language. Treat formulas as the source of truth. Cached/fallback values are only for checking a port. Skip spill_cache cells; they are not logic.

VISIBILITY: hidden
STATIC / INPUT / LABEL CELLS (158):
coord	value
K4	excel		Multiplayer Correction - FP	=IF(K$1<=1,1, | IF(K$1<76,((K$1-1)/75)^1*0+1, | IF(K$1<220,((K$1-76)/144)^1*0.1+1, | IF(K$1<350,((K$1-220)/130)^1*0.15+1.1, | IF(K$1<999,((K$1-350)/649)^1*0.75+1.25, | 2)))))	=IF(K$1<=1,1, | IF(K$1<76,((K$1-1)/75)^1*0+1, | IF(K$1<220,((K$1-76)/144)^1*0.1+1, | IF(K$1<350,((K$1-220)/130)^1*0.15+1.1, | IF(K$1<999,((K$1-350)/649)^1*0.75+1.25, | 2)))))	1.958397535
J5	excel		Multiplayer Correction - Stamina	=IF(J$1<=1,1, | IF(J$1<76,((J$1-1)/75)^1*0+1, | IF(J$1<220,((J$1-76)/144)^1*0.1+1, | IF(J$1<350,((J$1-220)/130)^1*0.15+1.1, | IF(J$1<999,((J$1-350)/649)^1*0.15+1.25, | 1.4)))))	=IF(J$1<=1,1, | IF(J$1<76,((J$1-1)/75)^1*0+1, | IF(J$1<220,((J$1-76)/144)^1*0.1+1, | IF(J$1<350,((J$1-220)/130)^1*0.15+1.1, | IF(J$1<999,((J$1-350)/649)^1*0.15+1.25, | 1.4)))))	1.260978428
K5	excel		Multiplayer Correction - Stamina	=IF(K$1<=1,1, | IF(K$1<76,((K$1-1)/75)^1*0+1, | IF(K$1<220,((K$1-76)/144)^1*0.1+1, | IF(K$1<350,((K$1-220)/130)^1*0.15+1.1, | IF(K$1<999,((K$1-350)/649)^1*0.15+1.25, | 1.4)))))	=IF(K$1<=1,1, | IF(K$1<76,((K$1-1)/75)^1*0+1, | IF(K$1<220,((K$1-76)/144)^1*0.1+1, | IF(K$1<350,((K$1-220)/130)^1*0.15+1.1, | IF(K$1<999,((K$1-350)/649)^1*0.15+1.25, | 1.4)))))	1.391679507
J6	excel		Multiplayer Correction - Defense	=IF(J$1<=1,93, | IF(J$1<76,((J$1-1)/75)^1*21+93, | IF(J$1<220,((J$1-76)/144)^1*36+114, | IF(J$1<350,((J$1-220)/130)^1*15+150, | IF(J$1<999,((J$1-350)/649)^1*85+165, | 250)))))	=IF(J$1<=1,93, | IF(J$1<76,((J$1-1)/75)^1*21+93, | IF(J$1<220,((J$1-76)/144)^1*36+114, | IF(J$1<350,((J$1-220)/130)^1*15+150, | IF(J$1<999,((J$1-350)/649)^1*85+165, | 250)))))	171.2211094
K6	excel		Multiplayer Correction - Defense	=IF(K$1<=1,93, | IF(K$1<76,((K$1-1)/75)^1*21+93, | IF(K$1<220,((K$1-76)/144)^1*36+114, | IF(K$1<350,((K$1-220)/130)^1*15+150, | IF(K$1<999,((K$1-350)/649)^1*85+165, | 250)))))	=IF(K$1<=1,93, | IF(K$1<76,((K$1-1)/75)^1*21+93, | IF(K$1<220,((K$1-76)/144)^1*36+114, | IF(K$1<350,((K$1-220)/130)^1*15+150, | IF(K$1<999,((K$1-350)/649)^1*85+165, | 250)))))	245.2850539
J7	excel		Multiplayer Correction - Resistance	=IF(J$1<=1,100, | IF(J$1<76,((J$1-1)/75)^1*20+100, | IF(J$1<220,((J$1-76)/144)^1*40+120, | IF(J$1<350,((J$1-220)/130)^1*40+160, | IF(J$1<999,((J$1-350)/649)^1*50+200, | 250)))))	=IF(J$1<=1,100, | IF(J$1<76,((J$1-1)/75)^1*20+100, | IF(J$1<220,((J$1-76)/144)^1*40+120, | IF(J$1<350,((J$1-220)/130)^1*40+160, | IF(J$1<999,((J$1-350)/649)^1*50+200, | 250)))))	203.6594761
K7	excel		Multiplayer Correction - Resistance	=IF(K$1<=1,100, | IF(K$1<76,((K$1-1)/75)^1*20+100, | IF(K$1<220,((K$1-76)/144)^1*40+120, | IF(K$1<350,((K$1-220)/130)^1*40+160, | IF(K$1<999,((K$1-350)/649)^1*50+200, | 250)))))	=IF(K$1<=1,100, | IF(K$1<76,((K$1-1)/75)^1*20+100, | IF(K$1<220,((K$1-76)/144)^1*40+120, | IF(K$1<350,((K$1-220)/130)^1*40+160, | IF(K$1<999,((K$1-350)/649)^1*50+200, | 250)))))	247.2265023
C8	excel		host_maxScore	=C2*(1+$F$3/100) | +$F$4 | +C3*$F$2	=C2*(1+$F$3/100) | +$F$4 | +C3*$F$2	397.5
J8	excel		Multiplayer Correction - Regular Weapons Damage	=IF(J$1<=1,1, | IF(J$1<30,((J$1-1)/29)^1*0+1, | IF(J$1<215,((J$1-30)/185)^1*3+1, | IF(J$1<333,((J$1-215)/118)^1*1+4, | IF(J$1<902,((J$1-333)/569)^1*0+5, | 5)))))	=IF(J$1<=1,1, | IF(J$1<30,((J$1-1)/29)^1*0+1, | IF(J$1<215,((J$1-30)/185)^1*3+1, | IF(J$1<333,((J$1-215)/118)^1*1+4, | IF(J$1<902,((J$1-333)/569)^1*0+5, | 5)))))	5
K8	excel		Multiplayer Correction - Regular Weapons Damage	=IF(K$1<=1,1, | IF(K$1<30,((K$1-1)/29)^1*0+1, | IF(K$1<215,((K$1-30)/185)^1*3+1, | IF(K$1<333,((K$1-215)/118)^1*1+4, | IF(K$1<902,((K$1-333)/569)^1*0+5, | 5)))))	=IF(K$1<=1,1, | IF(K$1<30,((K$1-1)/29)^1*0+1, | IF(K$1<215,((K$1-30)/185)^1*3+1, | IF(K$1<333,((K$1-215)/118)^1*1+4, | IF(K$1<902,((K$1-333)/569)^1*0+5, | 5)))))	5
C9	excel		summon_minScore	=C5 | +C6*$F$2	=C5 | +C6*$F$2	963
J9	excel		Multiplayer Correction - Daggers/Throwing Blades Damage	=IF(J$1<=1,1, | IF(J$1<30,((J$1-1)/29)^1*0+1, | IF(J$1<215,((J$1-30)/185)^1*4+1, | IF(J$1<333,((J$1-215)/118)^1*1+5, | IF(J$1<902,((J$1-333)/569)^1*0+6, | 6)))))	=IF(J$1<=1,1, | IF(J$1<30,((J$1-1)/29)^1*0+1, | IF(J$1<215,((J$1-30)/185)^1*4+1, | IF(J$1<333,((J$1-215)/118)^1*1+5, | IF(J$1<902,((J$1-333)/569)^1*0+6, | 6)))))	6
K9	excel		Multiplayer Correction - Daggers/Throwing Blades Damage	=IF(K$1<=1,1, | IF(K$1<30,((K$1-1)/29)^1*0+1, | IF(K$1<215,((K$1-30)/185)^1*4+1, | IF(K$1<333,((K$1-215)/118)^1*1+5, | IF(K$1<902,((K$1-333)/569)^1*0+6, | 6)))))	=IF(K$1<=1,1, | IF(K$1<30,((K$1-1)/29)^1*0+1, | IF(K$1<215,((K$1-30)/185)^1*4+1, | IF(K$1<333,((K$1-215)/118)^1*1+5, | IF(K$1<902,((K$1-333)/569)^1*0+6, | 6)))))	6
J10	excel		Multiplayer Correction - Colossal Weapons/Greatshields Damage	=IF(J$1<=1,1, | IF(J$1<30,((J$1-1)/29)^1*0+1, | IF(J$1<215,((J$1-30)/185)^1*3+1, | IF(J$1<333,((J$1-215)/118)^1*1+4, | IF(J$1<902,((J$1-333)/569)^1*0+5, | 5)))))	=IF(J$1<=1,1, | IF(J$1<30,((J$1-1)/29)^1*0+1, | IF(J$1<215,((J$1-30)/185)^1*3+1, | IF(J$1<333,((J$1-215)/118)^1*1+4, | IF(J$1<902,((J$1-333)/569)^1*0+5, | 5)))))	5
K10	excel		Multiplayer Correction - Colossal Weapons/Greatshields Damage	=IF(K$1<=1,1, | IF(K$1<30,((K$1-1)/29)^1*0+1, | IF(K$1<215,((K$1-30)/185)^1*3+1, | IF(K$1<333,((K$1-215)/118)^1*1+4, | IF(K$1<902,((K$1-333)/569)^1*0+5, | 5)))))	=IF(K$1<=1,1, | IF(K$1<30,((K$1-1)/29)^1*0+1, | IF(K$1<215,((K$1-30)/185)^1*3+1, | IF(K$1<333,((K$1-215)/118)^1*1+4, | IF(K$1<902,((K$1-333)/569)^1*0+5, | 5)))))	5
C11	excel		hostLevel_upperRange	=ROUND(IF(C2>=306,713, | MIN((C2*1.1+10)-0.01,305)),0)	=ROUND(IF(C2>=306,713, | MIN((C2*1.1+10)-0.01,305)),0)	147
J11	excel		Multiplayer Correction - Bows/Bolts/Arrows Damage	=IF(J$1<=1,1, | IF(J$1<30,((J$1-1)/29)^1*0+1, | IF(J$1<215,((J$1-30)/185)^1*2+1, | IF(J$1<333,((J$1-215)/118)^1*0.5+3, | IF(J$1<902,((J$1-333)/569)^1*0+3.5, | 3.5)))))	=IF(J$1<=1,1, | IF(J$1<30,((J$1-1)/29)^1*0+1, | IF(J$1<215,((J$1-30)/185)^1*2+1, | IF(J$1<333,((J$1-215)/118)^1*0.5+3, | IF(J$1<902,((J$1-333)/569)^1*0+3.5, | 3.5)))))	3.5
K11	excel		Multiplayer Correction - Bows/Bolts/Arrows Damage	=IF(K$1<=1,1, | IF(K$1<30,((K$1-1)/29)^1*0+1, | IF(K$1<215,((K$1-30)/185)^1*2+1, | IF(K$1<333,((K$1-215)/118)^1*0.5+3, | IF(K$1<902,((K$1-333)/569)^1*0+3.5, | 3.5)))))	=IF(K$1<=1,1, | IF(K$1<30,((K$1-1)/29)^1*0+1, | IF(K$1<215,((K$1-30)/185)^1*2+1, | IF(K$1<333,((K$1-215)/118)^1*0.5+3, | IF(K$1<902,((K$1-333)/569)^1*0+3.5, | 3.5)))))	3.5
C12	excel		hostWeapon_upperRange	=VLOOKUP(C3,$M:$O,3,False)	=VLOOKUP(C3,$M:$O,3,False)	25
J12	excel		Multiplayer Correction - Greatbows/Ballistas Damage	=IF(J$1<=1,1, | IF(J$1<30,((J$1-1)/29)^1*0+1, | IF(J$1<215,((J$1-30)/185)^1*3.5+1, | IF(J$1<333,((J$1-215)/118)^1*0.5+4.5, | IF(J$1<902,((J$1-333)/569)^1*0+5, | 5)))))	=IF(J$1<=1,1, | IF(J$1<30,((J$1-1)/29)^1*0+1, | IF(J$1<215,((J$1-30)/185)^1*3.5+1, | IF(J$1<333,((J$1-215)/118)^1*0.5+4.5, | IF(J$1<902,((J$1-333)/569)^1*0+5, | 5)))))	5
K12	excel		Multiplayer Correction - Greatbows/Ballistas Damage	=IF(K$1<=1,1, | IF(K$1<30,((K$1-1)/29)^1*0+1, | IF(K$1<215,((K$1-30)/185)^1*3.5+1, | IF(K$1<333,((K$1-215)/118)^1*0.5+4.5, | IF(K$1<902,((K$1-333)/569)^1*0+5, | 5)))))	=IF(K$1<=1,1, | IF(K$1<30,((K$1-1)/29)^1*0+1, | IF(K$1<215,((K$1-30)/185)^1*3.5+1, | IF(K$1<333,((K$1-215)/118)^1*0.5+4.5, | IF(K$1<902,((K$1-333)/569)^1*0+5, | 5)))))	5
C13	excel		outsideLevelRange	=C5>C11	=C5>C11	TRUE
J13	excel		Multiplayer Correction - Crossbows Damage	=IF(J$1<=1,1, | IF(J$1<30,((J$1-1)/29)^1*0+1, | IF(J$1<100,((J$1-30)/70)^1*0.8+1, | IF(J$1<200,((J$1-100)/100)^1*0.8+1.8, | IF(J$1<902,((J$1-200)/702)^1*0+2.6, | 2.6)))))	=IF(J$1<=1,1, | IF(J$1<30,((J$1-1)/29)^1*0+1, | IF(J$1<100,((J$1-30)/70)^1*0.8+1, | IF(J$1<200,((J$1-100)/100)^1*0.8+1.8, | IF(J$1<902,((J$1-200)/702)^1*0+2.6, | 2.6)))))	2.6
K13	excel		Multiplayer Correction - Crossbows Damage	=IF(K$1<=1,1, | IF(K$1<30,((K$1-1)/29)^1*0+1, | IF(K$1<100,((K$1-30)/70)^1*0.8+1, | IF(K$1<200,((K$1-100)/100)^1*0.8+1.8, | IF(K$1<902,((K$1-200)/702)^1*0+2.6, | 2.6)))))	=IF(K$1<=1,1, | IF(K$1<30,((K$1-1)/29)^1*0+1, | IF(K$1<100,((K$1-30)/70)^1*0.8+1, | IF(K$1<200,((K$1-100)/100)^1*0.8+1.8, | IF(K$1<902,((K$1-200)/702)^1*0+2.6, | 2.6)))))	2.6
C14	excel		outsideWeaponRange	=C6>C12	=C6>C12	FALSE
J14	excel		Multiplayer Correction - Staves Damage	=IF(J$1<=1,1, | IF(J$1<30,((J$1-1)/29)^1*0+1, | IF(J$1<215,((J$1-30)/185)^1*1.5+1, | IF(J$1<262,((J$1-215)/47)^1*0.5+2.5, | IF(J$1<902,((J$1-262)/640)^1*0+3, | 3)))))	=IF(J$1<=1,1, | IF(J$1<30,((J$1-1)/29)^1*0+1, | IF(J$1<215,((J$1-30)/185)^1*1.5+1, | IF(J$1<262,((J$1-215)/47)^1*0.5+2.5, | IF(J$1<902,((J$1-262)/640)^1*0+3, | 3)))))	3
K14	excel		Multiplayer Correction - Staves Damage	=IF(K$1<=1,1, | IF(K$1<30,((K$1-1)/29)^1*0+1, | IF(K$1<215,((K$1-30)/185)^1*1.5+1, | IF(K$1<262,((K$1-215)/47)^1*0.5+2.5, | IF(K$1<902,((K$1-262)/640)^1*0+3, | 3)))))	=IF(K$1<=1,1, | IF(K$1<30,((K$1-1)/29)^1*0+1, | IF(K$1<215,((K$1-30)/185)^1*1.5+1, | IF(K$1<262,((K$1-215)/47)^1*0.5+2.5, | IF(K$1<902,((K$1-262)/640)^1*0+3, | 3)))))	3
J15	excel		Multiplayer Correction - Seals Damage	=IF(J$1<=1,1, | IF(J$1<30,((J$1-1)/29)^1*0+1, | IF(J$1<215,((J$1-30)/185)^1*1.5+1, | IF(J$1<262,((J$1-215)/47)^1*0.5+2.5, | IF(J$1<902,((J$1-262)/640)^1*0+3, | 3)))))	=IF(J$1<=1,1, | IF(J$1<30,((J$1-1)/29)^1*0+1, | IF(J$1<215,((J$1-30)/185)^1*1.5+1, | IF(J$1<262,((J$1-215)/47)^1*0.5+2.5, | IF(J$1<902,((J$1-262)/640)^1*0+3, | 3)))))	3
K15	excel		Multiplayer Correction - Seals Damage	=IF(K$1<=1,1, | IF(K$1<30,((K$1-1)/29)^1*0+1, | IF(K$1<215,((K$1-30)/185)^1*1.5+1, | IF(K$1<262,((K$1-215)/47)^1*0.5+2.5, | IF(K$1<902,((K$1-262)/640)^1*0+3, | 3)))))	=IF(K$1<=1,1, | IF(K$1<30,((K$1-1)/29)^1*0+1, | IF(K$1<215,((K$1-30)/185)^1*1.5+1, | IF(K$1<262,((K$1-215)/47)^1*0.5+2.5, | IF(K$1<902,((K$1-262)/640)^1*0+3, | 3)))))	3
C16	excel		HP Multiplier	=J3/K3	=J3/K3	0.9299820467
J16	excel		Multiplayer Correction - Throwing Items Damage	=IF(J$1<=1,1, | IF(J$1<30,((J$1-1)/29)^1*0+1, | IF(J$1<215,((J$1-30)/185)^1*2.5+1, | IF(J$1<333,((J$1-215)/118)^1*0+3.5, | IF(J$1<902,((J$1-333)/569)^1*0+3.5, | 3.5)))))	=IF(J$1<=1,1, | IF(J$1<30,((J$1-1)/29)^1*0+1, | IF(J$1<215,((J$1-30)/185)^1*2.5+1, | IF(J$1<333,((J$1-215)/118)^1*0+3.5, | IF(J$1<902,((J$1-333)/569)^1*0+3.5, | 3.5)))))	3.5
K16	excel		Multiplayer Correction - Throwing Items Damage	=IF(K$1<=1,1, | IF(K$1<30,((K$1-1)/29)^1*0+1, | IF(K$1<215,((K$1-30)/185)^1*2.5+1, | IF(K$1<333,((K$1-215)/118)^1*0+3.5, | IF(K$1<902,((K$1-333)/569)^1*0+3.5, | 3.5)))))	=IF(K$1<=1,1, | IF(K$1<30,((K$1-1)/29)^1*0+1, | IF(K$1<215,((K$1-30)/185)^1*2.5+1, | IF(K$1<333,((K$1-215)/118)^1*0+3.5, | IF(K$1<902,((K$1-333)/569)^1*0+3.5, | 3.5)))))	3.5
C17	excel		FP Multiplier	=J4/K4	=J4/K4	0.6663060582
J17	excel		Multiplayer Correction - Consumable Items Damage	=IF(J$1<=1,1, | IF(J$1<30,((J$1-1)/29)^1*0+1, | IF(J$1<215,((J$1-30)/185)^1*1+1, | IF(J$1<333,((J$1-215)/118)^1*0.5+2, | IF(J$1<902,((J$1-333)/569)^1*0+2.5, | 2.5)))))	=IF(J$1<=1,1, | IF(J$1<30,((J$1-1)/29)^1*0+1, | IF(J$1<215,((J$1-30)/185)^1*1+1, | IF(J$1<333,((J$1-215)/118)^1*0.5+2, | IF(J$1<902,((J$1-333)/569)^1*0+2.5, | 2.5)))))	2.5
K17	excel		Multiplayer Correction - Consumable Items Damage	=IF(K$1<=1,1, | IF(K$1<30,((K$1-1)/29)^1*0+1, | IF(K$1<215,((K$1-30)/185)^1*1+1, | IF(K$1<333,((K$1-215)/118)^1*0.5+2, | IF(K$1<902,((K$1-333)/569)^1*0+2.5, | 2.5)))))	=IF(K$1<=1,1, | IF(K$1<30,((K$1-1)/29)^1*0+1, | IF(K$1<215,((K$1-30)/185)^1*1+1, | IF(K$1<333,((K$1-215)/118)^1*0.5+2, | IF(K$1<902,((K$1-333)/569)^1*0+2.5, | 2.5)))))	2.5
C18	excel		Stamina Multiplier	=J5/K5	=J5/K5	0.9060839238
C19	excel		Defense Multiplier	=J6/K6	=J6/K6	0.6980495006
C20	excel		Resistance Multiplier	=J7/K7	=J7/K7	0.8237768775
C21	excel		General Dmg Mult	=J8/K8	=J8/K8	1
C22	excel		Dagger/Throwing Blade Dmg Mult	=J9/K9	=J9/K9	1
C23	excel		Colossal/Greatshield Dmg Mult	=J10/K10	=J10/K10	1
C24	excel		Bow/Arrow/Bolt Dmg Mult	=J11/K11	=J11/K11	1
C25	excel		Greatbow/Ballista Dmg Mult	=J12/K12	=J12/K12	1
C26	excel		Crossbow Dmg Mult	=J13/K13	=J13/K13	1
C27	excel		Staff Dmg Mult	=J14/K14	=J14/K14	1
C28	excel		Seal Dmg Mult	=J15/K15	=J15/K15	1
C29	excel		Throwing Item Dmg Mult	=J16/K16	=J16/K16	1
C30	excel		Consumable Item Dmg Mult	=J17/K17	=J17/K17	1
