SpEffectId,statusType,poizonAttackPower,diseaseAttackPower,bloodAttackPower,freezeAttackPower,sleepAttackPower,madnessAttackPower,curseAttackPower,effectEndurance,changeHpRate,changeHpPoint,changeMpRate,changeMpPoint,neutralDamageCutRate
20600.0,Poison,62.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.42,18.0,0.0,0.0,1.0
21000.0,Rot,0.0,10.0,0.0,0.0,0.0,0.0,0.0,180.0,0.33,13.0,0.0,0.0,1.0
21001.0,Rot,0.0,20.0,0.0,0.0,0.0,0.0,0.0,180.0,0.33,13.0,0.0,0.0,1.0
21002.0,Rot,0.0,30.0,0.0,0.0,0.0,0.0,0.0,180.0,0.33,13.0,0.0,0.0,1.0
21003.0,Rot,0.0,40.0,0.0,0.0,0.0,0.0,0.0,180.0,0.33,13.0,0.0,0.0,1.0
21004.0,Rot,0.0,50.0,0.0,0.0,0.0,0.0,0.0,180.0,0.33,13.0,0.0,0.0,1.0
21005.0,Rot,0.0,60.0,0.0,0.0,0.0,0.0,0.0,180.0,0.33,13.0,0.0,0.0,1.0
21006.0,Rot,0.0,70.0,0.0,0.0,0.0,0.0,0.0,180.0,0.33,13.0,0.0,0.0,1.0
21007.0,Rot,0.0,80.0,0.0,0.0,0.0,0.0,0.0,180.0,0.33,13.0,0.0,0.0,1.0
21008.0,Rot,0.0,90.0,0.0,0.0,0.0,0.0,0.0,180.0,0.33,13.0,0.0,0.0,1.0
21009.0,Rot,0.0,100.0,0.0,0.0,0.0,0.0,0.0,180.0,0.33,13.0,0.0,0.0,1.0
21010.0,Rot,0.0,110.0,0.0,0.0,0.0,0.0,0.0,180.0,0.33,13.0,0.0,0.0,1.0
21011.0,Rot,0.0,120.0,0.0,0.0,0.0,0.0,0.0,180.0,0.33,13.0,0.0,0.0,1.0
21012.0,Rot,0.0,130.0,0.0,0.0,0.0,0.0,0.0,180.0,0.33,13.0,0.0,0.0,1.0
21013.0,Rot,0.0,140.0,0.0,0.0,0.0,0.0,0.0,180.0,0.33,13.0,0.0,0.0,1.0
21014.0,Rot,0.0,150.0,0.0,0.0,0.0,0.0,0.0,180.0,0.33,13.0,0.0,0.0,1.0
21015.0,Rot,0.0,160.0,0.0,0.0,0.0,0.0,0.0,180.0,0.33,13.0,0.0,0.0,1.0
21016.0,Rot,0.0,170.0,0.0,0.0,0.0,0.0,0.0,180.0,0.33,13.0,0.0,0.0,1.0
21017.0,Rot,0.0,180.0,0.0,0.0,0.0,0.0,0.0,180.0,0.33,13.0,0.0,0.0,1.0
21018.0,Rot,0.0,190.0,0.0,0.0,0.0,0.0,0.0,180.0,0.33,13.0,0.0,0.0,1.0
21019.0,Rot,0.0,200.0,0.0,0.0,0.0,0.0,0.0,180.0,0.33,13.0,0.0,0.0,1.0
21100.0,Rot,0.0,300.0,0.0,0.0,0.0,0.0,0.0,180.0,0.33,13.0,0.0,0.0,1.0
21101.0,Rot,0.0,70.0,0.0,0.0,0.0,0.0,0.0,180.0,0.33,13.0,0.0,0.0,1.0
21102.0,Rot,0.0,100.0,0.0,0.0,0.0,0.0,0.0,180.0,0.33,13.0,0.0,0.0,1.0
22000.0,Bleed,0.0,0.0,10.0,0.0,0.0,0.0,0.0,1.0,15.0,100.0,0.0,0.0,1.0
22001.0,Bleed,0.0,0.0,20.0,0.0,0.0,0.0,0.0,1.0,15.0,100.0,0.0,0.0,1.0
22002.0,Bleed,0.0,0.0,30.0,0.0,0.0,0.0,0.0,1.0,15.0,100.0,0.0,0.0,1.0
22003.0,Bleed,0.0,0.0,40.0,0.0,0.0,0.0,0.0,1.0,15.0,100.0,0.0,0.0,1.0
22004.0,Bleed,0.0,0.0,50.0,0.0,0.0,0.0,0.0,1.0,15.0,100.0,0.0,0.0,1.0
22005.0,Bleed,0.0,0.0,60.0,0.0,0.0,0.0,0.0,1.0,15.0,100.0,0.0,0.0,1.0
22006.0,Bleed,0.0,0.0,70.0,0.0,0.0,0.0,0.0,1.0,15.0,100.0,0.0,0.0,1.0
22007.0,Bleed,0.0,0.0,80.0,0.0,0.0,0.0,0.0,1.0,15.0,100.0,0.0,0.0,1.0
22008.0,Bleed,0.0,0.0,90.0,0.0,0.0,0.0,0.0,1.0,15.0,100.0,0.0,0.0,1.0
22009.0,Bleed,0.0,0.0,100.0,0.0,0.0,0.0,0.0,1.0,15.0,100.0,0.0,0.0,1.0
22010.0,Bleed,0.0,0.0,110.0,0.0,0.0,0.0,0.0,1.0,15.0,100.0,0.0,0.0,1.0
22011.0,Bleed,0.0,0.0,120.0,0.0,0.0,0.0,0.0,1.0,15.0,100.0,0.0,0.0,1.0
22012.0,Bleed,0.0,0.0,130.0,0.0,0.0,0.0,0.0,1.0,15.0,100.0,0.0,0.0,1.0
22013.0,Bleed,0.0,0.0,140.0,0.0,0.0,0.0,0.0,1.0,15.0,100.0,0.0,0.0,1.0
22014.0,Bleed,0.0,0.0,150.0,0.0,0.0,0.0,0.0,1.0,15.0,100.0,0.0,0.0,1.0
22015.0,Bleed,0.0,0.0,160.0,0.0,0.0,0.0,0.0,1.0,15.0,100.0,0.0,0.0,1.0
22016.0,Bleed,0.0,0.0,170.0,0.0,0.0,0.0,0.0,1.0,15.0,100.0,0.0,0.0,1.0
22017.0,Bleed,0.0,0.0,180.0,0.0,0.0,0.0,0.0,1.0,15.0,100.0,0.0,0.0,1.0
22018.0,Bleed,0.0,0.0,190.0,0.0,0.0,0.0,0.0,1.0,15.0,100.0,0.0,0.0,1.0
22019.0,Bleed,0.0,0.0,200.0,0.0,0.0,0.0,0.0,1.0,15.0,100.0,0.0,0.0,1.0
22101.0,Bleed,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,35.0,0.0,0.0,0.0,1.0
22110.0,Bleed,0.0,0.0,150.0,0.0,0.0,0.0,0.0,1.0,20.0,0.0,0.0,0.0,1.0
22111.0,Bleed,0.0,0.0,300.0,0.0,0.0,0.0,0.0,1.0,15.0,100.0,0.0,0.0,1.0
22120.0,Bleed,0.0,0.0,7.0,0.0,0.0,0.0,0.0,1.0,15.0,100.0,0.0,0.0,1.0
22130.0,Bleed,0.0,0.0,999.0,0.0,0.0,0.0,0.0,1.0,30.0,0.0,0.0,0.0,1.0
22131.0,Bleed,0.0,0.0,999.0,0.0,0.0,0.0,0.0,1.0,30.0,0.0,0.0,0.0,1.0
22132.0,Bleed,0.0,0.0,999.0,0.0,0.0,0.0,0.0,1.0,50.0,0.0,0.0,0.0,1.0
23000.0,Death,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0
23001.0,Death,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,1.0
23002.0,Death,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,1.0
23003.0,Death,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,1.0
23004.0,Death,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,1.0
23005.0,Death,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,1.0
23006.0,Death,0.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,1.0
23007.0,Death,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,1.0
23008.0,Death,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,1.0
23009.0,Death,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,1.0
23010.0,Death,0.0,0.0,0.0,0.0,0.0,0.0,110.0,0.0,0.0,0.0,0.0,0.0,1.0
23011.0,Death,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,0.0,0.0,0.0,0.0,1.0
23012.0,Death,0.0,0.0,0.0,0.0,0.0,0.0,130.0,0.0,0.0,0.0,0.0,0.0,1.0
23013.0,Death,0.0,0.0,0.0,0.0,0.0,0.0,140.0,0.0,0.0,0.0,0.0,0.0,1.0
23014.0,Death,0.0,0.0,0.0,0.0,0.0,0.0,150.0,0.0,0.0,0.0,0.0,0.0,1.0
23015.0,Death,0.0,0.0,0.0,0.0,0.0,0.0,160.0,0.0,0.0,0.0,0.0,0.0,1.0
23016.0,Death,0.0,0.0,0.0,0.0,0.0,0.0,170.0,0.0,0.0,0.0,0.0,0.0,1.0
23017.0,Death,0.0,0.0,0.0,0.0,0.0,0.0,180.0,0.0,0.0,0.0,0.0,0.0,1.0
23018.0,Death,0.0,0.0,0.0,0.0,0.0,0.0,190.0,0.0,0.0,0.0,0.0,0.0,1.0
23019.0,Death,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,1.0
23100.0,Death,0.0,0.0,0.0,0.0,0.0,0.0,250.0,0.0,0.0,0.0,0.0,0.0,1.0
23101.0,Death,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,1.0
23102.0,Death,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,1.0
23110.0,Death,0.0,0.0,0.0,0.0,0.0,0.0,130.0,0.0,0.0,0.0,0.0,0.0,1.0
23111.0,Death,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,1.0
23112.0,Death,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,1.0
23113.0,Death,0.0,0.0,0.0,0.0,0.0,0.0,110.0,0.0,0.0,0.0,0.0,0.0,1.0
23150.0,Death,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0
24000.0,Frost,0.0,0.0,0.0,10.0,0.0,0.0,0.0,30.0,10.0,30.0,0.0,0.0,1.2
24001.0,Frost,0.0,0.0,0.0,20.0,0.0,0.0,0.0,30.0,10.0,30.0,0.0,0.0,1.2
24002.0,Frost,0.0,0.0,0.0,30.0,0.0,0.0,0.0,30.0,10.0,30.0,0.0,0.0,1.2
24003.0,Frost,0.0,0.0,0.0,40.0,0.0,0.0,0.0,30.0,10.0,30.0,0.0,0.0,1.2
24004.0,Frost,0.0,0.0,0.0,50.0,0.0,0.0,0.0,30.0,10.0,30.0,0.0,0.0,1.2
24005.0,Frost,0.0,0.0,0.0,60.0,0.0,0.0,0.0,30.0,10.0,30.0,0.0,0.0,1.2
24006.0,Frost,0.0,0.0,0.0,70.0,0.0,0.0,0.0,30.0,10.0,30.0,0.0,0.0,1.2
24007.0,Frost,0.0,0.0,0.0,80.0,0.0,0.0,0.0,30.0,10.0,30.0,0.0,0.0,1.2
24008.0,Frost,0.0,0.0,0.0,90.0,0.0,0.0,0.0,30.0,10.0,30.0,0.0,0.0,1.2
24009.0,Frost,0.0,0.0,0.0,100.0,0.0,0.0,0.0,30.0,10.0,30.0,0.0,0.0,1.2
24010.0,Frost,0.0,0.0,0.0,110.0,0.0,0.0,0.0,30.0,10.0,30.0,0.0,0.0,1.2
24011.0,Frost,0.0,0.0,0.0,120.0,0.0,0.0,0.0,30.0,10.0,30.0,0.0,0.0,1.2
24012.0,Frost,0.0,0.0,0.0,130.0,0.0,0.0,0.0,30.0,10.0,30.0,0.0,0.0,1.2
24013.0,Frost,0.0,0.0,0.0,140.0,0.0,0.0,0.0,30.0,10.0,30.0,0.0,0.0,1.2
24014.0,Frost,0.0,0.0,0.0,150.0,0.0,0.0,0.0,30.0,10.0,30.0,0.0,0.0,1.2
24015.0,Frost,0.0,0.0,0.0,160.0,0.0,0.0,0.0,30.0,10.0,30.0,0.0,0.0,1.2
24016.0,Frost,0.0,0.0,0.0,170.0,0.0,0.0,0.0,30.0,10.0,30.0,0.0,0.0,1.2
24017.0,Frost,0.0,0.0,0.0,180.0,0.0,0.0,0.0,30.0,10.0,30.0,0.0,0.0,1.2
24018.0,Frost,0.0,0.0,0.0,190.0,0.0,0.0,0.0,30.0,10.0,30.0,0.0,0.0,1.2
24019.0,Frost,0.0,0.0,0.0,200.0,0.0,0.0,0.0,30.0,10.0,30.0,0.0,0.0,1.2
24130.0,Frost,0.0,0.0,0.0,250.0,0.0,0.0,0.0,30.0,10.0,30.0,0.0,0.0,1.2
24131.0,Frost,0.0,0.0,0.0,180.0,0.0,0.0,0.0,30.0,10.0,30.0,0.0,0.0,1.2
24132.0,Frost,0.0,0.0,0.0,50.0,0.0,0.0,0.0,30.0,10.0,30.0,0.0,0.0,1.2
24140.0,Frost,0.0,0.0,0.0,60.0,0.0,0.0,0.0,30.0,10.0,30.0,0.0,0.0,1.2
24150.0,Frost,0.0,0.0,0.0,40.0,0.0,0.0,0.0,30.0,10.0,30.0,0.0,0.0,1.2
24160.0,Frost,0.0,0.0,0.0,80.0,0.0,0.0,0.0,30.0,10.0,30.0,0.0,0.0,1.2
24170.0,Frost,0.0,0.0,0.0,300.0,0.0,0.0,0.0,30.0,10.0,30.0,0.0,0.0,1.2
25000.0,Sleep,0.0,0.0,0.0,0.0,10.0,0.0,0.0,60.0,0.0,0.0,10.0,30.0,1.0
25001.0,Sleep,0.0,0.0,0.0,0.0,20.0,0.0,0.0,60.0,0.0,0.0,10.0,30.0,1.0
25002.0,Sleep,0.0,0.0,0.0,0.0,30.0,0.0,0.0,60.0,0.0,0.0,10.0,30.0,1.0
25003.0,Sleep,0.0,0.0,0.0,0.0,40.0,0.0,0.0,60.0,0.0,0.0,10.0,30.0,1.0
25004.0,Sleep,0.0,0.0,0.0,0.0,50.0,0.0,0.0,60.0,0.0,0.0,10.0,30.0,1.0
25005.0,Sleep,0.0,0.0,0.0,0.0,60.0,0.0,0.0,60.0,0.0,0.0,10.0,30.0,1.0
25006.0,Sleep,0.0,0.0,0.0,0.0,70.0,0.0,0.0,60.0,0.0,0.0,10.0,30.0,1.0
25007.0,Sleep,0.0,0.0,0.0,0.0,80.0,0.0,0.0,60.0,0.0,0.0,10.0,30.0,1.0
25008.0,Sleep,0.0,0.0,0.0,0.0,90.0,0.0,0.0,60.0,0.0,0.0,10.0,30.0,1.0
25009.0,Sleep,0.0,0.0,0.0,0.0,100.0,0.0,0.0,60.0,0.0,0.0,10.0,30.0,1.0
25010.0,Sleep,0.0,0.0,0.0,0.0,110.0,0.0,0.0,60.0,0.0,0.0,10.0,30.0,1.0
25011.0,Sleep,0.0,0.0,0.0,0.0,120.0,0.0,0.0,60.0,0.0,0.0,10.0,30.0,1.0
25012.0,Sleep,0.0,0.0,0.0,0.0,130.0,0.0,0.0,60.0,0.0,0.0,10.0,30.0,1.0
25013.0,Sleep,0.0,0.0,0.0,0.0,140.0,0.0,0.0,60.0,0.0,0.0,10.0,30.0,1.0
25014.0,Sleep,0.0,0.0,0.0,0.0,150.0,0.0,0.0,60.0,0.0,0.0,10.0,30.0,1.0
25015.0,Sleep,0.0,0.0,0.0,0.0,160.0,0.0,0.0,60.0,0.0,0.0,10.0,30.0,1.0
25016.0,Sleep,0.0,0.0,0.0,0.0,170.0,0.0,0.0,60.0,0.0,0.0,10.0,30.0,1.0
25017.0,Sleep,0.0,0.0,0.0,0.0,180.0,0.0,0.0,60.0,0.0,0.0,10.0,30.0,1.0
25018.0,Sleep,0.0,0.0,0.0,0.0,190.0,0.0,0.0,60.0,0.0,0.0,10.0,30.0,1.0
25019.0,Sleep,0.0,0.0,0.0,0.0,200.0,0.0,0.0,60.0,0.0,0.0,10.0,30.0,1.0
26000.0,Madness,0.0,0.0,0.0,0.0,0.0,10.0,0.0,1.0,15.0,100.0,10.0,30.0,1.0
26001.0,Madness,0.0,0.0,0.0,0.0,0.0,20.0,0.0,1.0,15.0,100.0,10.0,30.0,1.0
26002.0,Madness,0.0,0.0,0.0,0.0,0.0,30.0,0.0,1.0,15.0,100.0,10.0,30.0,1.0
26003.0,Madness,0.0,0.0,0.0,0.0,0.0,40.0,0.0,1.0,15.0,100.0,10.0,30.0,1.0
26004.0,Madness,0.0,0.0,0.0,0.0,0.0,50.0,0.0,1.0,15.0,100.0,10.0,30.0,1.0
26005.0,Madness,0.0,0.0,0.0,0.0,0.0,60.0,0.0,1.0,15.0,100.0,10.0,30.0,1.0
26006.0,Madness,0.0,0.0,0.0,0.0,0.0,70.0,0.0,1.0,15.0,100.0,10.0,30.0,1.0
26007.0,Madness,0.0,0.0,0.0,0.0,0.0,80.0,0.0,1.0,15.0,100.0,10.0,30.0,1.0
26008.0,Madness,0.0,0.0,0.0,0.0,0.0,90.0,0.0,1.0,15.0,100.0,10.0,30.0,1.0
26009.0,Madness,0.0,0.0,0.0,0.0,0.0,100.0,0.0,1.0,15.0,100.0,10.0,30.0,1.0
26010.0,Madness,0.0,0.0,0.0,0.0,0.0,110.0,0.0,1.0,15.0,100.0,10.0,30.0,1.0
26011.0,Madness,0.0,0.0,0.0,0.0,0.0,120.0,0.0,1.0,15.0,100.0,10.0,30.0,1.0
26012.0,Madness,0.0,0.0,0.0,0.0,0.0,130.0,0.0,1.0,15.0,100.0,10.0,30.0,1.0
26013.0,Madness,0.0,0.0,0.0,0.0,0.0,140.0,0.0,1.0,15.0,100.0,10.0,30.0,1.0
26014.0,Madness,0.0,0.0,0.0,0.0,0.0,150.0,0.0,1.0,15.0,100.0,10.0,30.0,1.0
26015.0,Madness,0.0,0.0,0.0,0.0,0.0,160.0,0.0,1.0,15.0,100.0,10.0,30.0,1.0
26016.0,Madness,0.0,0.0,0.0,0.0,0.0,170.0,0.0,1.0,15.0,100.0,10.0,30.0,1.0
26017.0,Madness,0.0,0.0,0.0,0.0,0.0,180.0,0.0,1.0,15.0,100.0,10.0,30.0,1.0
26018.0,Madness,0.0,0.0,0.0,0.0,0.0,190.0,0.0,1.0,15.0,100.0,10.0,30.0,1.0
26019.0,Madness,0.0,0.0,0.0,0.0,0.0,200.0,0.0,1.0,15.0,100.0,10.0,30.0,1.0
26100.0,Madness,0.0,0.0,0.0,0.0,0.0,80.0,0.0,1.0,15.0,100.0,10.0,30.0,1.0
26110.0,Madness,0.0,0.0,0.0,0.0,0.0,19.0,0.0,1.0,15.0,100.0,10.0,30.0,1.0
99050.0,Death,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
99400.0,Death,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
102306.0,Eternal Sleep,0.0,0.0,0.0,0.0,9999.0,0.0,0.0,-1.0,0.0,0.0,10.0,30.0,1.0
102311.0,Eternal Sleep,0.0,0.0,0.0,0.0,28.0,0.0,0.0,10.0,0.0,0.0,15.0,50.0,1.0
102313.0,Eternal Sleep,0.0,0.0,0.0,0.0,37.0,0.0,0.0,10.0,0.0,0.0,15.0,50.0,1.0
102315.0,Eternal Sleep,0.0,0.0,0.0,0.0,28.0,0.0,0.0,10.0,0.0,0.0,15.0,50.0,1.0
102317.0,Eternal Sleep,0.0,0.0,0.0,0.0,37.0,0.0,0.0,10.0,0.0,0.0,15.0,50.0,1.0
105000.0,Bleed,0.0,0.0,57.0,0.0,0.0,0.0,0.0,1.0,15.0,100.0,0.0,0.0,1.0
105001.0,Bleed,0.0,0.0,58.0,0.0,0.0,0.0,0.0,1.0,15.0,100.0,0.0,0.0,1.0
105002.0,Bleed,0.0,0.0,59.0,0.0,0.0,0.0,0.0,1.0,15.0,100.0,0.0,0.0,1.0
105003.0,Bleed,0.0,0.0,60.0,0.0,0.0,0.0,0.0,1.0,15.0,100.0,0.0,0.0,1.0
105004.0,Bleed,0.0,0.0,61.0,0.0,0.0,0.0,0.0,1.0,15.0,100.0,0.0,0.0,1.0
105005.0,Bleed,0.0,0.0,62.0,0.0,0.0,0.0,0.0,1.0,15.0,100.0,0.0,0.0,1.0
105006.0,Bleed,0.0,0.0,63.0,0.0,0.0,0.0,0.0,1.0,15.0,100.0,0.0,0.0,1.0
105007.0,Bleed,0.0,0.0,64.0,0.0,0.0,0.0,0.0,1.0,15.0,100.0,0.0,0.0,1.0
105008.0,Bleed,0.0,0.0,65.0,0.0,0.0,0.0,0.0,1.0,15.0,100.0,0.0,0.0,1.0
105009.0,Bleed,0.0,0.0,66.0,0.0,0.0,0.0,0.0,1.0,15.0,100.0,0.0,0.0,1.0
105010.0,Bleed,0.0,0.0,67.0,0.0,0.0,0.0,0.0,1.0,15.0,100.0,0.0,0.0,1.0
105011.0,Bleed,0.0,0.0,68.0,0.0,0.0,0.0,0.0,1.0,15.0,100.0,0.0,0.0,1.0
105012.0,Bleed,0.0,0.0,69.0,0.0,0.0,0.0,0.0,1.0,15.0,100.0,0.0,0.0,1.0
105013.0,Bleed,0.0,0.0,70.0,0.0,0.0,0.0,0.0,1.0,15.0,100.0,0.0,0.0,1.0
105014.0,Bleed,0.0,0.0,71.0,0.0,0.0,0.0,0.0,1.0,15.0,100.0,0.0,0.0,1.0
105015.0,Bleed,0.0,0.0,72.0,0.0,0.0,0.0,0.0,1.0,15.0,100.0,0.0,0.0,1.0
105016.0,Bleed,0.0,0.0,73.0,0.0,0.0,0.0,0.0,1.0,15.0,100.0,0.0,0.0,1.0
105017.0,Bleed,0.0,0.0,74.0,0.0,0.0,0.0,0.0,1.0,15.0,100.0,0.0,0.0,1.0
105018.0,Bleed,0.0,0.0,75.0,0.0,0.0,0.0,0.0,1.0,15.0,100.0,0.0,0.0,1.0
105019.0,Bleed,0.0,0.0,76.0,0.0,0.0,0.0,0.0,1.0,15.0,100.0,0.0,0.0,1.0
105020.0,Bleed,0.0,0.0,77.0,0.0,0.0,0.0,0.0,1.0,15.0,100.0,0.0,0.0,1.0
105021.0,Bleed,0.0,0.0,78.0,0.0,0.0,0.0,0.0,1.0,15.0,100.0,0.0,0.0,1.0
105022.0,Bleed,0.0,0.0,79.0,0.0,0.0,0.0,0.0,1.0,15.0,100.0,0.0,0.0,1.0
105023.0,Bleed,0.0,0.0,80.0,0.0,0.0,0.0,0.0,1.0,15.0,100.0,0.0,0.0,1.0
105024.0,Bleed,0.0,0.0,81.0,0.0,0.0,0.0,0.0,1.0,15.0,100.0,0.0,0.0,1.0
105025.0,Bleed,0.0,0.0,82.0,0.0,0.0,0.0,0.0,1.0,15.0,100.0,0.0,0.0,1.0
105050.0,Bleed,0.0,0.0,57.0,0.0,0.0,0.0,0.0,1.0,15.0,200.0,0.0,0.0,1.0
105051.0,Bleed,0.0,0.0,58.0,0.0,0.0,0.0,0.0,1.0,15.0,200.0,0.0,0.0,1.0
105052.0,Bleed,0.0,0.0,59.0,0.0,0.0,0.0,0.0,1.0,15.0,200.0,0.0,0.0,1.0
105053.0,Bleed,0.0,0.0,60.0,0.0,0.0,0.0,0.0,1.0,15.0,200.0,0.0,0.0,1.0
105054.0,Bleed,0.0,0.0,61.0,0.0,0.0,0.0,0.0,1.0,15.0,200.0,0.0,0.0,1.0
105055.0,Bleed,0.0,0.0,62.0,0.0,0.0,0.0,0.0,1.0,15.0,200.0,0.0,0.0,1.0
105056.0,Bleed,0.0,0.0,63.0,0.0,0.0,0.0,0.0,1.0,15.0,200.0,0.0,0.0,1.0
105057.0,Bleed,0.0,0.0,64.0,0.0,0.0,0.0,0.0,1.0,15.0,200.0,0.0,0.0,1.0
105058.0,Bleed,0.0,0.0,65.0,0.0,0.0,0.0,0.0,1.0,15.0,200.0,0.0,0.0,1.0
105059.0,Bleed,0.0,0.0,66.0,0.0,0.0,0.0,0.0,1.0,15.0,200.0,0.0,0.0,1.0
105060.0,Bleed,0.0,0.0,67.0,0.0,0.0,0.0,0.0,1.0,15.0,200.0,0.0,0.0,1.0
105061.0,Bleed,0.0,0.0,68.0,0.0,0.0,0.0,0.0,1.0,15.0,200.0,0.0,0.0,1.0
105062.0,Bleed,0.0,0.0,69.0,0.0,0.0,0.0,0.0,1.0,15.0,200.0,0.0,0.0,1.0
105063.0,Bleed,0.0,0.0,70.0,0.0,0.0,0.0,0.0,1.0,15.0,200.0,0.0,0.0,1.0
105064.0,Bleed,0.0,0.0,71.0,0.0,0.0,0.0,0.0,1.0,15.0,200.0,0.0,0.0,1.0
105065.0,Bleed,0.0,0.0,72.0,0.0,0.0,0.0,0.0,1.0,15.0,200.0,0.0,0.0,1.0
105066.0,Bleed,0.0,0.0,73.0,0.0,0.0,0.0,0.0,1.0,15.0,200.0,0.0,0.0,1.0
105067.0,Bleed,0.0,0.0,74.0,0.0,0.0,0.0,0.0,1.0,15.0,200.0,0.0,0.0,1.0
105068.0,Bleed,0.0,0.0,75.0,0.0,0.0,0.0,0.0,1.0,15.0,200.0,0.0,0.0,1.0
105069.0,Bleed,0.0,0.0,76.0,0.0,0.0,0.0,0.0,1.0,15.0,200.0,0.0,0.0,1.0
105070.0,Bleed,0.0,0.0,77.0,0.0,0.0,0.0,0.0,1.0,15.0,200.0,0.0,0.0,1.0
105071.0,Bleed,0.0,0.0,78.0,0.0,0.0,0.0,0.0,1.0,15.0,200.0,0.0,0.0,1.0
105072.0,Bleed,0.0,0.0,79.0,0.0,0.0,0.0,0.0,1.0,15.0,200.0,0.0,0.0,1.0
105073.0,Bleed,0.0,0.0,80.0,0.0,0.0,0.0,0.0,1.0,15.0,200.0,0.0,0.0,1.0
105074.0,Bleed,0.0,0.0,81.0,0.0,0.0,0.0,0.0,1.0,15.0,200.0,0.0,0.0,1.0
105075.0,Bleed,0.0,0.0,82.0,0.0,0.0,0.0,0.0,1.0,15.0,200.0,0.0,0.0,1.0
105100.0,Bleed,0.0,0.0,69.0,0.0,0.0,0.0,0.0,1.0,15.0,100.0,0.0,0.0,1.0
105101.0,Bleed,0.0,0.0,70.0,0.0,0.0,0.0,0.0,1.0,15.0,100.0,0.0,0.0,1.0
105102.0,Bleed,0.0,0.0,71.0,0.0,0.0,0.0,0.0,1.0,15.0,100.0,0.0,0.0,1.0
105103.0,Bleed,0.0,0.0,72.0,0.0,0.0,0.0,0.0,1.0,15.0,100.0,0.0,0.0,1.0
105104.0,Bleed,0.0,0.0,73.0,0.0,0.0,0.0,0.0,1.0,15.0,100.0,0.0,0.0,1.0
105105.0,Bleed,0.0,0.0,75.0,0.0,0.0,0.0,0.0,1.0,15.0,100.0,0.0,0.0,1.0
105106.0,Bleed,0.0,0.0,76.0,0.0,0.0,0.0,0.0,1.0,15.0,100.0,0.0,0.0,1.0
105107.0,Bleed,0.0,0.0,77.0,0.0,0.0,0.0,0.0,1.0,15.0,100.0,0.0,0.0,1.0
105108.0,Bleed,0.0,0.0,78.0,0.0,0.0,0.0,0.0,1.0,15.0,100.0,0.0,0.0,1.0
105109.0,Bleed,0.0,0.0,80.0,0.0,0.0,0.0,0.0,1.0,15.0,100.0,0.0,0.0,1.0
105110.0,Bleed,0.0,0.0,81.0,0.0,0.0,0.0,0.0,1.0,15.0,100.0,0.0,0.0,1.0
105111.0,Bleed,0.0,0.0,82.0,0.0,0.0,0.0,0.0,1.0,15.0,100.0,0.0,0.0,1.0
105112.0,Bleed,0.0,0.0,83.0,0.0,0.0,0.0,0.0,1.0,15.0,100.0,0.0,0.0,1.0
105113.0,Bleed,0.0,0.0,85.0,0.0,0.0,0.0,0.0,1.0,15.0,100.0,0.0,0.0,1.0
105114.0,Bleed,0.0,0.0,86.0,0.0,0.0,0.0,0.0,1.0,15.0,100.0,0.0,0.0,1.0
105115.0,Bleed,0.0,0.0,87.0,0.0,0.0,0.0,0.0,1.0,15.0,100.0,0.0,0.0,1.0
105116.0,Bleed,0.0,0.0,88.0,0.0,0.0,0.0,0.0,1.0,15.0,100.0,0.0,0.0,1.0
105117.0,Bleed,0.0,0.0,90.0,0.0,0.0,0.0,0.0,1.0,15.0,100.0,0.0,0.0,1.0
