Weapon Class,Weapon,ID,isInfuse,isReinforce,isUnique,bothHandsAtkBonus,throwable,waAttackElementCorrectId,specialStatusSpEffectId,castingBonusType,castingBonusRate,defaultPhysType,,Infusion,Offset
Colossal Weapon,Envoy's Greathorn,23030000.0,FALSE,TRUE,TRUE,TRUE,FALSE,,,,,Strike,,,
Colossal Weapon,Ghiza's Wheel,23100000.0,FALSE,TRUE,TRUE,TRUE,FALSE,,,,,Standard,,,
Colossal Weapon,Fallingstar Beast Jaw,23080000.0,FALSE,TRUE,TRUE,TRUE,FALSE,,,,,Pierce,,,
Colossal Weapon,Anvil Hammer,12510000.0,FALSE,TRUE,TRUE,TRUE,FALSE,,,,,Strike,,,
Colossal Weapon,Devonia's Hammer,23500000.0,FALSE,TRUE,TRUE,TRUE,FALSE,,,,,Strike,,,
Colossal Weapon,Axe of Godfrey,23050000.0,FALSE,TRUE,TRUE,TRUE,FALSE,,,,,Standard,,,
Colossal Weapon,Shadow Sunflower Blossom,23510000.0,FALSE,TRUE,TRUE,TRUE,FALSE,,,,,Strike,,,
Colossal Weapon,Gazing Finger,23520000.0,FALSE,TRUE,TRUE,TRUE,FALSE,,,,,Strike,,,
Spear,Short Spear,16000000.0,TRUE,TRUE,FALSE,TRUE,FALSE,,,,,Pierce,,,
Spear,Iron Spear,16150000.0,TRUE,TRUE,FALSE,TRUE,FALSE,,,,,Pierce,,,
Spear,Spear,16010000.0,TRUE,TRUE,FALSE,TRUE,FALSE,,,,,Pierce,,,
Spear,Partisan,16050000.0,TRUE,TRUE,FALSE,TRUE,FALSE,,,,,Pierce,,,
Spear,Pike,16070000.0,TRUE,TRUE,FALSE,TRUE,FALSE,,,,,Pierce,,,
Spear,Swift Spear,16520000.0,TRUE,TRUE,FALSE,TRUE,FALSE,,,,,Pierce,,,
Spear,Spiked Spear,16140000.0,TRUE,TRUE,FALSE,TRUE,FALSE,,,,,Pierce,,,
Spear,Cross-Naginata,16110000.0,TRUE,TRUE,FALSE,TRUE,FALSE,,,,,Slash,,,
Spear,Clayman's Harpoon,16030000.0,TRUE,TRUE,FALSE,TRUE,FALSE,,,,,Pierce,,,
Spear,Bloodfiend's Fork,16540000.0,TRUE,TRUE,FALSE,TRUE,FALSE,,,,,Standard,,,
Spear,Celebrant's Rib-Rake,16060000.0,TRUE,TRUE,FALSE,TRUE,FALSE,,,,,Standard,,,
Spear,Torchpole,16080000.0,FALSE,TRUE,FALSE,TRUE,FALSE,,,,,Standard,,,
Spear,Smithscript Spear,16500000.0,TRUE,TRUE,FALSE,TRUE,FALSE,,,,,Standard,,,
Spear,Inquisitor's Girandole,16130000.0,FALSE,TRUE,TRUE,TRUE,FALSE,,,,,Standard,,,
Spear,Crystal Spear,16020000.0,FALSE,TRUE,TRUE,TRUE,FALSE,,,,,Standard,,,
Spear,Rotten Crystal Spear,16160000.0,FALSE,TRUE,TRUE,TRUE,FALSE,,,,,Standard,,,
Spear,Cleanrot Spear,16040000.0,FALSE,TRUE,TRUE,TRUE,FALSE,,,,,Standard,,,
Spear,Death Ritual Spear,16120000.0,FALSE,TRUE,TRUE,TRUE,FALSE,,,,,Standard,,,
Spear,Bolt of Gransax,16090000.0,FALSE,TRUE,TRUE,TRUE,FALSE,,,,,Standard,,,
Great Spear,Lance,17060000.0,TRUE,TRUE,FALSE,TRUE,FALSE,,,,,Pierce,,,
Great Spear,Messmer Soldier's Spear,17510000.0,TRUE,TRUE,FALSE,TRUE,FALSE,,,,,Pierce,,,
Great Spear,Treespear,17070000.0,FALSE,TRUE,FALSE,TRUE,FALSE,,,,,Pierce,,,
Great Spear,Serpent-Hunter,17030000.0,FALSE,TRUE,TRUE,TRUE,FALSE,,,,,Pierce,,,
Great Spear,Siluria's Tree,17020000.0,FALSE,TRUE,TRUE,TRUE,FALSE,,,,,Pierce,,,
Great Spear,Vyke's War Spear,17050000.0,FALSE,TRUE,TRUE,TRUE,FALSE,,,,,Pierce,,,
Great Spear,Barbed Staff-Spear,17520000.0,FALSE,TRUE,TRUE,TRUE,FALSE,,,,,Pierce,,,
Great Spear,Bloodfiend's Sacred Spear,16550000.0,FALSE,TRUE,TRUE,TRUE,FALSE,,,,,Pierce,,,
Great Spear,Mohgwyn's Sacred Spear,17010000.0,FALSE,TRUE,TRUE,TRUE,FALSE,,,,,Pierce,,,
Great Spear,Spear of the Impaler,17500000.0,FALSE,TRUE,TRUE,TRUE,FALSE,,,,,Pierce,,,
Halberd,Halberd,18000000.0,TRUE,TRUE,FALSE,TRUE,FALSE,,,,,Pierce,,,
Halberd,Banished Knight's Halberd,18030000.0,TRUE,TRUE,FALSE,TRUE,FALSE,,,,,Pierce,,,
Halberd,Lucerne,18020000.0,TRUE,TRUE,FALSE,TRUE,FALSE,,,,,Pierce,,,
Halberd,Glaive,18090000.0,TRUE,TRUE,FALSE,TRUE,FALSE,,,,,Slash,,,
Halberd,Vulgar Militia Shotel,18130000.0,TRUE,TRUE,FALSE,TRUE,FALSE,,,,,Standard,,,
Halberd,Vulgar Militia Saw,18070000.0,TRUE,TRUE,FALSE,TRUE,FALSE,,,,,Standard,,,
Halberd,Guardian's Swordspear,18110000.0,TRUE,TRUE,FALSE,TRUE,FALSE,,,,,Standard,,,
Halberd,Gargoyle's Halberd,18150000.0,TRUE,TRUE,FALSE,TRUE,FALSE,,,,,Standard,,,
Halberd,Gargoyle's Black Halberd,18160000.0,FALSE,TRUE,TRUE,TRUE,FALSE,,,,,Standard,,,
Halberd,Nightrider Glaive,18050000.0,TRUE,TRUE,FALSE,TRUE,FALSE,,,,,Slash,,,
Halberd,Pest's Glaive,18010000.0,TRUE,TRUE,FALSE,TRUE,FALSE,,,,,Slash,,,
Halberd,Ripple Crescent Halberd,18060000.0,FALSE,TRUE,FALSE,TRUE,FALSE,,,,,Standard,,,
Halberd,Golden Halberd,18080000.0,FALSE,TRUE,TRUE,TRUE,FALSE,,,,,Standard,,,
Halberd,Dragon Halberd,18140000.0,FALSE,TRUE,TRUE,TRUE,FALSE,,,,,Pierce,,,
Halberd,Loretta's War Sickle,18100000.0,FALSE,TRUE,TRUE,TRUE,FALSE,,,,,Slash,,,
Halberd,Commander's Standard,18040000.0,FALSE,TRUE,TRUE,TRUE,FALSE,,,,,Pierce,,,
Halberd,Spirit Glaive,18500000.0,FALSE,TRUE,TRUE,TRUE,FALSE,,,,,Slash,,,
Halberd,Poleblade of the Bud,18510000.0,FALSE,TRUE,TRUE,TRUE,FALSE,,,,,Slash,,,
Reaper,Scythe,19000000.0,TRUE,TRUE,FALSE,TRUE,FALSE,,,,,Slash,,,
Reaper,Grave Scythe,19010000.0,TRUE,TRUE,FALSE,TRUE,FALSE,,,,,Slash,,,
Reaper,Halo Scythe,19020000.0,FALSE,TRUE,TRUE,TRUE,FALSE,,,,,Slash,,,
Reaper,Winged Scythe,19060000.0,FALSE,TRUE,TRUE,TRUE,FALSE,,,,,Slash,,,
Reaper,Obsidian Lamina,19500000.0,FALSE,TRUE,TRUE,TRUE,FALSE,,,,,Slash,,,
Whip,Whip,20000000.0,TRUE,TRUE,FALSE,TRUE,FALSE,,,,,Strike,,,
Whip,Thorned Whip,20020000.0,TRUE,TRUE,FALSE,TRUE,FALSE,,,,,Strike,,,
Whip,Urumi,20070000.0,TRUE,TRUE,FALSE,TRUE,FALSE,,,,,Slash,,,
Whip,Hoslow's Petal Whip,20050000.0,TRUE,TRUE,FALSE,TRUE,FALSE,,,,,Strike,,,
Whip,Tooth Whip,20500000.0,FALSE,TRUE,TRUE,TRUE,FALSE,,,,,Strike,,,
Whip,Magma Whip Candlestick,20030000.0,FALSE,TRUE,TRUE,TRUE,FALSE,,,,,Strike,,,
Whip,Giant's Red Braid,20060000.0,FALSE,TRUE,TRUE,TRUE,FALSE,,,,,Strike,,,
Fist,Unarmed,110000.0,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,Strike,,,
Fist,Caestus,21000000.0,TRUE,TRUE,FALSE,FALSE,FALSE,,,,,Strike,,,
Fist,Spiked Caestus,21010000.0,TRUE,TRUE,FALSE,FALSE,FALSE,,,,,Strike,,,
Fist,Katar,21100000.0,TRUE,TRUE,FALSE,FALSE,FALSE,,,,,Standard,,,
Fist,Pata,21510000.0,TRUE,TRUE,FALSE,FALSE,FALSE,,,,,Standard,,,
Fist,Iron Ball,21070000.0,TRUE,TRUE,FALSE,FALSE,FALSE,,,,,Strike,,,
Fist,Star Fist,21080000.0,TRUE,TRUE,FALSE,FALSE,FALSE,,,,,Strike,,,
Fist,Clinging Bone,21110000.0,FALSE,TRUE,TRUE,FALSE,FALSE,,,,,Standard,,,
Fist,Veteran's Prosthesis,21120000.0,FALSE,TRUE,TRUE,FALSE,FALSE,,,,,Standard,,,
Fist,Cipher Pata,21130000.0,FALSE,TRUE,TRUE,FALSE,FALSE,,,,,Standard,,,
Fist,Poisoned Hand,21520000.0,FALSE,TRUE,TRUE,FALSE,FALSE,,,,,Strike,,,
Fist,Madding Hand,21530000.0,FALSE,TRUE,TRUE,FALSE,FALSE,,,,,Strike,,,
Fist,Thiollier's Hidden Needle,21500000.0,FALSE,TRUE,TRUE,FALSE,FALSE,,,,,Pierce,,,
Fist,Golem Fist,21540000.0,TRUE,TRUE,FALSE,FALSE,FALSE,,,,,Strike,,,
Fist,Grafted Dragon,21060000.0,FALSE,TRUE,TRUE,FALSE,FALSE,,,,,Strike,,,
Hand-to-Hand,Dryleaf Arts,60500000.0,TRUE,TRUE,FALSE,FALSE,FALSE,,,,,Strike,,,
Hand-to-Hand,Dane's Footwork,60510000.0,TRUE,TRUE,FALSE,FALSE,FALSE,,,,,Strike,,,
Claw,Hookclaws,22000000.0,TRUE,TRUE,FALSE,FALSE,FALSE,,,,,Slash,,,
Claw,Bloodhound Claws,22020000.0,TRUE,TRUE,FALSE,FALSE,FALSE,,,,,Slash,,,
Claw,Venomous Fang,22010000.0,TRUE,TRUE,FALSE,FALSE,FALSE,,,,,Slash,,,
Claw,Raptor Talons,22030000.0,TRUE,TRUE,FALSE,FALSE,FALSE,,,,,Slash,,,
Claw,Claws of Night,22500000.0,FALSE,TRUE,TRUE,FALSE,FALSE,,,,,Slash,,,
Beast Claw,Beast Claw,68500000.0,TRUE,TRUE,FALSE,FALSE,FALSE,,,,,Slash,,,
Beast Claw,Red Bear's Claw,68510000.0,FALSE,TRUE,TRUE,FALSE,FALSE,,,,,Slash,,,
Perfume Bottle,Firespark Perfume Bottle,61500000.0,FALSE,TRUE,FALSE,FALSE,FALSE,,,,,Standard,,,
Perfume Bottle,Lightning Perfume Bottle,61530000.0,FALSE,TRUE,FALSE,FALSE,FALSE,,,,,Standard,,,
Perfume Bottle,Chilling Perfume Bottle,61510000.0,FALSE,TRUE,FALSE,FALSE,FALSE,,,,,Standard,,,
Perfume Bottle,Frenzyflame Perfume Bottle,61520000.0,FALSE,TRUE,FALSE,FALSE,FALSE,,,,,Standard,,,
Perfume Bottle,Deadly Poison Perfume Bottle,61540000.0,FALSE,TRUE,TRUE,FALSE,FALSE,,,,,Standard,,,
Light Bow,Shortbow,40000000.0,FALSE,TRUE,FALSE,TRUE,FALSE,,,,,Pierce,,,
Light Bow,Composite Bow,40050000.0,FALSE,TRUE,FALSE,TRUE,FALSE,,,,,Pierce,,,
Light Bow,Red Branch Shortbow,40020000.0,FALSE,TRUE,FALSE,TRUE,FALSE,,,,,Pierce,,,
Light Bow,Misbegotten Shortbow,40010000.0,FALSE,TRUE,FALSE,TRUE,FALSE,,,,,Pierce,,,
Light Bow,Harp Bow,40030000.0,FALSE,TRUE,TRUE,TRUE,FALSE,,,,,Pierce,,,
Light Bow,Bone Bow,40500000.0,FALSE,TRUE,FALSE,TRUE,FALSE,,,,,Pierce,,,
Bow,Longbow,41000000.0,FALSE,TRUE,FALSE,TRUE,FALSE,,,,,Pierce,,,
Bow,Albinauric Bow,41010000.0,FALSE,TRUE,FALSE,TRUE,FALSE,,,,,Pierce,,,
Bow,Black Bow,41070000.0,FALSE,TRUE,TRUE,TRUE,FALSE,,,,,Pierce,,,
Bow,Ansbach's Longbow,41510000.0,FALSE,TRUE,TRUE,TRUE,FALSE,,,,,Pierce,,,
Bow,Pulley Bow,41060000.0,FALSE,TRUE,TRUE,TRUE,FALSE,,,,,Pierce,,,
Bow,Horn Bow,41020000.0,FALSE,TRUE,FALSE,TRUE,FALSE,,,,,Pierce,,,
Bow,Serpent Bow,41040000.0,FALSE,TRUE,TRUE,TRUE,FALSE,,1939.0,,,Pierce,,,
Bow,Erdtree Bow,41030000.0,FALSE,TRUE,TRUE,TRUE,FALSE,,,,,Pierce,,,
Greatbow,Greatbow,42040000.0,FALSE,TRUE,FALSE,TRUE,FALSE,,,,,Pierce,,,
Greatbow,Golem Greatbow,42010000.0,FALSE,TRUE,TRUE,TRUE,FALSE,,,,,Pierce,,,
Greatbow,Erdtree Greatbow,42030000.0,FALSE,TRUE,TRUE,TRUE,FALSE,,,,,Pierce,,,
Greatbow,Igon's Greatbow,42500000.0,FALSE,TRUE,FALSE,TRUE,FALSE,,,,,Pierce,,,
Greatbow,Lion Greatbow,42000000.0,FALSE,TRUE,TRUE,TRUE,FALSE,,,,,Pierce,,,
Crossbow,Soldier's Crossbow,43000000.0,FALSE,TRUE,FALSE,TRUE,FALSE,,,,,Pierce,,,
Crossbow,Light Crossbow,43020000.0,FALSE,TRUE,FALSE,TRUE,FALSE,,,,,Pierce,,,
Crossbow,Heavy Crossbow,43030000.0,FALSE,TRUE,FALSE,TRUE,FALSE,,,,,Pierce,,,
Crossbow,Arbalest,43080000.0,FALSE,TRUE,FALSE,TRUE,FALSE,,,,,Pierce,,,
Crossbow,Crepus's Black-Key Crossbow,43110000.0,FALSE,TRUE,TRUE,TRUE,FALSE,,,,,Pierce,,,
Crossbow,Pulley Crossbow,43050000.0,FALSE,TRUE,TRUE,TRUE,FALSE,,,,,Pierce,,,
Crossbow,Repeating Crossbow,43500000.0,FALSE,TRUE,TRUE,TRUE,FALSE,,,,,Pierce,,,
Crossbow,Spread Crossbow,43510000.0,FALSE,TRUE,FALSE,TRUE,FALSE,,,,,Pierce,,,
Crossbow,Full Moon Crossbow,43060000.0,FALSE,TRUE,TRUE,TRUE,FALSE,,,,,Pierce,,,
Ballista,Hand Ballista,44000000.0,FALSE,TRUE,FALSE,TRUE,FALSE,,,,,Pierce,,,
Ballista,Jar Cannon,44010000.0,FALSE,TRUE,TRUE,TRUE,FALSE,,,,,Pierce,,,
Ballista,Rabbath's Cannon,44500000.0,FALSE,TRUE,TRUE,TRUE,FALSE,,,,,Pierce,,,
Glintstone Staff,Astrologer's Staff,33130000.0,FALSE,TRUE,FALSE,TRUE,FALSE,,,,,Strike,,,
Glintstone Staff,Glintstone Staff,33000000.0,FALSE,TRUE,FALSE,TRUE,FALSE,,,,,Strike,,,
Glintstone Staff,Academy Glintstone Staff,33200000.0,FALSE,TRUE,FALSE,TRUE,FALSE,,,,,Strike,,,
Glintstone Staff,Digger's Staff,33120000.0,FALSE,TRUE,FALSE,TRUE,FALSE,,,Stonedigger,1.2,Strike,,,
Glintstone Staff,Demi-Human Queen's Staff,33060000.0,FALSE,TRUE,FALSE,TRUE,FALSE,,,,,Strike,,,
Glintstone Staff,Azur's Glintstone Staff,33230000.0,FALSE,TRUE,TRUE,TRUE,FALSE,,,Increased vdex by 40,1.2x FP cost,Strike,,,
Glintstone Staff,Lusat's Glintstone Staff,33240000.0,FALSE,TRUE,TRUE,TRUE,FALSE,,,All; factored into SB,1.5x FP cost,Strike,,,
Glintstone Staff,Carian Glintstone Staff,33210000.0,FALSE,TRUE,FALSE,TRUE,FALSE,,,Carian Sword,1.15,Strike,,,
Glintstone Staff,Carian Glintblade Staff,33170000.0,FALSE,TRUE,FALSE,TRUE,FALSE,,,Glintblade,1.15,Strike,,,
Glintstone Staff,Carian Regal Scepter,33090000.0,FALSE,TRUE,TRUE,TRUE,FALSE,,,Full Moon,1.1,Strike,,,
Glintstone Staff,Albinauric Staff,33190000.0,FALSE,TRUE,FALSE,TRUE,FALSE,,,,,Strike,,,
Glintstone Staff,Staff of Loss,33280000.0,FALSE,TRUE,FALSE,TRUE,FALSE,,,Night,1.3,Strike,,,
Glintstone Staff,Gelmir Glintstone Staff,33050000.0,FALSE,TRUE,FALSE,TRUE,FALSE,,,Lava,1.15,Strike,,,
Glintstone Staff,Crystal Staff,33040000.0,FALSE,TRUE,TRUE,TRUE,FALSE,,,Crystalian,1.1,Strike,,,
Glintstone Staff,Rotten Crystal Staff,33270000.0,FALSE,TRUE,TRUE,TRUE,FALSE,,,Crystalian,1.1,Strike,,,
Glintstone Staff,Meteorite Staff,33250000.0,FALSE,FALSE,FALSE,TRUE,FALSE,,,Gravity,1.3,Strike,,,
Glintstone Staff,Staff of the Guilty,33260000.0,FALSE,TRUE,FALSE,TRUE,FALSE,,,Thorn/Aberrant,1.2,Strike,,,
Glintstone Staff,Prince of Death's Staff,33180000.0,FALSE,TRUE,FALSE,TRUE,FALSE,,,Death,1.1,Strike,,,
Glintstone Staff,Maternal Staff,33520000.0,FALSE,TRUE,FALSE,TRUE,FALSE,,,Finger,1.15,Strike,,,
Glintstone Staff,Staff of the Great Beyond,33510000.0,FALSE,TRUE,TRUE,TRUE,FALSE,,,,,Strike,,,
Sacred Seal,Finger Seal,34000000.0,FALSE,TRUE,FALSE,TRUE,FALSE,,,,,Strike,,,
Sacred Seal,Erdtree Seal,34070000.0,FALSE,TRUE,TRUE,TRUE,FALSE,,,,,Strike,,,
Sacred Seal,Golden Order Seal,34060000.0,FALSE,TRUE,TRUE,TRUE,FALSE,,,Golden Order Fundamentalist,1.1,Strike,,,
Sacred Seal,Dryleaf Seal,34500000.0,FALSE,TRUE,FALSE,TRUE,FALSE,,,Ring of Light,1.15,Strike,,,
Sacred Seal,Fire Knight's Seal,34510000.0,FALSE,TRUE,FALSE,TRUE,FALSE,,,Messmer's Flame,1.15,Strike,,,
Sacred Seal,Spiraltree Seal,34520000.0,FALSE,TRUE,FALSE,TRUE,FALSE,,,Spiral,1.2,Strike,,,
Sacred Seal,Gravel Stone Seal,34030000.0,FALSE,TRUE,FALSE,TRUE,FALSE,,,Dragon Cult,1.15,Strike,,,
Sacred Seal,Giant's Seal,34020000.0,FALSE,TRUE,FALSE,TRUE,FALSE,,,Giants' Flame,1.2,Strike,,,
Sacred Seal,Godslayer's Seal,34010000.0,FALSE,TRUE,FALSE,TRUE,FALSE,,,Godslayer,1.1,Strike,,,
Sacred Seal,Clawmark Seal,34040000.0,FALSE,TRUE,FALSE,TRUE,FALSE,,,Bestial,1.1,Strike,,,
Sacred Seal,Frenzied Flame Seal,34090000.0,FALSE,TRUE,TRUE,TRUE,FALSE,,,Frenzied Flame,1.2,Strike,,,
Sacred Seal,Dragon Communion Seal,34080000.0,FALSE,TRUE,TRUE,TRUE,FALSE,,,Dragon Communion,1.15,Strike,,,
Torch,Torch,24000000.0,FALSE,TRUE,FALSE,TRUE,FALSE,,,,,Strike,,,
Torch,Beast-Repellent Torch,24060000.0,FALSE,TRUE,FALSE,TRUE,FALSE,,,,,Strike,,,
Torch,Steel-Wire Torch,24020000.0,FALSE,TRUE,FALSE,TRUE,FALSE,,,,,Strike,,,
Torch,Sentry's Torch,24070000.0,FALSE,TRUE,TRUE,TRUE,FALSE,,,,,Strike,,,
Torch,Ghostflame Torch,24050000.0,FALSE,TRUE,FALSE,TRUE,FALSE,,,,,Strike,,,
Torch,St. Trina's Torch,24040000.0,FALSE,TRUE,TRUE,TRUE,FALSE,,,,,Strike,,,
Torch,Nanaya's Torch,24500000.0,FALSE,TRUE,TRUE,TRUE,FALSE,,,,,Strike,,,
Torch,Lamenting Visage,24510000.0,FALSE,TRUE,TRUE,TRUE,FALSE,,,,,Strike,,,
Small Shield,Rickety Shield,30030000.0,TRUE,TRUE,FALSE,TRUE,FALSE,,,,,Strike,,,
Small Shield,Riveted Wooden Shield,30090000.0,TRUE,TRUE,FALSE,TRUE,FALSE,,,,,Strike,,,
Small Shield,Blue-White Wooden Shield,30100000.0,TRUE,TRUE,FALSE,TRUE,FALSE,,,,,Strike,,,
Small Shield,Scripture Wooden Shield,30080000.0,TRUE,TRUE,FALSE,TRUE,FALSE,,,,,Strike,,,
Small Shield,Red Thorn Roundshield,30070000.0,TRUE,TRUE,FALSE,TRUE,FALSE,,,,,Strike,,,
Small Shield,Pillory Shield,30040000.0,TRUE,TRUE,FALSE,TRUE,FALSE,,,,,Strike,,,
Small Shield,Buckler,30000000.0,TRUE,TRUE,FALSE,TRUE,FALSE,,,,,Strike,,,
Small Shield,Iron Roundshield,30120000.0,TRUE,TRUE,FALSE,TRUE,FALSE,,,,,Strike,,,
Small Shield,Gilded Iron Shield,30130000.0,TRUE,TRUE,FALSE,TRUE,FALSE,,,,,Strike,,,
Small Shield,Man-Serpent's Shield,30020000.0,TRUE,TRUE,FALSE,TRUE,FALSE,,,,,Strike,,,
Small Shield,Ice Crest Shield,30140000.0,TRUE,TRUE,FALSE,TRUE,FALSE,,,,,Strike,,,
Small Shield,Rift Shield,30110000.0,TRUE,TRUE,FALSE,TRUE,FALSE,,,,,Strike,,,
Small Shield,Perfumer's Shield,30010000.0,TRUE,TRUE,FALSE,TRUE,FALSE,,,,,Strike,,,
Small Shield,Shield of the Guilty,31170000.0,TRUE,TRUE,FALSE,TRUE,FALSE,,,,,Strike,,,
Small Shield,Spiralhorn Shield,30190000.0,TRUE,TRUE,FALSE,TRUE,FALSE,,,,,Strike,,,
Small Shield,Smoldering Shield,30150000.0,FALSE,TRUE,FALSE,TRUE,FALSE,,,,,Strike,,,
Small Shield,Coil Shield,30200000.0,FALSE,TRUE,TRUE,TRUE,FALSE,,,,,Strike,,,
Small Shield,Smithscript Shield,30510000.0,FALSE,TRUE,FALSE,TRUE,FALSE,,,,,Strike,,,
Small Shield,Shield of Night,21550000.0,FALSE,TRUE,TRUE,TRUE,FALSE,,,,,Strike,,,
Medium Shield,Hawk Crest Wooden Shield,31270000.0,TRUE,TRUE,FALSE,TRUE,FALSE,,,,,Strike,,,
Medium Shield,Horse Crest Wooden Shield,31240000.0,TRUE,TRUE,FALSE,TRUE,FALSE,,,,,Strike,,,
Medium Shield,Candletree Wooden Shield,31250000.0,TRUE,TRUE,FALSE,TRUE,FALSE,,,,,Strike,,,
Medium Shield,Flame Crest Wooden Shield,31260000.0,TRUE,TRUE,FALSE,TRUE,FALSE,,,,,Strike,,,
Medium Shield,Marred Wooden Shield,31020000.0,TRUE,TRUE,FALSE,TRUE,FALSE,,,,,Strike,,,
Medium Shield,Sun Realm Shield,31050000.0,TRUE,TRUE,FALSE,TRUE,FALSE,,,,,Strike,,,
Medium Shield,Round Shield,31070000.0,TRUE,TRUE,FALSE,TRUE,FALSE,,,,,Strike,,,
Medium Shield,Large Leather Shield,31230000.0,TRUE,TRUE,FALSE,TRUE,FALSE,,,,,Strike,,,
Medium Shield,Black Leather Shield,31340000.0,TRUE,TRUE,FALSE,TRUE,FALSE,,,,,Strike,,,
Medium Shield,Marred Leather Shield,31010000.0,TRUE,TRUE,FALSE,TRUE,FALSE,,,,,Strike,,,
Medium Shield,Heater Shield,31330000.0,TRUE,TRUE,FALSE,TRUE,FALSE,,,,,Strike,,,
Medium Shield,Blue Crest Heater Shield,31300000.0,TRUE,TRUE,FALSE,TRUE,FALSE,,,,,Strike,,,
Medium Shield,Red Crest Heater Shield,31290000.0,TRUE,TRUE,FALSE,TRUE,FALSE,,,,,Strike,,,
Medium Shield,Beast Crest Heater Shield,31280000.0,TRUE,TRUE,FALSE,TRUE,FALSE,,,,,Strike,,,
Medium Shield,Inverted Hawk Heater Shield,31320000.0,TRUE,TRUE,FALSE,TRUE,FALSE,,,,,Strike,,,
Medium Shield,Eclipse Crest Heater Shield,31310000.0,TRUE,TRUE,FALSE,TRUE,FALSE,,,,,Strike,,,
Medium Shield,Kite Shield,31000000.0,TRUE,TRUE,FALSE,TRUE,FALSE,,,,,Strike,,,
Medium Shield,Blue-Gold Kite Shield,31100000.0,TRUE,TRUE,FALSE,TRUE,FALSE,,,,,Strike,,,
Medium Shield,Scorpion Kite Shield,31080000.0,TRUE,TRUE,FALSE,TRUE,FALSE,,,,,Strike,,,
Medium Shield,Twinbird Kite Shield,31090000.0,TRUE,TRUE,FALSE,TRUE,FALSE,,,,,Strike,,,
Medium Shield,Brass Shield,31130000.0,TRUE,TRUE,FALSE,TRUE,FALSE,,,,,Strike,,,
Medium Shield,Messmer Soldier Shield,31500000.0,TRUE,TRUE,FALSE,TRUE,FALSE,,,,,Strike,,,
Medium Shield,Banished Knight's Shield,31030000.0,TRUE,TRUE,FALSE,TRUE,FALSE,,,,,Strike,,,
Medium Shield,Wolf Crest Shield,31510000.0,TRUE,TRUE,FALSE,TRUE,FALSE,,,,,Strike,,,
Medium Shield,Serpent Crest Shield,31520000.0,TRUE,TRUE,FALSE,TRUE,FALSE,,,,,Strike,,,
Medium Shield,Albinauric Shield,31040000.0,TRUE,TRUE,FALSE,TRUE,FALSE,,,,,Strike,,,
Medium Shield,Beastman's Jar-Shield,30060000.0,TRUE,TRUE,FALSE,TRUE,FALSE,,,,,Strike,,,
Medium Shield,Carian Knight's Shield,31190000.0,TRUE,TRUE,FALSE,TRUE,FALSE,,,,,Strike,,,
Medium Shield,Silver Mirrorshield,31060000.0,FALSE,TRUE,TRUE,TRUE,FALSE,,,,,Strike,,,
Medium Shield,Great Turtle Shell,31140000.0,TRUE,TRUE,FALSE,TRUE,FALSE,,,,,Strike,,,
Medium Shield,Golden Lion Shield,31530000.0,FALSE,TRUE,TRUE,TRUE,FALSE,,,,,Strike,,,
Greatshield,Wooden Greatshield,32290000.0,TRUE,TRUE,FALSE,TRUE,FALSE,,,,,Strike,,,
Greatshield,Lordsworn's Shield,32300000.0,TRUE,TRUE,FALSE,TRUE,FALSE,,,,,Strike,,,
Greatshield,Briar Greatshield,32050000.0,TRUE,TRUE,FALSE,TRUE,FALSE,,,,,Strike,,,
Greatshield,Spiked Palisade Shield,32170000.0,TRUE,TRUE,FALSE,TRUE,FALSE,,,,,Strike,,,
Greatshield,Icon Shield,32140000.0,FALSE,TRUE,TRUE,TRUE,FALSE,,,,,Strike,,,
Greatshield,Golden Beast Crest Shield,32090000.0,TRUE,TRUE,FALSE,TRUE,FALSE,,,,,Strike,,,
Greatshield,Manor Towershield,32190000.0,TRUE,TRUE,FALSE,TRUE,FALSE,,,,,Strike,,,
Greatshield,Crossed-Tree Towershield,32200000.0,TRUE,TRUE,FALSE,TRUE,FALSE,,,,,Strike,,,
Greatshield,Inverted Hawk Towershield,32210000.0,TRUE,TRUE,FALSE,TRUE,FALSE,,,,,Strike,,,
Greatshield,Dragon Towershield,32000000.0,TRUE,TRUE,FALSE,TRUE,FALSE,,,,,Strike,,,
Greatshield,Distinguished Greatshield,32020000.0,TRUE,TRUE,FALSE,TRUE,FALSE,,,,,Strike,,,
Greatshield,Gilded Greatshield,32270000.0,TRUE,TRUE,FALSE,TRUE,FALSE,,,,,Strike,,,
Greatshield,Cuckoo Greatshield,32250000.0,TRUE,TRUE,FALSE,TRUE,FALSE,,,,,Strike,,,
Greatshield,Redmane Greatshield,32230000.0,TRUE,TRUE,FALSE,TRUE,FALSE,,,,,Strike,,,
Greatshield,Golden Greatshield,32260000.0,TRUE,TRUE,FALSE,TRUE,FALSE,,,,,Strike,,,
Greatshield,Haligtree Crest Greatshield,32280000.0,TRUE,TRUE,FALSE,TRUE,FALSE,,,,,Strike,,,
Greatshield,Black Steel Greatshield,32500000.0,TRUE,TRUE,FALSE,TRUE,FALSE,,,,,Strike,,,
Greatshield,Crucible Hornshield,32030000.0,FALSE,TRUE,TRUE,TRUE,FALSE,,,,,Strike,,,
