,,,Type,Planner,ID,,,,,Type,ID,Translation,Affinity,Upgrade,Class,,Starting Class,ID,,Armor,ID,,Talisman,ID,,Great Rune,ID,,Crystal Tear,ID,,Weapon Class,Weapon,ID,isReinforce,isUnique,,Affinity,ID,,Magic,ID
,,,,,,,,,,,,,,,,,,,,Dancer's Hood,5080000.0,,Faithful's Canvas Talisman,3040.0,,,,,,,,Heavy Thrusting Sword,Queelign's Greatsword,6500000.0,TRUE,FALSE,,,,,Ranni's Dark Moon,4361.0
,,,,,,,,,,,,,,,,,,,,Foot Soldier Helm,1860000.0,,Flock's Canvas Talisman,3050.0,,,,,,,,Heavy Thrusting Sword,Bloody Helice,6000000.0,TRUE,TRUE,,,,,Rellana's Twin Moons,2004320.0
,,,,,,,,,,,,,,,,,,,,Foot Soldier Helmet,1840000.0,,Primal Glintstone Blade,3080.0,,,,,,,,Heavy Thrusting Sword,Dragon King's Cragblade,6040000.0,TRUE,TRUE,,,,,Rellana's Twin Moons,2004320.0
,,,,,,,,,,,,,,,,,,,,Foot Soldier Cap,1830000.0,,Moon of Nokstella,1140.0,,,,,,,,Heavy Thrusting Sword,Sword Lance,3500000.0,TRUE,FALSE,,,,,Rellana's Twin Moons,2004320.0
,,,,,,,,,,,,,,,,,,,,Gilded Foot Soldier Cap,1850000.0,,Old Lord's Talisman,3060.0,,,,,,,,Curved Sword,Scimitar,7140000.0,TRUE,FALSE,,,,,Carian Slicer,4440.0
,,,,,,,,,,,,,,,,,,,,Sacred Crown Helm,1880000.0,,Radagon Icon,3070.0,,,,,,,,Curved Sword,Falchion,7000000.0,TRUE,FALSE,,,,,Carian Slicer,4440.0
,,,,,,,,,,,,,,,,,,,,Highwayman Hood,1980000.0,,Beloved Stardust,8190.0,,,,,,,,Curved Sword,Shamshir,7030000.0,TRUE,FALSE,,,,,Carian Slicer,4440.0
,,,,,,,,,,,,,,,,,,,,Common Soldier Helm,5240000.0,,Roar Medallion,2190.0,,,,,,,,Curved Sword,Grossmesser,7150000.0,TRUE,FALSE,,,,,Carian Slicer,4440.0
,,,,,,,,,,,,,,,,,,,,Vulgar Militia Helm,420000.0,,Companion Jar,2210.0,,,,,,,,Curved Sword,Bandit's Curved Sword,7040000.0,TRUE,FALSE,,,,,Carian Slicer,4440.0
,,,,,,,,,,,,,,,,,,,,Shadow Militiaman Helm,5280000.0,,Perfumer's Talisman,2220.0,,,,,,,,Curved Sword,Shotel,7020000.0,TRUE,FALSE,,,,,Carian Slicer,4440.0
,,,,,,,,,,,,,,,,,,,,Duelist Helm,310000.0,,Carian Filigreed Crest,6020.0,,,,,,,,Curved Sword,Scavenger's Curved Sword,7080000.0,TRUE,FALSE,,,,,Carian Greatsword,4430.0
,,,,,,,,,,,,,,,,,,,,Rotten Duelist Helm,2000000.0,,Warrior Jar Shard,1230.0,,,,,,,,Curved Sword,Mantis Blade,7120000.0,TRUE,FALSE,,,,,Carian Greatsword,4430.0
,,,,,,,,,,,,,,,,,,,,Nox Monk Hood,290000.0,,Shard of Alexander,1231.0,,,,,,,,Curved Sword,Beastman's Curved Sword,7010000.0,TRUE,FALSE,,,,,Carian Greatsword,4430.0
,,,,,,,,,,,,,,,,,,,,Nox Monk Hood (Altered),291000.0,,Godfrey Icon,3090.0,,,,,,,,Curved Sword,Flowing Curved Sword,7060000.0,TRUE,FALSE,,,,,Carian Greatsword,4430.0
,,,,,,,,,,,,,,,,,,,,Nox Swordstress Crown,292000.0,,Rellana's Cameo,8220.0,,,,,,,,Curved Sword,Serpent-God's Curved Sword,7110000.0,TRUE,FALSE,,,,,Carian Greatsword,4430.0
,,,,,,,,,,,,,,,,,,,,Nox Swordstress Crown (Altered),294000.0,,Shattered Stone Talisman,8030.0,,,,,,,,Curved Sword,Magma Blade,7050000.0,TRUE,TRUE,,,,,Carian Greatsword,4430.0
,,,,,,,,,,,,,,,,,,,,Night Maiden Twin Crown,293000.0,,Smithing Talisman,8110.0,,,,,,,,Curved Sword,Spirit Sword,7500000.0,TRUE,TRUE,,,,,Carian Piercer,4450.0
,,,,,,,,,,,,,,,,,,,,Champion Headband,730000.0,,Enraged Divine Beast,8180.0,,,,,,,,Curved Sword,Nox Flowing Sword,2080000.0,TRUE,TRUE,,,,,Carian Piercer,4450.0
,,,,,,,,,,,,,,,,,,,,Leather Headband,5190000.0,,Talisman of the Dread,8170.0,,,,,,,,Curved Sword,Wing of Astel,7070000.0,TRUE,TRUE,,,,,Carian Piercer,4450.0
,,,,,,,,,,,,,,,,,,,,Leather Crown,5191000.0,,Bull-Goat's Talisman,1210.0,,,,,,,,Curved Sword,Falx,7510000.0,TRUE,TRUE,,,,,Carian Piercer,4450.0
,,,,,,,,,,,,,,,,,,,,Fang Helm,5021000.0,,Blue Dancer Charm,2110.0,,,,,,,,Curved Sword,Dancing Blade of Ranah,7520000.0,TRUE,TRUE,,,,,Adula's Moonblade,4431.0
,,,,,,,,,,,,,,,,,,,,Igon's Helm,5100000.0,,Verdigris Discus,8210.0,,,,,,,,Curved Sword,Horned Warrior's Sword,7530000.0,TRUE,TRUE,,,,,Adula's Moonblade,4431.0
,,,,,,,,,,,,,,,,,,,,Igon's Helm (Altered),5101000.0,,Magic Scorpion Charm,2000.0,,,,,,,,Curved Sword,Eclipse Shotel,7100000.0,TRUE,TRUE,,,,,Adula's Moonblade,4431.0
,,,,,,,,,,,,,,,,,,,,Curseblade Mask,5210000.0,,Fire Scorpion Charm,2020.0,,,,,,,,Curved Greatsword,Dismounter,8020000.0,TRUE,FALSE,,,,,Adula's Moonblade,4431.0
,,,,,,,,,,,,,,,,,,,,Pelt of Ralva,5020000.0,,Lightning Scorpion Charm,2010.0,,,,,,,,Curved Greatsword,Omen Cleaver,8060000.0,TRUE,FALSE,,,,,Adula's Moonblade,4431.0
,,,,,,,,,,,,,,,,,,,,Chain Coif,1100000.0,,Sacred Scorpion Charm,2030.0,,,,,,,,Curved Greatsword,Monk's Flameblade,8070000.0,TRUE,FALSE,,,,,Adula's Moonblade,4431.0
,,,,,,,,,,,,,,,,,,,,Iron Helmet,40000.0,,Crucible Scale Talisman,4060.0,,,,,,,,Curved Greatsword,Beastman's Cleaver,8080000.0,TRUE,FALSE,,,,,Adula's Moonblade,4431.0
,,,,,,,,,,,,,,,,,,,,Godrick Soldier Helm,1700000.0,,Crucible Feather Talisman,4070.0,,,,,,,,Curved Greatsword,Freyja's Greatsword,8510000.0,TRUE,FALSE,,,,,Lucidity,4480.0
,,,,,,,,,,,,,,,,,,,,Raya Lucarian Helm,1710000.0,,Crucible Knot Talisman,4110.0,,,,,,,,Curved Greatsword,Bloodhound's Fang,8030000.0,TRUE,TRUE,,,,,Carian Retaliation,4640.0
,,,,,,,,,,,,,,,,,,,,Radahn Soldier Helm,1730000.0,,Fine Crucible Feather Talisman,8010.0,,,,,,,,Curved Greatsword,Onyx Lord's Greatsword,8010000.0,TRUE,TRUE,,,,,Carian Retaliation,4640.0
,,,,,,,,,,,,,,,,,,,,Leyndell Soldier Helm,1720000.0,,Talisman of All Crucibles,8240.0,,,,,,,,Curved Greatsword,Zamor Curved Sword,8050000.0,TRUE,TRUE,,,,,Carian Retaliation,4640.0
,,,,,,,,,,,,,,,,,,,,Haligtree Helm,1750000.0,,Red-Feathered Branchsword,2040.0,,,,,,,,Curved Greatsword,Magma Wyrm's Scalesword,8040000.0,TRUE,TRUE,,,,,Carian Retaliation,4640.0
,,,,,,,,,,,,,,,,,,,,Messmer Soldier Helm,5140000.0,,Blue-Feathered Branchsword,4080.0,,,,,,,,Curved Greatsword,Horned Warrior's Greatsword,8520000.0,TRUE,TRUE,,,,,Carian Retaliation,4640.0
,,,,,,,,,,,,,,,,,,,,Exile Hood,190000.0,,Ritual Sword Talisman,2050.0,,,,,,,,Curved Greatsword,Morgott's Cursed Sword,8100000.0,TRUE,TRUE,,,,,Carian Retaliation,4640.0
,,,,,,,,,,,,,,,,,,,,Kaiden Helm,50000.0,,Ritual Shield Talisman,4090.0,,,,,,,,Backhand Blade,Backhand Blade,64500000.0,TRUE,FALSE,,,,,Miriam's Vanishing,2004300.0
,,,,,,,,,,,,,,,,,,,,Land of Reeds Helm,870000.0,,Assassin's Crimson Dagger,5050.0,,,,,,,,Backhand Blade,Smithscript Cirque,64510000.0,TRUE,FALSE,,,,,Ambush Shard,4600.0
,,,,,,,,,,,,,,,,,,,,Okina Mask,872000.0,,Assassin's Cerulean Dagger,5060.0,,,,,,,,Backhand Blade,Curseblade's Cirque,64520000.0,TRUE,TRUE,,,,,Night Shard,4610.0
,,,,,,,,,,,,,,,,,,,,Iron Kasa,150000.0,,Winged Sword Insignia,2080.0,,,,,,,,Katana,Uchigatana,9000000.0,TRUE,FALSE,,,,,Night Comet,4620.0
,,,,,,,,,,,,,,,,,,,,Eccentric's Hood,940000.0,,Rotten Winged Sword Insignia,2081.0,,,,,,,,Katana,Nagakiba,9010000.0,TRUE,FALSE,,,,,Night Comet,4620.0
,,,,,,,,,,,,,,,,,,,,Eccentric's Hood (Altered),941000.0,,Millicent's Prosthesis,1250.0,,,,,,,,Katana,Serpentbone Blade,9080000.0,TRUE,FALSE,,,,,Night Maiden's Mist,6500.0
,,,,,,,,,,,,,,,,,,,,Freyja's Helm,5120000.0,,Godskin Swaddling Cloth,5040.0,,,,,,,,Katana,Meteoric Ore Blade,9030000.0,TRUE,TRUE,,,,,Night Maiden's Mist,6500.0
,,,,,,,,,,,,,,,,,,,,Marionette Soldier Helm,840000.0,,Kindred of Rot's Exultation,2170.0,,,,,,,,Katana,Moonveil,9060000.0,TRUE,TRUE,,,,,Unseen Blade,4660.0
,,,,,,,,,,,,,,,,,,,,Marionette Soldier Birdhelm,850000.0,,Lord of Blood's Exultation,2160.0,,,,,,,,Katana,Sword of Night,9500000.0,TRUE,TRUE,,,,,Unseen Form,4670.0
,,,,,,,,,,,,,,,,,,,,Blue Silver Mail Hood,240000.0,,Aged One's Exultation,8060.0,,,,,,,,Katana,Rivers of Blood,9040000.0,TRUE,TRUE,,,,,Eternal Darkness,4650.0
,,,,,,,,,,,,,,,,,,,,Fire Monk Hood,350000.0,,St. Trina's Smile,8160.0,,,,,,,,Katana,Dragonscale Blade,9070000.0,TRUE,TRUE,,,,,Magma Shot,4800.0
,,,,,,,,,,,,,,,,,,,,Blackflame Monk Hood,351000.0,,Blade of Mercy,8230.0,,,,,,,,Katana,Star-Lined Sword,2520000.0,TRUE,TRUE,,,,,Magma Shot,4800.0
,,,,,,,,,,,,,,,,,,,,Zamor Mask,1070000.0,,Taker's Cameo,5030.0,,,,,,,,Katana,Hand of Malenia,9020000.0,TRUE,TRUE,,,,,Magma Shot,4800.0
,,,,,,,,,,,,,,,,,,,,Black Knife Hood,180000.0,,Ancestral Spirit's Horn,6110.0,,,,,,,,Great Katana,Great Katana,66500000.0,TRUE,FALSE,,,,,Magma Shot,4800.0
,,,,,,,,,,,,,,,,,,,,Helm of Night,5090000.0,,Crusade Insignia,8050.0,,,,,,,,Great Katana,Dragon-Hunter's Great Katana,66510000.0,TRUE,TRUE,,,,,Roiling Magma,4820.0
,,,,,,,,,,,,,,,,,,,,Malenia's Winged Helm,770000.0,,Dried Bouquet,8100.0,,,,,,,,Great Katana,Rakshasa's Great Katana,66520000.0,TRUE,TRUE,,,,,Roiling Magma,4820.0
,,,,,,,,,,,,,,,,,,,,Elden Lord Crown,460000.0,,Gold Scarab,1110.0,,,,,,,,Twinblade,Twinblade,10000000.0,TRUE,FALSE,,,,,Roiling Magma,4820.0
,,,,,,,,,,,,,,,,,,,,Messmer's Helm,5220000.0,,Silver Scarab,1100.0,,,,,,,,Twinblade,Twinned Knight Swords,10030000.0,TRUE,FALSE,,,,,Roiling Magma,4820.0
,,,,,,,,,,,,,,,,,,,,Messmer's Helm (Altered),5221000.0,,Crepus's Vial,6000.0,,,,,,,,Twinblade,Black Steel Twinblade,10510000.0,TRUE,FALSE,,,,,Roiling Magma,4820.0
,,,,,,,,,,,,,,,,,,,,Knight Helm,1500000.0,,Concealing Veil,6010.0,,,,,,,,Twinblade,Godskin Peeler,10010000.0,TRUE,FALSE,,,,,Roiling Magma,4820.0
,,,,,,,,,,,,,,,,,,,,Vagabond Knight Helm,660000.0,,Longtail Cat Talisman,6040.0,,,,,,,,Twinblade,Gargoyle's Twinblade,10080000.0,TRUE,FALSE,,,,,Gelmir's Fury,4810.0
,,,,,,,,,,,,,,,,,,,,Greathelm,1101000.0,,Furled Finger's Trick-Mirror,6080.0,,,,,,,,Twinblade,Gargoyle's Black Blades,10090000.0,TRUE,TRUE,,,,,Gelmir's Fury,4810.0
,,,,,,,,,,,,,,,,,,,,Carian Knight Helm,980000.0,,Host's Trick-Mirror,6090.0,,,,,,,,Twinblade,Eleonora's Poleblade,10050000.0,TRUE,TRUE,,,,,Gelmir's Fury,4810.0
,,,,,,,,,,,,,,,,,,,,Godrick Knight Helm,1770000.0,,Shabriri's Woe,6050.0,,,,,,,,Twinblade,Euporia,10500000.0,TRUE,TRUE,,,,,Rykard's Rancor,4830.0
,,,,,,,,,,,,,,,,,,,,Cuckoo Knight Helm,1780000.0,,Daedicar's Woe,6060.0,,,,,,,,Axe,Hand Axe,14020000.0,TRUE,FALSE,,,,,Glintstone Icecrag,4400.0
,,,,,,,,,,,,,,,,,,,,Redmane Knight Helm,1800000.0,,Sacrificial Twig,6070.0,,,,,,,,Axe,Forked Hatchet,14010000.0,TRUE,FALSE,,,,,Freezing Mist,4420.0
,,,,,,,,,,,,,,,,,,,,Gelmir Knight Helm,1760000.0,,,,,,,,,,,Axe,Forked-Tongue Hatchet,14540000.0,TRUE,FALSE,,,,,Freezing Mist,4420.0
,,,,,,,,,,,,,,,,,,,,Leyndell Knight Helm,1790000.0,,,,,,,,,,,Axe,Battle Axe,14000000.0,TRUE,FALSE,,,,,Frozen Armament,4490.0
,,,,,,,,,,,,,,,,,,,,Haligtree Knight Helm,1820000.0,,,,,,,,,,,Axe,Messmer Soldier's Axe,14520000.0,TRUE,FALSE,,,,,Zamor Ice Storm,4410.0
,,,,,,,,,,,,,,,,,,,,Black Knight Helm,5150000.0,,,,,,,,,,,Axe,Warped Axe,15010000.0,TRUE,FALSE,,,,,Zamor Ice Storm,4410.0
,,,,,,,,,,,,,,,,,,,,Bloodhound Knight Helm,790000.0,,,,,,,,,,,Axe,Jawbone Axe,14030000.0,TRUE,FALSE,,,,,Zamor Ice Storm,4410.0
,,,,,,,,,,,,,,,,,,,,Cleanrot Helm,340000.0,,,,,,,,,,,Axe,Iron Cleaver,14040000.0,TRUE,FALSE,,,,,Zamor Ice Storm,4410.0
,,,,,,,,,,,,,,,,,,,,Cleanrot Helm (Altered),341000.0,,,,,,,,,,,Axe,Highland Axe,14100000.0,TRUE,FALSE,,,,,Shattering Crystal,4500.0
,,,,,,,,,,,,,,,,,,,,Fire Knight Helm,5180000.0,,,,,,,,,,,Axe,Smithscript Axe,14500000.0,TRUE,FALSE,,,,,Shattering Crystal,4500.0
,,,,,,,,,,,,,,,,,,,,Winged Serpent Helm,5183000.0,,,,,,,,,,,Axe,Celebrant's Cleaver,14060000.0,TRUE,FALSE,,,,,Shattering Crystal,4500.0
,,,,,,,,,,,,,,,,,,,,Death Mask Helm,5182000.0,,,,,,,,,,,Axe,Sacrificial Axe,14110000.0,TRUE,FALSE,,,,,Shattering Crystal,4500.0
,,,,,,,,,,,,,,,,,,,,Salza's Hood,5184000.0,,,,,,,,,,,Axe,Icerind Hatchet,14080000.0,TRUE,TRUE,,,,,Shattering Crystal,4500.0
,,,,,,,,,,,,,,,,,,,,Death Knight Helm,5200000.0,,,,,,,,,,,Axe,Ripple Blade,14050000.0,TRUE,FALSE,,,,,Shattering Crystal,4500.0
,,,,,,,,,,,,,,,,,,,,Horned Warrior Helm,5250000.0,,,,,,,,,,,Axe,Stormhawk Axe,14140000.0,TRUE,TRUE,,,,,Crystal Torrent,4520.0
,,,,,,,,,,,,,,,,,,,,Divine Beast Helm,5252000.0,,,,,,,,,,,Axe,Rosus' Axe,14120000.0,TRUE,TRUE,,,,,Crystal Torrent,4520.0
,,,,,,,,,,,,,,,,,,,,Divine Bird Helm,5253000.0,,,,,,,,,,,Axe,Death Knight's Twin Axes,14510000.0,TRUE,TRUE,,,,,Crystal Release,4510.0
,,,,,,,,,,,,,,,,,,,,Oathseeker Knight Helm,5000000.0,,,,,,,,,,,Greataxe,Greataxe,15000000.0,TRUE,FALSE,,,,,Crystal Release,4510.0
,,,,,,,,,,,,,,,,,,,,Raging Wolf Helm,860000.0,,,,,,,,,,,Greataxe,Crescent Moon Axe,15030000.0,TRUE,FALSE,,,,,Gravity Well,4720.0
,,,,,,,,,,,,,,,,,,,,Hoslow's Helm,650000.0,,,,,,,,,,,Greataxe,Longhaft Axe,15050000.0,TRUE,FALSE,,,,,Gravity Well,4720.0
,,,,,,,,,,,,,,,,,,,,Diallos's Mask,651000.0,,,,,,,,,,,Greataxe,Executioner's Greataxe,15080000.0,TRUE,FALSE,,,,,Collapsing Stars,4721.0
,,,,,,,,,,,,,,,,,,,,Twinned Helm,600000.0,,,,,,,,,,,Greataxe,Great Omenkiller Cleaver,15020000.0,TRUE,FALSE,,,,,Collapsing Stars,4721.0
,,,,,,,,,,,,,,,,,,,,Drake Knight Helm,60000.0,,,,,,,,,,,Greataxe,Rusted Anchor,15060000.0,TRUE,FALSE,,,,,Collapsing Stars,4721.0
,,,,,,,,,,,,,,,,,,,,Drake Knight Helm (Altered),61000.0,,,,,,,,,,,Greataxe,Butchering Knife,15120000.0,TRUE,FALSE,,,,,Collapsing Stars,4721.0
,,,,,,,,,,,,,,,,,,,,Briar Helm,210000.0,,,,,,,,,,,Greataxe,Bonny Butchering Knife,15510000.0,TRUE,TRUE,,,,,Gravitational Missile,2004710.0
,,,,,,,,,,,,,,,,,,,,Fingerprint Helm,950000.0,,,,,,,,,,,Greataxe,Gargoyle's Great Axe,15130000.0,TRUE,FALSE,,,,,Gravitational Missile,2004710.0
,,,,,,,,,,,,,,,,,,,,Rakshasa Helm,5160000.0,,,,,,,,,,,Greataxe,Gargoyle's Black Axe,15140000.0,TRUE,TRUE,,,,,Gravitational Missile,2004710.0
,,,,,,,,,,,,,,,,,,,,Royal Remains Helm,690000.0,,,,,,,,,,,Greataxe,Death Knight's Longhaft Axe,15500000.0,TRUE,TRUE,,,,,Gravitational Missile,2004710.0
,,,,,,,,,,,,,,,,,,,,All-Knowing Helm,590000.0,,,,,,,,,,,Greataxe,Winged Greathorn,15110000.0,TRUE,TRUE,,,,,Rock Sling,4710.0
,,,,,,,,,,,,,,,,,,,,Royal Knight Helm,280000.0,,,,,,,,,,,Greataxe,Axe of Godrick,15040000.0,TRUE,TRUE,,,,,Blades of Stone,2004700.0
,,,,,,,,,,,,,,,,,,,,Rellana's Helm,5260000.0,,,,,,,,,,,Greataxe,Putrescence Cleaver,8500000.0,TRUE,TRUE,,,,,Blades of Stone,2004700.0
,,,,,,,,,,,,,,,,,,,,Maliketh's Helm,760000.0,,,,,,,,,,,Hammer,Club,11010000.0,TRUE,FALSE,,,,,Blades of Stone,2004700.0
,,,,,,,,,,,,,,,,,,,,Banished Knight Helm,200000.0,,,,,,,,,,,Hammer,Curved Club,11030000.0,TRUE,FALSE,,,,,Meteorite,4700.0
,,,,,,,,,,,,,,,,,,,,Banished Knight Helm (Altered),201000.0,,,,,,,,,,,Hammer,Spiked Club,11070000.0,TRUE,FALSE,,,,,Meteorite,4700.0
,,,,,,,,,,,,,,,,,,,,Night's Cavalry Helm,230000.0,,,,,,,,,,,Hammer,Stone Club,11140000.0,TRUE,FALSE,,,,,Meteorite of Astel,4701.0
,,,,,,,,,,,,,,,,,,,,Night's Cavalry Helm (Altered),231000.0,,,,,,,,,,,Hammer,Mace,11000000.0,TRUE,FALSE,,,,,Meteorite of Astel,4701.0
,,,,,,,,,,,,,,,,,,,,Helm of Solitude,5130000.0,,,,,,,,,,,Hammer,Morning Star,11050000.0,TRUE,FALSE,,,,,Glintstone Nail,2004500.0
,,,,,,,,,,,,,,,,,,,,Veteran's Helm,780000.0,,,,,,,,,,,Hammer,Warpick,11040000.0,TRUE,FALSE,,,,,Glintstone Nail,2004500.0
,,,,,,,,,,,,,,,,,,,,Scaled Helm,80000.0,,,,,,,,,,,Hammer,Hammer,11080000.0,TRUE,FALSE,,,,,Glintstone Nails,2004510.0
,,,,,,,,,,,,,,,,,,,,Beast Champion Helm,720000.0,,,,,,,,,,,Hammer,Monk's Flamemace,11090000.0,TRUE,FALSE,,,,,Glintstone Nails,2004510.0
,,,,,,,,,,,,,,,,,,,,Tree Sentinel Helm,270000.0,,,,,,,,,,,Hammer,Varré's Bouquet,11060000.0,TRUE,TRUE,,,,,Fleeting Microcosm,2007410.0
,,,,,,,,,,,,,,,,,,,,Malformed Dragon Helm,260000.0,,,,,,,,,,,Hammer,Envoy's Horn,11100000.0,TRUE,TRUE,,,,,Fleeting Microcosm,2007410.0
,,,,,,,,,,,,,,,,,,,,Crucible Axe Helm,570000.0,,,,,,,,,,,Hammer,Nox Flowing Hammer,11120000.0,TRUE,TRUE,,,,,Fleeting Microcosm,2007410.0
,,,,,,,,,,,,,,,,,,,,Crucible Tree Helm,571000.0,,,,,,,,,,,Hammer,Ringed Finger,11130000.0,TRUE,TRUE,,,,,Fleeting Microcosm,2007410.0
,,,,,,,,,,,,,,,,,,,,Crucible Hammer-Helm,5310000.0,,,,,,,,,,,Hammer,Scepter of the All-Knowing,11110000.0,TRUE,TRUE,,,,,Cherishing Fingers,2007420.0
,,,,,,,,,,,,,,,,,,,,Gaius's Helm,3010000.0,,,,,,,,,,,Hammer,Flowerstone Gavel,11500000.0,TRUE,TRUE,,,,,Cherishing Fingers,2007420.0
,,,,,,,,,,,,,,,,,,,,Radahn's Redmane Helm,470000.0,,,,,,,,,,,Hammer,Marika's Hammer,11150000.0,TRUE,TRUE,,,,,Oracle Bubbles,5100.0
,,,,,,,,,,,,,,,,,,,,Young Lion's Helm,5270000.0,,,,,,,,,,,Flail,Flail,13010000.0,TRUE,FALSE,,,,,Oracle Bubbles,5100.0
,,,,,,,,,,,,,,,,,,,,Lionel's Helm,640000.0,,,,,,,,,,,Flail,Nightrider Flail,13000000.0,TRUE,FALSE,,,,,Great Oracular Bubble,5110.0
,,,,,,,,,,,,,,,,,,,,Bull-Goat Helm,140000.0,,,,,,,,,,,Flail,Chainlink Flail,13040000.0,TRUE,FALSE,,,,,Great Oracular Bubble,5110.0
,,,,,,,,,,,,,,,,,,,,Verdigris Helm,5010000.0,,,,,,,,,,,Flail,Family Heads,13020000.0,TRUE,TRUE,,,,,Briars of Sin,4900.0
,,,,,,,,,,,,,,,,,,,,Omen Helm,970000.0,,,,,,,,,,,Flail,Serpent Flail,13500000.0,TRUE,TRUE,,,,,Briars of Sin,4900.0
,,,,,,,,,,,,,,,,,,,,Fire Prelate Helm,360000.0,,,,,,,,,,,Flail,Bastard's Stars,13030000.0,TRUE,TRUE,,,,,Briars of Sin,4900.0
,,,,,,,,,,,,,,,,,,,,Pumpkin Helm,440000.0,,,,,,,,,,,Great Hammer,Large Club,12000000.0,TRUE,FALSE,,,,,Briars of Punishment,4910.0
,,,,,,,,,,,,,,,,,,,,Divine Beast Head,5290000.0,,,,,,,,,,,Great Hammer,Curved Great Club,12080000.0,TRUE,FALSE,,,,,Mantle of Thorns,2004900.0
,,,,,,,,,,,,,,,,,,,,Cloth Garb,160100.0,,,,,,,,,,,Great Hammer,Great Mace,12060000.0,TRUE,FALSE,,,,,Impenetrable Thorns,2004910.0
,,,,,,,,,,,,,,,,,,,,Traveler's Clothes,1020100.0,,,,,,,,,,,Great Hammer,Pickaxe,12140000.0,TRUE,FALSE,,,,,Rancorcall,5000.0
,,,,,,,,,,,,,,,,,,,,Commoner's Simple Garb,812000.0,,,,,,,,,,,Great Hammer,Brick Hammer,12190000.0,TRUE,FALSE,,,,,Rancorcall,5000.0
,,,,,,,,,,,,,,,,,,,,Commoner's Simple Garb (Altered),812100.0,,,,,,,,,,,Great Hammer,Battle Hammer,12020000.0,TRUE,FALSE,,,,,Ancient Death Rancor,5001.0
,,,,,,,,,,,,,,,,,,,,Commoner's Garb,810100.0,,,,,,,,,,,Great Hammer,Rotten Battle Hammer,12210000.0,TRUE,FALSE,,,,,Ancient Death Rancor,5001.0
,,,,,,,,,,,,,,,,,,,,Commoner's Garb (Altered),811100.0,,,,,,,,,,,Great Hammer,Celebrant's Skull,12130000.0,TRUE,FALSE,,,,,Rings of Spectral Light,2005000.0
,,,,,,,,,,,,,,,,,,,,Aristocrat Garb,370100.0,,,,,,,,,,,Great Hammer,Great Stars,12180000.0,TRUE,FALSE,,,,,Rings of Spectral Light,2005000.0
,,,,,,,,,,,,,,,,,,,,Aristocrat Garb (Altered),371100.0,,,,,,,,,,,Great Hammer,Black Steel Greathammer,12520000.0,TRUE,FALSE,,,,,Explosive Ghostflame,5010.0
,,,,,,,,,,,,,,,,,,,,Aristocrat Coat,380100.0,,,,,,,,,,,Great Hammer,Smithscript Greathammer,12500000.0,TRUE,FALSE,,,,,Explosive Ghostflame,5010.0
,,,,,,,,,,,,,,,,,,,,Old Aristocrat Gown,390100.0,,,,,,,,,,,Great Hammer,Greathorn Hammer,12010000.0,TRUE,FALSE,,,,,Fia's Mist,5020.0
,,,,,,,,,,,,,,,,,,,,Page Garb,220100.0,,,,,,,,,,,Great Hammer,Envoy's Long Horn,12160000.0,TRUE,TRUE,,,,,Fia's Mist,5020.0
,,,,,,,,,,,,,,,,,,,,Page Garb (Altered),221100.0,,,,,,,,,,,Great Hammer,Cranial Vessel Candlestand,12170000.0,TRUE,TRUE,,,,,Tibia's Summons,5030.0
,,,,,,,,,,,,,,,,,,,,High Page Clothes,1990100.0,,,,,,,,,,,Great Hammer,Beastclaw Greathammer,12150000.0,TRUE,TRUE,,,,,Mass of Putrescence,2006210.0
,,,,,,,,,,,,,,,,,,,,High Page Clothes (Altered),1991100.0,,,,,,,,,,,Great Hammer,Devourer's Scepter,12200000.0,TRUE,TRUE,,,,,Mass of Putrescence,2006210.0
,,,,,,,,,,,,,,,,,,,,Guardian Garb,331100.0,,,,,,,,,,,Colossal Weapon,Duelist Greataxe,23040000.0,TRUE,FALSE,,,,,Mass of Putrescence,2006210.0
,,,,,,,,,,,,,,,,,,,,Guardian Garb (Full Bloom),330100.0,,,,,,,,,,,Colossal Weapon,Rotten Greataxe,23150000.0,TRUE,FALSE,,,,,Mass of Putrescence,2006210.0
,,,,,,,,,,,,,,,,,,,,Festive Garb,800100.0,,,,,,,,,,,Colossal Weapon,Golem's Halberd,23120000.0,TRUE,FALSE,,,,,Vortex of Putrescence,2006200.0
,,,,,,,,,,,,,,,,,,,,Festive Garb (Altered),801100.0,,,,,,,,,,,Colossal Weapon,Giant-Crusher,23110000.0,TRUE,FALSE,,,,,Urgent Heal,6420.0
,,,,,,,,,,,,,,,,,,,,Blue Festive Garb,802100.0,,,,,,,,,,,Colossal Weapon,Prelate's Inferno Crozier,23000000.0,TRUE,FALSE,,,,,Heal,6421.0
,,,,,,,,,,,,,,,,,,,,Prisoner Clothing,890100.0,,,,,,,,,,,Colossal Weapon,Great Club,23020000.0,TRUE,FALSE,,,,,Heal,6421.0
,,,,,,,,,,,,,,,,,,,,Braided Cord Robe,5070100.0,,,,,,,,,,,Colossal Weapon,Troll's Hammer,23130000.0,TRUE,FALSE,,,,,Heal,6421.0
,,,,,,,,,,,,,,,,,,,,Mushroom Body,1130100.0,,,,,,,,,,,Colossal Weapon,Dragon Greatclaw,23060000.0,TRUE,TRUE,,,,,Great Heal,6422.0
