ID,Name,physicsAtkRate,magicAtkRate,fireAtkRate,thunderAtkRate,staminaAtkRate,saWeaponAtkRate,saDurabilityRate,correctStrengthRate,correctAgilityRate,correctMagicRate,correctFaithRate,physicsGuardCutRate,magicGuardCutRate,fireGuardCutRate,thunderGuardCutRate,poisonGuardResistRate,diseaseGuardResistRate,bloodGuardResistRate,curseGuardResistRate,staminaGuardDefRate,spEffectId1,spEffectId2,spEffectId3,darkAtkRate,darkGuardCutRate,correctLuckRate,freezeGuardDefRate,sleepGuardDefRate,madnessGuardDefRate,baseAtkRate
322.0,,1.912,1.912,1.912,1.912,1.88,1.0,1.0,1.84,1.84,1.74,1.74,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.09,0.0,0.0,0.0,1.912,1.0,1.74,1.0,1.0,1.0,3.64
323.0,,1.958,1.958,1.958,1.958,1.92,1.0,1.0,1.86,1.86,1.76,1.76,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.09,0.0,0.0,0.0,1.958,1.0,1.76,1.0,1.0,1.0,3.76
324.0,,2.004,2.004,2.004,2.004,1.96,1.0,1.0,1.88,1.88,1.78,1.78,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.09,0.0,0.0,0.0,2.004,1.0,1.78,1.0,1.0,1.0,3.88
325.0,,2.05,2.05,2.05,2.05,2.0,1.0,1.0,1.9,1.9,1.8,1.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.1,0.0,0.0,0.0,2.05,1.0,1.8,1.0,1.0,1.0,4.0
400.0,Fire,0.8,0.8,0.8,0.8,1.0,1.0,1.0,1.3,0.5,1.0,1.0,0.95,0.95,1.15,1.05,0.95,0.95,0.95,0.95,1.0,0.0,0.0,0.0,0.8,0.95,1.0,0.95,0.95,0.95,1.0
401.0,,0.836,0.836,0.836,0.836,1.04,1.0,1.0,1.34,0.53,1.04,1.04,0.95,0.95,1.15,1.05,0.95,0.95,0.95,0.95,1.0,0.0,0.0,0.0,0.836,0.95,1.04,0.95,0.95,0.95,1.12
402.0,,0.872,0.872,0.872,0.872,1.08,1.0,1.0,1.38,0.56,1.08,1.08,0.95,0.95,1.16,1.06,0.95,0.95,0.95,0.95,1.0,0.0,0.0,0.0,0.872,0.95,1.08,0.95,0.95,0.95,1.24
403.0,,0.908,0.908,0.908,0.908,1.12,1.0,1.0,1.42,0.59,1.12,1.12,0.95,0.95,1.16,1.06,0.95,0.95,0.95,0.95,1.0,0.0,0.0,0.0,0.908,0.95,1.12,0.95,0.95,0.95,1.36
404.0,,0.944,0.944,0.944,0.944,1.16,1.0,1.0,1.46,0.62,1.16,1.16,0.95,0.95,1.17,1.07,0.95,0.95,0.95,0.95,1.0,0.0,0.0,0.0,0.944,0.95,1.16,0.95,0.95,0.95,1.48
405.0,,0.98,0.98,0.98,0.98,1.2,1.0,1.0,1.5,0.65,1.2,1.2,0.95,0.95,1.17,1.07,0.95,0.95,0.95,0.95,1.0,0.0,0.0,0.0,0.98,0.95,1.2,0.95,0.95,0.95,1.6
406.0,,1.016,1.016,1.016,1.016,1.24,1.0,1.0,1.54,0.68,1.24,1.24,0.95,0.95,1.18,1.08,0.95,0.95,0.95,0.95,1.0,0.0,0.0,0.0,1.016,0.95,1.24,0.95,0.95,0.95,1.72
407.0,,1.052,1.052,1.052,1.052,1.28,1.0,1.0,1.58,0.71,1.28,1.28,0.95,0.95,1.18,1.08,0.95,0.95,0.95,0.95,1.0,0.0,0.0,0.0,1.052,0.95,1.28,0.95,0.95,0.95,1.84
408.0,,1.088,1.088,1.088,1.088,1.32,1.0,1.0,1.62,0.74,1.32,1.32,0.95,0.95,1.19,1.09,0.95,0.95,0.95,0.95,1.0,0.0,0.0,0.0,1.088,0.95,1.32,0.95,0.95,0.95,1.96
409.0,,1.124,1.124,1.124,1.124,1.36,1.0,1.0,1.66,0.77,1.36,1.36,0.95,0.95,1.19,1.09,0.95,0.95,0.95,0.95,1.0,0.0,0.0,0.0,1.124,0.95,1.36,0.95,0.95,0.95,2.08
410.0,,1.16,1.16,1.16,1.16,1.4,1.0,1.0,1.7,0.8,1.4,1.4,0.95,0.95,1.2,1.1,0.95,0.95,0.95,0.95,1.0,0.0,0.0,0.0,1.16,0.95,1.4,0.95,0.95,0.95,2.2
411.0,,1.196,1.196,1.196,1.196,1.44,1.0,1.0,1.73,0.83,1.43,1.43,0.95,0.95,1.2,1.1,0.95,0.95,0.95,0.95,1.0,0.0,0.0,0.0,1.196,0.95,1.43,0.95,0.95,0.95,2.32
412.0,,1.232,1.232,1.232,1.232,1.48,1.0,1.0,1.76,0.86,1.46,1.46,0.95,0.95,1.21,1.11,0.95,0.95,0.95,0.95,1.0,0.0,0.0,0.0,1.232,0.95,1.46,0.95,0.95,0.95,2.44
413.0,,1.268,1.268,1.268,1.268,1.52,1.0,1.0,1.79,0.89,1.49,1.49,0.95,0.95,1.21,1.11,0.95,0.95,0.95,0.95,1.0,0.0,0.0,0.0,1.268,0.95,1.49,0.95,0.95,0.95,2.56
414.0,,1.304,1.304,1.304,1.304,1.56,1.0,1.0,1.82,0.92,1.52,1.52,0.95,0.95,1.21,1.11,0.95,0.95,0.95,0.95,1.0,0.0,0.0,0.0,1.304,0.95,1.52,0.95,0.95,0.95,2.68
415.0,,1.34,1.34,1.34,1.34,1.6,1.0,1.0,1.85,0.95,1.55,1.55,0.95,0.95,1.22,1.12,0.95,0.95,0.95,0.95,1.0,0.0,0.0,0.0,1.34,0.95,1.55,0.95,0.95,0.95,2.8
416.0,,1.376,1.376,1.376,1.376,1.64,1.0,1.0,1.88,0.98,1.58,1.58,0.95,0.95,1.22,1.12,0.95,0.95,0.95,0.95,1.0,0.0,0.0,0.0,1.376,0.95,1.58,0.95,0.95,0.95,2.92
417.0,,1.412,1.412,1.412,1.412,1.68,1.0,1.0,1.91,1.01,1.61,1.61,0.95,0.95,1.22,1.12,0.95,0.95,0.95,0.95,1.0,0.0,0.0,0.0,1.412,0.95,1.61,0.95,0.95,0.95,3.04
418.0,,1.448,1.448,1.448,1.448,1.72,1.0,1.0,1.94,1.04,1.64,1.64,0.95,0.95,1.23,1.13,0.95,0.95,0.95,0.95,1.0,0.0,0.0,0.0,1.448,0.95,1.64,0.95,0.95,0.95,3.16
419.0,,1.484,1.484,1.484,1.484,1.76,1.0,1.0,1.97,1.07,1.67,1.67,0.95,0.95,1.23,1.13,0.95,0.95,0.95,0.95,1.0,0.0,0.0,0.0,1.484,0.95,1.67,0.95,0.95,0.95,3.28
420.0,,1.52,1.52,1.52,1.52,1.8,1.0,1.0,2.0,1.1,1.7,1.7,0.95,0.95,1.23,1.13,0.95,0.95,0.95,0.95,1.0,0.0,0.0,0.0,1.52,0.95,1.7,0.95,0.95,0.95,3.4
421.0,,1.556,1.556,1.556,1.556,1.84,1.0,1.0,2.02,1.12,1.72,1.72,0.95,0.95,1.24,1.14,0.95,0.95,0.95,0.95,1.0,0.0,0.0,0.0,1.556,0.95,1.72,0.95,0.95,0.95,3.52
422.0,,1.592,1.592,1.592,1.592,1.88,1.0,1.0,2.04,1.14,1.74,1.74,0.95,0.95,1.24,1.14,0.95,0.95,0.95,0.95,1.0,0.0,0.0,0.0,1.592,0.95,1.74,0.95,0.95,0.95,3.64
423.0,,1.628,1.628,1.628,1.628,1.92,1.0,1.0,2.06,1.16,1.76,1.76,0.95,0.95,1.24,1.14,0.95,0.95,0.95,0.95,1.0,0.0,0.0,0.0,1.628,0.95,1.76,0.95,0.95,0.95,3.76
424.0,,1.664,1.664,1.664,1.664,1.96,1.0,1.0,2.08,1.18,1.78,1.78,0.95,0.95,1.24,1.14,0.95,0.95,0.95,0.95,1.0,0.0,0.0,0.0,1.664,0.95,1.78,0.95,0.95,0.95,3.88
425.0,,1.7,1.7,1.7,1.7,2.0,1.0,1.0,2.1,1.2,1.8,1.8,0.95,0.95,1.25,1.15,0.95,0.95,0.95,0.95,1.0,0.0,0.0,0.0,1.7,0.95,1.8,0.95,0.95,0.95,4.0
500.0,Flame Art,0.85,0.85,0.85,0.85,1.0,1.0,1.0,0.8,0.8,1.0,1.0,0.95,0.95,1.15,1.05,0.95,0.95,0.95,0.95,1.0,0.0,0.0,0.0,0.85,0.95,1.0,0.95,0.95,0.95,1.0
501.0,,0.896,0.896,0.896,0.896,1.04,1.0,1.0,0.85,0.85,1.04,1.07,0.95,0.95,1.15,1.05,0.95,0.95,0.95,0.95,1.0,0.0,0.0,0.0,0.896,0.95,1.04,0.95,0.95,0.95,1.12
502.0,,0.942,0.942,0.942,0.942,1.08,1.0,1.0,0.9,0.9,1.08,1.14,0.95,0.95,1.16,1.06,0.95,0.95,0.95,0.95,1.0,0.0,0.0,0.0,0.942,0.95,1.08,0.95,0.95,0.95,1.24
503.0,,0.988,0.988,0.988,0.988,1.12,1.0,1.0,0.95,0.95,1.12,1.21,0.95,0.95,1.16,1.06,0.95,0.95,0.95,0.95,1.0,0.0,0.0,0.0,0.988,0.95,1.12,0.95,0.95,0.95,1.36
504.0,,1.034,1.034,1.034,1.034,1.16,1.0,1.0,1.0,1.0,1.16,1.28,0.95,0.95,1.17,1.07,0.95,0.95,0.95,0.95,1.0,0.0,0.0,0.0,1.034,0.95,1.16,0.95,0.95,0.95,1.48
505.0,,1.08,1.08,1.08,1.08,1.2,1.0,1.0,1.05,1.05,1.2,1.35,0.95,0.95,1.17,1.07,0.95,0.95,0.95,0.95,1.0,0.0,0.0,0.0,1.08,0.95,1.2,0.95,0.95,0.95,1.6
506.0,,1.126,1.126,1.126,1.126,1.24,1.0,1.0,1.1,1.1,1.24,1.42,0.95,0.95,1.18,1.08,0.95,0.95,0.95,0.95,1.0,0.0,0.0,0.0,1.126,0.95,1.24,0.95,0.95,0.95,1.72
507.0,,1.172,1.172,1.172,1.172,1.28,1.0,1.0,1.15,1.15,1.28,1.49,0.95,0.95,1.18,1.08,0.95,0.95,0.95,0.95,1.0,0.0,0.0,0.0,1.172,0.95,1.28,0.95,0.95,0.95,1.84
508.0,,1.218,1.218,1.218,1.218,1.32,1.0,1.0,1.2,1.2,1.32,1.56,0.95,0.95,1.19,1.09,0.95,0.95,0.95,0.95,1.0,0.0,0.0,0.0,1.218,0.95,1.32,0.95,0.95,0.95,1.96
509.0,,1.264,1.264,1.264,1.264,1.36,1.0,1.0,1.25,1.25,1.36,1.63,0.95,0.95,1.19,1.09,0.95,0.95,0.95,0.95,1.0,0.0,0.0,0.0,1.264,0.95,1.36,0.95,0.95,0.95,2.08
510.0,,1.31,1.31,1.31,1.31,1.4,1.0,1.0,1.3,1.3,1.4,1.7,0.95,0.95,1.2,1.1,0.95,0.95,0.95,0.95,1.0,0.0,0.0,0.0,1.31,0.95,1.4,0.95,0.95,0.95,2.2
511.0,,1.356,1.356,1.356,1.356,1.44,1.0,1.0,1.34,1.34,1.43,1.75,0.95,0.95,1.2,1.1,0.95,0.95,0.95,0.95,1.0,0.0,0.0,0.0,1.356,0.95,1.43,0.95,0.95,0.95,2.32
512.0,,1.402,1.402,1.402,1.402,1.48,1.0,1.0,1.38,1.38,1.46,1.8,0.95,0.95,1.21,1.11,0.95,0.95,0.95,0.95,1.0,0.0,0.0,0.0,1.402,0.95,1.46,0.95,0.95,0.95,2.44
513.0,,1.448,1.448,1.448,1.448,1.52,1.0,1.0,1.42,1.42,1.49,1.85,0.95,0.95,1.21,1.11,0.95,0.95,0.95,0.95,1.0,0.0,0.0,0.0,1.448,0.95,1.49,0.95,0.95,0.95,2.56
514.0,,1.494,1.494,1.494,1.494,1.56,1.0,1.0,1.46,1.46,1.52,1.9,0.95,0.95,1.21,1.11,0.95,0.95,0.95,0.95,1.0,0.0,0.0,0.0,1.494,0.95,1.52,0.95,0.95,0.95,2.68
515.0,,1.54,1.54,1.54,1.54,1.6,1.0,1.0,1.5,1.5,1.55,1.95,0.95,0.95,1.22,1.12,0.95,0.95,0.95,0.95,1.0,0.0,0.0,0.0,1.54,0.95,1.55,0.95,0.95,0.95,2.8
516.0,,1.586,1.586,1.586,1.586,1.64,1.0,1.0,1.54,1.54,1.58,2.0,0.95,0.95,1.22,1.12,0.95,0.95,0.95,0.95,1.0,0.0,0.0,0.0,1.586,0.95,1.58,0.95,0.95,0.95,2.92
517.0,,1.632,1.632,1.632,1.632,1.68,1.0,1.0,1.58,1.58,1.61,2.05,0.95,0.95,1.22,1.12,0.95,0.95,0.95,0.95,1.0,0.0,0.0,0.0,1.632,0.95,1.61,0.95,0.95,0.95,3.04
518.0,,1.678,1.678,1.678,1.678,1.72,1.0,1.0,1.62,1.62,1.64,2.1,0.95,0.95,1.23,1.13,0.95,0.95,0.95,0.95,1.0,0.0,0.0,0.0,1.678,0.95,1.64,0.95,0.95,0.95,3.16
519.0,,1.724,1.724,1.724,1.724,1.76,1.0,1.0,1.66,1.66,1.67,2.15,0.95,0.95,1.23,1.13,0.95,0.95,0.95,0.95,1.0,0.0,0.0,0.0,1.724,0.95,1.67,0.95,0.95,0.95,3.28
520.0,,1.77,1.77,1.77,1.77,1.8,1.0,1.0,1.7,1.7,1.7,2.2,0.95,0.95,1.23,1.13,0.95,0.95,0.95,0.95,1.0,0.0,0.0,0.0,1.77,0.95,1.7,0.95,0.95,0.95,3.4
521.0,,1.816,1.816,1.816,1.816,1.84,1.0,1.0,1.72,1.72,1.72,2.22,0.95,0.95,1.24,1.14,0.95,0.95,0.95,0.95,1.0,0.0,0.0,0.0,1.816,0.95,1.72,0.95,0.95,0.95,3.52
522.0,,1.862,1.862,1.862,1.862,1.88,1.0,1.0,1.74,1.74,1.74,2.24,0.95,0.95,1.24,1.14,0.95,0.95,0.95,0.95,1.0,0.0,0.0,0.0,1.862,0.95,1.74,0.95,0.95,0.95,3.64
523.0,,1.908,1.908,1.908,1.908,1.92,1.0,1.0,1.76,1.76,1.76,2.26,0.95,0.95,1.24,1.14,0.95,0.95,0.95,0.95,1.0,0.0,0.0,0.0,1.908,0.95,1.76,0.95,0.95,0.95,3.76
524.0,,1.954,1.954,1.954,1.954,1.96,1.0,1.0,1.78,1.78,1.78,2.28,0.95,0.95,1.24,1.14,0.95,0.95,0.95,0.95,1.0,0.0,0.0,0.0,1.954,0.95,1.78,0.95,0.95,0.95,3.88
525.0,,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.8,1.8,1.8,2.3,0.95,0.95,1.25,1.15,0.95,0.95,0.95,0.95,1.0,0.0,0.0,0.0,2.0,0.95,1.8,0.95,0.95,0.95,4.0
600.0,Lightning,0.8,0.8,0.8,0.8,1.0,1.0,1.0,0.5,1.3,1.0,1.0,0.95,0.95,1.05,1.15,0.95,0.95,0.95,0.95,1.0,0.0,0.0,0.0,0.8,0.95,1.0,0.95,0.95,0.95,1.0
601.0,,0.8376,0.8376,0.8376,0.8376,1.04,1.0,1.0,0.53,1.34,1.04,1.04,0.95,0.95,1.05,1.15,0.95,0.95,0.95,0.95,1.0,0.0,0.0,0.0,0.8376,0.95,1.04,0.95,0.95,0.95,1.12
602.0,,0.8752,0.8752,0.8752,0.8752,1.08,1.0,1.0,0.56,1.38,1.08,1.08,0.95,0.95,1.06,1.16,0.95,0.95,0.95,0.95,1.0,0.0,0.0,0.0,0.8752,0.95,1.08,0.95,0.95,0.95,1.24
603.0,,0.9128,0.9128,0.9128,0.9128,1.12,1.0,1.0,0.59,1.42,1.12,1.12,0.95,0.95,1.06,1.16,0.95,0.95,0.95,0.95,1.0,0.0,0.0,0.0,0.9128,0.95,1.12,0.95,0.95,0.95,1.36
604.0,,0.9504,0.9504,0.9504,0.9504,1.16,1.0,1.0,0.62,1.46,1.16,1.16,0.95,0.95,1.07,1.17,0.95,0.95,0.95,0.95,1.0,0.0,0.0,0.0,0.9504,0.95,1.16,0.95,0.95,0.95,1.48
605.0,,0.988,0.988,0.988,0.988,1.2,1.0,1.0,0.65,1.5,1.2,1.2,0.95,0.95,1.07,1.17,0.95,0.95,0.95,0.95,1.0,0.0,0.0,0.0,0.988,0.95,1.2,0.95,0.95,0.95,1.6
606.0,,1.0256,1.0256,1.0256,1.0256,1.24,1.0,1.0,0.68,1.54,1.24,1.24,0.95,0.95,1.08,1.18,0.95,0.95,0.95,0.95,1.0,0.0,0.0,0.0,1.0256,0.95,1.24,0.95,0.95,0.95,1.72
607.0,,1.0632,1.0632,1.0632,1.0632,1.28,1.0,1.0,0.71,1.58,1.28,1.28,0.95,0.95,1.08,1.18,0.95,0.95,0.95,0.95,1.0,0.0,0.0,0.0,1.0632,0.95,1.28,0.95,0.95,0.95,1.84
608.0,,1.1008,1.1008,1.1008,1.1008,1.32,1.0,1.0,0.74,1.62,1.32,1.32,0.95,0.95,1.09,1.19,0.95,0.95,0.95,0.95,1.0,0.0,0.0,0.0,1.1008,0.95,1.32,0.95,0.95,0.95,1.96
609.0,,1.1384,1.1384,1.1384,1.1384,1.36,1.0,1.0,0.77,1.66,1.36,1.36,0.95,0.95,1.09,1.19,0.95,0.95,0.95,0.95,1.0,0.0,0.0,0.0,1.1384,0.95,1.36,0.95,0.95,0.95,2.08
610.0,,1.176,1.176,1.176,1.176,1.4,1.0,1.0,0.8,1.7,1.4,1.4,0.95,0.95,1.1,1.2,0.95,0.95,0.95,0.95,1.0,0.0,0.0,0.0,1.176,0.95,1.4,0.95,0.95,0.95,2.2
611.0,,1.2136,1.2136,1.2136,1.2136,1.44,1.0,1.0,0.83,1.73,1.43,1.43,0.95,0.95,1.1,1.2,0.95,0.95,0.95,0.95,1.0,0.0,0.0,0.0,1.2136,0.95,1.43,0.95,0.95,0.95,2.32
612.0,,1.2512,1.2512,1.2512,1.2512,1.48,1.0,1.0,0.86,1.76,1.46,1.46,0.95,0.95,1.11,1.21,0.95,0.95,0.95,0.95,1.0,0.0,0.0,0.0,1.2512,0.95,1.46,0.95,0.95,0.95,2.44
613.0,,1.2888,1.2888,1.2888,1.2888,1.52,1.0,1.0,0.89,1.79,1.49,1.49,0.95,0.95,1.11,1.21,0.95,0.95,0.95,0.95,1.0,0.0,0.0,0.0,1.2888,0.95,1.49,0.95,0.95,0.95,2.56
614.0,,1.3264,1.3264,1.3264,1.3264,1.56,1.0,1.0,0.92,1.82,1.52,1.52,0.95,0.95,1.11,1.21,0.95,0.95,0.95,0.95,1.0,0.0,0.0,0.0,1.3264,0.95,1.52,0.95,0.95,0.95,2.68
615.0,,1.364,1.364,1.364,1.364,1.6,1.0,1.0,0.95,1.85,1.55,1.55,0.95,0.95,1.12,1.22,0.95,0.95,0.95,0.95,1.0,0.0,0.0,0.0,1.364,0.95,1.55,0.95,0.95,0.95,2.8
616.0,,1.4016,1.4016,1.4016,1.4016,1.64,1.0,1.0,0.98,1.88,1.58,1.58,0.95,0.95,1.12,1.22,0.95,0.95,0.95,0.95,1.0,0.0,0.0,0.0,1.4016,0.95,1.58,0.95,0.95,0.95,2.92
617.0,,1.4392,1.4392,1.4392,1.4392,1.68,1.0,1.0,1.01,1.91,1.61,1.61,0.95,0.95,1.12,1.22,0.95,0.95,0.95,0.95,1.0,0.0,0.0,0.0,1.4392,0.95,1.61,0.95,0.95,0.95,3.04
618.0,,1.4768,1.4768,1.4768,1.4768,1.72,1.0,1.0,1.04,1.94,1.64,1.64,0.95,0.95,1.13,1.23,0.95,0.95,0.95,0.95,1.0,0.0,0.0,0.0,1.4768,0.95,1.64,0.95,0.95,0.95,3.16
619.0,,1.5144,1.5144,1.5144,1.5144,1.76,1.0,1.0,1.07,1.97,1.67,1.67,0.95,0.95,1.13,1.23,0.95,0.95,0.95,0.95,1.0,0.0,0.0,0.0,1.5144,0.95,1.67,0.95,0.95,0.95,3.28
620.0,,1.552,1.552,1.552,1.552,1.8,1.0,1.0,1.1,2.0,1.7,1.7,0.95,0.95,1.13,1.23,0.95,0.95,0.95,0.95,1.0,0.0,0.0,0.0,1.552,0.95,1.7,0.95,0.95,0.95,3.4
621.0,,1.5896,1.5896,1.5896,1.5896,1.84,1.0,1.0,1.12,2.02,1.72,1.72,0.95,0.95,1.14,1.24,0.95,0.95,0.95,0.95,1.0,0.0,0.0,0.0,1.5896,0.95,1.72,0.95,0.95,0.95,3.52
622.0,,1.6272,1.6272,1.6272,1.6272,1.88,1.0,1.0,1.14,2.04,1.74,1.74,0.95,0.95,1.14,1.24,0.95,0.95,0.95,0.95,1.0,0.0,0.0,0.0,1.6272,0.95,1.74,0.95,0.95,0.95,3.64
623.0,,1.6648,1.6648,1.6648,1.6648,1.92,1.0,1.0,1.16,2.06,1.76,1.76,0.95,0.95,1.14,1.24,0.95,0.95,0.95,0.95,1.0,0.0,0.0,0.0,1.6648,0.95,1.76,0.95,0.95,0.95,3.76
624.0,,1.7024,1.7024,1.7024,1.7024,1.96,1.0,1.0,1.18,2.08,1.78,1.78,0.95,0.95,1.14,1.24,0.95,0.95,0.95,0.95,1.0,0.0,0.0,0.0,1.7024,0.95,1.78,0.95,0.95,0.95,3.88
625.0,,1.74,1.74,1.74,1.74,2.0,1.0,1.0,1.2,2.1,1.8,1.8,0.95,0.95,1.15,1.25,0.95,0.95,0.95,0.95,1.0,0.0,0.0,0.0,1.74,0.95,1.8,0.95,0.95,0.95,4.0
700.0,Sacred,0.75,0.75,0.75,0.75,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.95,1.05,0.95,0.95,0.95,0.95,0.95,0.95,1.0,0.0,0.0,0.0,0.75,1.15,1.0,0.95,0.95,0.95,1.0
701.0,,0.8,0.8,0.8,0.8,1.04,1.0,1.0,1.04,1.04,1.04,1.07,0.95,1.05,0.95,0.95,0.95,0.95,0.95,0.95,1.0,0.0,0.0,0.0,0.8,1.15,1.04,0.95,0.95,0.95,1.12
702.0,,0.85,0.85,0.85,0.85,1.08,1.0,1.0,1.08,1.08,1.08,1.14,0.95,1.06,0.95,0.95,0.95,0.95,0.95,0.95,1.0,0.0,0.0,0.0,0.85,1.16,1.08,0.95,0.95,0.95,1.24
703.0,,0.9,0.9,0.9,0.9,1.12,1.0,1.0,1.12,1.12,1.12,1.21,0.95,1.06,0.95,0.95,0.95,0.95,0.95,0.95,1.0,0.0,0.0,0.0,0.9,1.16,1.12,0.95,0.95,0.95,1.36
704.0,,0.95,0.95,0.95,0.95,1.16,1.0,1.0,1.16,1.16,1.16,1.28,0.95,1.07,0.95,0.95,0.95,0.95,0.95,0.95,1.0,0.0,0.0,0.0,0.95,1.17,1.16,0.95,0.95,0.95,1.48
705.0,,1.0,1.0,1.0,1.0,1.2,1.0,1.0,1.2,1.2,1.2,1.35,0.95,1.07,0.95,0.95,0.95,0.95,0.95,0.95,1.0,0.0,0.0,0.0,1.0,1.17,1.2,0.95,0.95,0.95,1.6
706.0,,1.05,1.05,1.05,1.05,1.24,1.0,1.0,1.24,1.24,1.24,1.42,0.95,1.08,0.95,0.95,0.95,0.95,0.95,0.95,1.0,0.0,0.0,0.0,1.05,1.18,1.24,0.95,0.95,0.95,1.72
707.0,,1.1,1.1,1.1,1.1,1.28,1.0,1.0,1.28,1.28,1.28,1.49,0.95,1.08,0.95,0.95,0.95,0.95,0.95,0.95,1.0,0.0,0.0,0.0,1.1,1.18,1.28,0.95,0.95,0.95,1.84
708.0,,1.15,1.15,1.15,1.15,1.32,1.0,1.0,1.32,1.32,1.32,1.56,0.95,1.09,0.95,0.95,0.95,0.95,0.95,0.95,1.0,0.0,0.0,0.0,1.15,1.19,1.32,0.95,0.95,0.95,1.96
709.0,,1.2,1.2,1.2,1.2,1.36,1.0,1.0,1.36,1.36,1.36,1.63,0.95,1.09,0.95,0.95,0.95,0.95,0.95,0.95,1.0,0.0,0.0,0.0,1.2,1.19,1.36,0.95,0.95,0.95,2.08
710.0,,1.25,1.25,1.25,1.25,1.4,1.0,1.0,1.4,1.4,1.4,1.7,0.95,1.1,0.95,0.95,0.95,0.95,0.95,0.95,1.0,0.0,0.0,0.0,1.25,1.2,1.4,0.95,0.95,0.95,2.2
711.0,,1.3,1.3,1.3,1.3,1.44,1.0,1.0,1.43,1.43,1.43,1.75,0.95,1.1,0.95,0.95,0.95,0.95,0.95,0.95,1.0,0.0,0.0,0.0,1.3,1.2,1.43,0.95,0.95,0.95,2.32
712.0,,1.35,1.35,1.35,1.35,1.48,1.0,1.0,1.46,1.46,1.46,1.8,0.95,1.11,0.95,0.95,0.95,0.95,0.95,0.95,1.0,0.0,0.0,0.0,1.35,1.21,1.46,0.95,0.95,0.95,2.44
713.0,,1.4,1.4,1.4,1.4,1.52,1.0,1.0,1.49,1.49,1.49,1.85,0.95,1.11,0.95,0.95,0.95,0.95,0.95,0.95,1.0,0.0,0.0,0.0,1.4,1.21,1.49,0.95,0.95,0.95,2.56
714.0,,1.45,1.45,1.45,1.45,1.56,1.0,1.0,1.52,1.52,1.52,1.9,0.95,1.11,0.95,0.95,0.95,0.95,0.95,0.95,1.0,0.0,0.0,0.0,1.45,1.21,1.52,0.95,0.95,0.95,2.68
715.0,,1.5,1.5,1.5,1.5,1.6,1.0,1.0,1.55,1.55,1.55,1.95,0.95,1.12,0.95,0.95,0.95,0.95,0.95,0.95,1.0,0.0,0.0,0.0,1.5,1.22,1.55,0.95,0.95,0.95,2.8
716.0,,1.55,1.55,1.55,1.55,1.64,1.0,1.0,1.58,1.58,1.58,2.0,0.95,1.12,0.95,0.95,0.95,0.95,0.95,0.95,1.0,0.0,0.0,0.0,1.55,1.22,1.58,0.95,0.95,0.95,2.92
717.0,,1.6,1.6,1.6,1.6,1.68,1.0,1.0,1.61,1.61,1.61,2.05,0.95,1.12,0.95,0.95,0.95,0.95,0.95,0.95,1.0,0.0,0.0,0.0,1.6,1.22,1.61,0.95,0.95,0.95,3.04
718.0,,1.65,1.65,1.65,1.65,1.72,1.0,1.0,1.64,1.64,1.64,2.1,0.95,1.13,0.95,0.95,0.95,0.95,0.95,0.95,1.0,0.0,0.0,0.0,1.65,1.23,1.64,0.95,0.95,0.95,3.16
719.0,,1.7,1.7,1.7,1.7,1.76,1.0,1.0,1.67,1.67,1.67,2.15,0.95,1.13,0.95,0.95,0.95,0.95,0.95,0.95,1.0,0.0,0.0,0.0,1.7,1.23,1.67,0.95,0.95,0.95,3.28
720.0,,1.75,1.75,1.75,1.75,1.8,1.0,1.0,1.7,1.7,1.7,2.2,0.95,1.13,0.95,0.95,0.95,0.95,0.95,0.95,1.0,0.0,0.0,0.0,1.75,1.23,1.7,0.95,0.95,0.95,3.4
721.0,,1.8,1.8,1.8,1.8,1.84,1.0,1.0,1.72,1.72,1.72,2.22,0.95,1.14,0.95,0.95,0.95,0.95,0.95,0.95,1.0,0.0,0.0,0.0,1.8,1.24,1.72,0.95,0.95,0.95,3.52
722.0,,1.85,1.85,1.85,1.85,1.88,1.0,1.0,1.74,1.74,1.74,2.24,0.95,1.14,0.95,0.95,0.95,0.95,0.95,0.95,1.0,0.0,0.0,0.0,1.85,1.24,1.74,0.95,0.95,0.95,3.64
723.0,,1.9,1.9,1.9,1.9,1.92,1.0,1.0,1.76,1.76,1.76,2.26,0.95,1.14,0.95,0.95,0.95,0.95,0.95,0.95,1.0,0.0,0.0,0.0,1.9,1.24,1.76,0.95,0.95,0.95,3.76
724.0,,1.95,1.95,1.95,1.95,1.96,1.0,1.0,1.78,1.78,1.78,2.28,0.95,1.14,0.95,0.95,0.95,0.95,0.95,0.95,1.0,0.0,0.0,0.0,1.95,1.24,1.78,0.95,0.95,0.95,3.88
725.0,,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.8,1.8,1.8,2.3,0.95,1.15,0.95,0.95,0.95,0.95,0.95,0.95,1.0,0.0,0.0,0.0,2.0,1.25,1.8,0.95,0.95,0.95,4.0
