Type,Name,ID,AtkID,Display Name,slotLength,mp,mp_charge,stamina,stamina_charge,requirementIntellect,requirementFaith,requirementLuck,weapon buff speffect,PhysAtk,MagicAtk,FireAtk,LtngAtk,HolyAtk,heal speffect,Heal Add,Only Uses Int,Only Uses Faith,No Scale,UseDurationMult,miscSpEffect1,miscSpEffect2,miscSpEffect3,miscSpEffect4,durationSpEffect,bulletLifeId,bulletRange,miscBullet,hitRadius,hitRadiusMax,Effect,Duration,Radius,isExtendSpEffectLife,statusSpEffectId1,statusSpEffectId2,statusSpEffectId1Scale,statusSpEffectId2Scale,Status Effect,Magic Category ID 1,Magic Category ID 2,Category Name 1,Category Name 2,MagicCategoryCombined,Catalyst 1,Catalyst 2,Multiplier1,Multiplier2,Catalyst + Multiplier 1,Catalyst + Multiplier 2,Atk Category 1,Atk Category 2, Atk Category 3,Atk Category 4,AtkCategoryCombined,stamina cost,Status Type,Status Buildup,Status Buildup1,Status Buildup2
Sorcery,Stars of Ruin,4220.0,42216.0,Stars of Ruin - Charged,1.0,32.0,32.0,29.0,36.0,43.0,0.0,0.0,,0.0,54.0,0.0,0.0,0.0,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,15.0,0.0,Stars of Ruin,,Lusat's 1.15x,,,,,,,Charged Spell,,,,Charged Spell,36.0,,,,
Sorcery,Stars of Ruin,4220.0,42217.0,Stars of Ruin - Charged,1.0,32.0,32.0,29.0,36.0,43.0,0.0,0.0,,0.0,54.0,0.0,0.0,0.0,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,15.0,0.0,Stars of Ruin,,Lusat's 1.15x,,,,,,,Charged Spell,,,,Charged Spell,36.0,,,,
Sorcery,Founding Rain of Stars,4210.0,42100.0,Founding Rain of Stars,2.0,27.0,27.0,31.0,40.0,52.0,0.0,0.0,,0.0,49.0,0.0,0.0,0.0,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,31.0,,,,
Sorcery,Founding Rain of Stars,4210.0,42105.0,Founding Rain of Stars - Charged,2.0,27.0,27.0,31.0,40.0,52.0,0.0,0.0,,0.0,54.0,0.0,0.0,0.0,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,Charged Spell,,,,Charged Spell,40.0,,,,
Sorcery,Magic Glintblade,4390.0,43900.0,Magic Glintblade,1.0,12.0,12.0,22.0,29.0,14.0,0.0,0.0,,0.0,182.0,0.0,0.0,0.0,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,3.0,0.0,Glintblade,,Glintblade,Carian Glintblade Staff,,1.15,,Carian Glintblade Staff; 1.15x,,,,,,,22.0,,,,
Sorcery,Magic Glintblade,4390.0,43905.0,Magic Glintblade - Charged,1.0,12.0,12.0,22.0,29.0,14.0,0.0,0.0,,0.0,230.0,0.0,0.0,0.0,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,3.0,0.0,Glintblade,,Glintblade,Carian Glintblade Staff,,1.15,,Carian Glintblade Staff; 1.15x,,Charged Spell,,,,Charged Spell,29.0,,,,
Sorcery,Glintblade Trio,2004310.0,210431000.0,Glintblade Trio,1.0,19.0,19.0,22.0,29.0,28.0,0.0,0.0,,0.0,109.0,0.0,0.0,0.0,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,3.0,0.0,Glintblade,,Glintblade,Carian Glintblade Staff,,1.15,,Carian Glintblade Staff; 1.15x,,Glintblade,,,,Glintblade,22.0,,,,
Sorcery,Glintblade Trio,2004310.0,210431050.0,Glintblade Trio - Charged,1.0,19.0,19.0,22.0,29.0,28.0,0.0,0.0,,0.0,127.0,0.0,0.0,0.0,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,3.0,0.0,Glintblade,,Glintblade,Carian Glintblade Staff,,1.15,,Carian Glintblade Staff; 1.15x,,Glintblade,Charged Spell,,,Glintblade & Charged Spell,29.0,,,,
Sorcery,Glintblade Phalanx,4300.0,43000.0,Glintblade Phalanx (above head),1.0,18.0,0.0,12.0,0.0,22.0,0.0,0.0,,0.0,60.0,0.0,0.0,0.0,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,3.0,0.0,Glintblade,,Glintblade,Carian Glintblade Staff,,1.15,,Carian Glintblade Staff; 1.15x,,,,,,,12.0,,,,
Sorcery,Glintblade Phalanx,4300.0,43001.0,Glintblade Phalanx,1.0,18.0,0.0,12.0,0.0,22.0,0.0,0.0,,0.0,60.0,0.0,0.0,0.0,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,3.0,0.0,Glintblade,,Glintblade,Carian Glintblade Staff,,1.15,,Carian Glintblade Staff; 1.15x,,,,,,,12.0,,,,
Sorcery,Carian Phalanx,4301.0,43010.0,Carian Phalanx (above head),1.0,24.0,0.0,16.0,0.0,34.0,0.0,0.0,,0.0,48.0,0.0,0.0,0.0,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,3.0,0.0,Glintblade,,Glintblade,Carian Glintblade Staff,,1.15,,Carian Glintblade Staff; 1.15x,,,,,,,16.0,,,,
Sorcery,Carian Phalanx,4301.0,43011.0,Carian Phalanx,1.0,24.0,0.0,16.0,0.0,34.0,0.0,0.0,,0.0,48.0,0.0,0.0,0.0,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,3.0,0.0,Glintblade,,Glintblade,Carian Glintblade Staff,,1.15,,Carian Glintblade Staff; 1.15x,,,,,,,16.0,,,,
Sorcery,Greatblade Phalanx,4302.0,43020.0,Greatblade Phalanx (above head),1.0,30.0,0.0,20.0,0.0,29.0,0.0,0.0,,0.0,100.0,0.0,0.0,0.0,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,3.0,0.0,Glintblade,,Glintblade,Carian Glintblade Staff,,1.15,,Carian Glintblade Staff; 1.15x,,,,,,,20.0,,,,
Sorcery,Greatblade Phalanx,4302.0,43021.0,Greatblade Phalanx,1.0,30.0,0.0,20.0,0.0,29.0,0.0,0.0,,0.0,100.0,0.0,0.0,0.0,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,3.0,0.0,Glintblade,,Glintblade,Carian Glintblade Staff,,1.15,,Carian Glintblade Staff; 1.15x,,,,,,,20.0,,,,
Sorcery,Magic Downpour,4370.0,43702.0,Magic Downpour,1.0,18.0,18.0,17.0,22.0,15.0,0.0,0.0,,0.0,58.0,0.0,0.0,0.0,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,17.0,,,,
Sorcery,Magic Downpour,4370.0,43705.0,Magic Downpour,1.0,18.0,18.0,17.0,22.0,15.0,0.0,0.0,,0.0,58.0,0.0,0.0,0.0,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,17.0,,,,
Sorcery,Magic Downpour,4370.0,43708.0,Magic Downpour - Charged,1.0,18.0,18.0,17.0,22.0,15.0,0.0,0.0,,0.0,58.0,0.0,0.0,0.0,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,Charged Spell,,,,Charged Spell,22.0,,,,
Sorcery,Magic Downpour,4370.0,43711.0,Magic Downpour - Charged,1.0,18.0,18.0,17.0,22.0,15.0,0.0,0.0,,0.0,58.0,0.0,0.0,0.0,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,Charged Spell,,,,Charged Spell,22.0,,,,
Sorcery,Loretta's Greatbow,4380.0,43801.0,Loretta's Greatbow,1.0,24.0,24.0,30.0,39.0,26.0,0.0,0.0,,0.0,270.0,0.0,0.0,0.0,,,FALSE,FALSE,FALSE,FALSE,,,,,,,10438001.0,,1.0,2.0,,,2.0,,,,,,,0.0,0.0,,,,,,,,,,,,,,,30.0,,,,
Sorcery,Loretta's Greatbow,4380.0,43806.0,Loretta's Greatbow - Charged,1.0,24.0,24.0,30.0,39.0,26.0,0.0,0.0,,0.0,330.0,0.0,0.0,0.0,,,FALSE,FALSE,FALSE,FALSE,,,,,,,10438051.0,,1.0,3.0,,,3.0,,,,,,,0.0,0.0,,,,,,,,,,Charged Spell,,,,Charged Spell,39.0,,,,
Sorcery,Loretta's Mastery,4381.0,43811.0,Loretta's Mastery,1.0,39.0,39.0,33.0,43.0,46.0,0.0,0.0,,0.0,108.0,0.0,0.0,0.0,,,FALSE,FALSE,FALSE,FALSE,,,,,,,10438102.0,,1.0,2.0,,,2.0,,,,,,,0.0,0.0,,,,,,,,,,,,,,,33.0,,,,
Sorcery,Loretta's Mastery,4381.0,43816.0,Loretta's Mastery - Charged,1.0,39.0,39.0,33.0,43.0,46.0,0.0,0.0,,0.0,127.0,0.0,0.0,0.0,,,FALSE,FALSE,FALSE,FALSE,,,,,,,10438152.0,,1.0,3.0,,,3.0,,,,,,,0.0,0.0,,,,,,,,,,Charged Spell,,,,Charged Spell,43.0,,,,
Sorcery,Rennala's Full Moon,4360.0,43600.0,Rennala's Full Moon,2.0,47.0,0.0,32.0,0.0,70.0,0.0,0.0,,0.0,360.0,0.0,0.0,0.0,,,FALSE,FALSE,FALSE,FALSE,1436000.0,,,,1436000.0,,10436001.0,,3.0,3.0,Decreases target magic damage negation by -20% (-10% in PvP),60.0,3.0,FALSE,,,,,,1.0,0.0,Full Moon,,Full Moon,Carian Regal Scepter,,1.1,,Carian Regal Scepter; 1.1x,,,,,,,32.0,,,,
Sorcery,Ranni's Dark Moon,4361.0,43610.0,Ranni's Dark Moon,2.0,57.0,0.0,32.0,0.0,68.0,0.0,0.0,,0.0,330.0,0.0,0.0,0.0,,,FALSE,FALSE,FALSE,FALSE,1436101.0,,,,1436101.0,,10436101.0,,3.0,3.0,Decreases target magic damage negation by -20% (-10% in PvP),60.0,3.0,FALSE,1436100.0,,FALSE,,Target loses ⌊MaxHP * 0.1⌋ + 30 HP on proc; target damage negation decreased by -20% for 30 seconds,1.0,13.0,Full Moon,Cold,Full Moon & Cold,Carian Regal Scepter,,1.1,,Carian Regal Scepter; 1.1x,,,,,,,32.0,Frost,270.0,270.0,
Sorcery,Rellana's Twin Moons,2004320.0,210432000.0,Rellana's Twin Moons [1],2.0,47.0,0.0,32.0,0.0,72.0,0.0,0.0,,0.0,300.0,0.0,0.0,0.0,,,FALSE,FALSE,FALSE,FALSE,,,,,,,210432002.0,,3.0,6.0,,,6.0,,,,,,,1.0,0.0,Full Moon,,Full Moon,Carian Regal Scepter,,1.1,,Carian Regal Scepter; 1.1x,,Full Moon,,,,Full Moon,32.0,,,,
Sorcery,Rellana's Twin Moons,2004320.0,210432000.0,Rellana's Twin Moons [2],2.0,47.0,0.0,32.0,0.0,72.0,0.0,0.0,,0.0,300.0,0.0,0.0,0.0,,,FALSE,FALSE,FALSE,FALSE,,,,,,,210432005.0,,3.0,6.0,,,6.0,,,,,,,1.0,0.0,Full Moon,,Full Moon,,,1.1,,,,Full Moon,,,,Full Moon,32.0,,,,
Sorcery,Rellana's Twin Moons,2004320.0,210432002.0,Rellana's Twin Moons [3],2.0,47.0,0.0,32.0,0.0,72.0,0.0,0.0,,0.0,400.0,0.0,0.0,0.0,,,FALSE,FALSE,FALSE,FALSE,,,,,,,210432006.0,,3.0,7.0,,,7.0,,,,,,,1.0,0.0,Full Moon,,Full Moon,Carian Regal Scepter,,1.1,,Carian Regal Scepter; 1.1x,,Full Moon,,,,Full Moon,32.0,,,,
Sorcery,Carian Slicer,4440.0,44401.0,Carian Slicer,1.0,4.0,0.0,12.0,0.0,14.0,0.0,0.0,,0.0,180.0,0.0,0.0,0.0,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,2.0,0.0,Carian Sword,,Carian Sword,Carian Glintstone Staff,,1.15,,Carian Glintstone Staff; 1.15x,,,,,,,12.0,,,,
Sorcery,Carian Slicer,4440.0,44400.0,Carian Slicer - 2nd in Neutral Chain,1.0,4.0,0.0,12.0,0.0,14.0,0.0,0.0,,0.0,180.0,0.0,0.0,0.0,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,2.0,0.0,Carian Sword,,Carian Sword,Carian Glintstone Staff,,1.15,,Carian Glintstone Staff; 1.15x,,,,,,,12.0,,,,
Sorcery,Carian Slicer,4440.0,44405.0,Carian Slicer (Offhand),1.0,4.0,0.0,12.0,0.0,14.0,0.0,0.0,,0.0,180.0,0.0,0.0,0.0,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,2.0,0.0,Carian Sword,,Carian Sword,Carian Glintstone Staff,,1.15,,Carian Glintstone Staff; 1.15x,,,,,,,12.0,,,,
Sorcery,Carian Slicer,4440.0,44406.0,Carian Slicer (Offhand) - 2nd in Neutral Chain,1.0,4.0,0.0,12.0,0.0,14.0,0.0,0.0,,0.0,180.0,0.0,0.0,0.0,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,2.0,0.0,Carian Sword,,Carian Sword,Carian Glintstone Staff,,1.15,,Carian Glintstone Staff; 1.15x,,,,,,,12.0,,,,
Sorcery,Carian Slicer,4440.0,44407.0,Carian Slicer (Mounted),1.0,4.0,0.0,12.0,0.0,14.0,0.0,0.0,,0.0,184.0,0.0,0.0,0.0,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,2.0,0.0,Carian Sword,,Carian Sword,Carian Glintstone Staff,,1.15,,Carian Glintstone Staff; 1.15x,,,,,,,12.0,,,,
Sorcery,Carian Slicer,4440.0,44408.0,Carian Slicer (Mounted) - 2nd in Chain,1.0,4.0,0.0,12.0,0.0,14.0,0.0,0.0,,0.0,184.0,0.0,0.0,0.0,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,2.0,0.0,Carian Sword,,Carian Sword,Carian Glintstone Staff,,1.15,,Carian Glintstone Staff; 1.15x,,,,,,,12.0,,,,
Sorcery,Carian Greatsword,4430.0,44300.0,Carian Greatsword,1.0,12.0,0.0,22.0,0.0,24.0,0.0,0.0,,0.0,268.0,0.0,0.0,0.0,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,2.0,0.0,Carian Sword,,Carian Sword,Carian Glintstone Staff,,1.15,,Carian Glintstone Staff; 1.15x,,,,,,,22.0,,,,
Sorcery,Carian Greatsword,4430.0,44301.0,Carian Greatsword - 2nd in Chain,1.0,12.0,0.0,22.0,0.0,24.0,0.0,0.0,,0.0,268.0,0.0,0.0,0.0,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,2.0,0.0,Carian Sword,,Carian Sword,Carian Glintstone Staff,,1.15,,Carian Glintstone Staff; 1.15x,,,,,,,22.0,,,,
Sorcery,Carian Greatsword,4430.0,44306.0,Carian Greatsword (Offhand),1.0,12.0,0.0,22.0,0.0,24.0,0.0,0.0,,0.0,268.0,0.0,0.0,0.0,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,2.0,0.0,Carian Sword,,Carian Sword,Carian Glintstone Staff,,1.15,,Carian Glintstone Staff; 1.15x,,,,,,,22.0,,,,
Sorcery,Carian Greatsword,4430.0,44305.0,Carian Greatsword (Offhand) - 2nd in Chain,1.0,12.0,0.0,22.0,0.0,24.0,0.0,0.0,,0.0,268.0,0.0,0.0,0.0,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,2.0,0.0,Carian Sword,,Carian Sword,Carian Glintstone Staff,,1.15,,Carian Glintstone Staff; 1.15x,,,,,,,22.0,,,,
Sorcery,Carian Greatsword,4430.0,44307.0,Carian Greatsword (Mounted),1.0,12.0,0.0,22.0,0.0,24.0,0.0,0.0,,0.0,272.0,0.0,0.0,0.0,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,2.0,0.0,Carian Sword,,Carian Sword,Carian Glintstone Staff,,1.15,,Carian Glintstone Staff; 1.15x,,,,,,,22.0,,,,
Sorcery,Carian Greatsword,4430.0,44308.0,Carian Greatsword (Mounted) - 2nd in Chain,1.0,12.0,0.0,22.0,0.0,24.0,0.0,0.0,,0.0,272.0,0.0,0.0,0.0,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,2.0,0.0,Carian Sword,,Carian Sword,Carian Glintstone Staff,,1.15,,Carian Glintstone Staff; 1.15x,,,,,,,22.0,,,,
Sorcery,Carian Piercer,4450.0,44500.0,Carian Piercer,1.0,17.0,17.0,25.0,33.0,27.0,0.0,0.0,,0.0,287.0,0.0,0.0,0.0,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,2.0,0.0,Carian Sword,,Carian Sword,Carian Glintstone Staff,,1.15,,Carian Glintstone Staff; 1.15x,,,,,,,25.0,,,,
Sorcery,Carian Piercer,4450.0,44505.0,Carian Piercer - Charged,1.0,17.0,17.0,25.0,33.0,27.0,0.0,0.0,,0.0,355.0,0.0,0.0,0.0,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,2.0,0.0,Carian Sword,,Carian Sword,Carian Glintstone Staff,,1.15,,Carian Glintstone Staff; 1.15x,,Charged Spell,,,,Charged Spell,33.0,,,,
Sorcery,Carian Piercer,4450.0,44501.0,Carian Piercer (Offhand),1.0,17.0,17.0,25.0,33.0,27.0,0.0,0.0,,0.0,287.0,0.0,0.0,0.0,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,2.0,0.0,Carian Sword,,Carian Sword,Carian Glintstone Staff,,1.15,,Carian Glintstone Staff; 1.15x,,,,,,,25.0,,,,
Sorcery,Carian Piercer,4450.0,44506.0,Carian Piercer (Offhand) - Charged,1.0,17.0,17.0,25.0,33.0,27.0,0.0,0.0,,0.0,355.0,0.0,0.0,0.0,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,2.0,0.0,Carian Sword,,Carian Sword,Carian Glintstone Staff,,1.15,,Carian Glintstone Staff; 1.15x,,Charged Spell,,,,Charged Spell,33.0,,,,
Sorcery,Adula's Moonblade,4431.0,44310.0,Adula's Moonblade,1.0,22.0,0.0,22.0,0.0,32.0,0.0,0.0,,0.0,133.0,0.0,0.0,0.0,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,1443100.0,,FALSE,,Target loses ⌊MaxHP * 0.1⌋ + 30 HP on proc; target damage negation decreased by -20% for 30 seconds,2.0,13.0,Carian Sword,Cold,Carian Sword & Cold,Carian Glintstone Staff,,1.15,,Carian Glintstone Staff; 1.15x,,,,,,,22.0,Frost,120.0,120.0,
Sorcery,Adula's Moonblade,4431.0,44311.0,Adula's Moonblade - 2nd in Chain,1.0,22.0,0.0,22.0,0.0,32.0,0.0,0.0,,0.0,133.0,0.0,0.0,0.0,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,1443100.0,,FALSE,,Target loses ⌊MaxHP * 0.1⌋ + 30 HP on proc; target damage negation decreased by -20% for 30 seconds,2.0,13.0,Carian Sword,Cold,Carian Sword & Cold,Carian Glintstone Staff,,1.15,,Carian Glintstone Staff; 1.15x,,,,,,,22.0,Frost,120.0,120.0,
Sorcery,Adula's Moonblade,4431.0,44316.0,Adula's Moonblade (Offhand),1.0,22.0,0.0,22.0,0.0,32.0,0.0,0.0,,0.0,133.0,0.0,0.0,0.0,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,1443100.0,,FALSE,,Target loses ⌊MaxHP * 0.1⌋ + 30 HP on proc; target damage negation decreased by -20% for 30 seconds,2.0,13.0,Carian Sword,Cold,Carian Sword & Cold,Carian Glintstone Staff,,1.15,,Carian Glintstone Staff; 1.15x,,,,,,,22.0,Frost,120.0,120.0,
Sorcery,Adula's Moonblade,4431.0,44315.0,Adula's Moonblade (Offhand) - 2nd in Chain,1.0,22.0,0.0,22.0,0.0,32.0,0.0,0.0,,0.0,133.0,0.0,0.0,0.0,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,1443100.0,,FALSE,,Target loses ⌊MaxHP * 0.1⌋ + 30 HP on proc; target damage negation decreased by -20% for 30 seconds,2.0,13.0,Carian Sword,Cold,Carian Sword & Cold,Carian Glintstone Staff,,1.15,,Carian Glintstone Staff; 1.15x,,,,,,,22.0,Frost,120.0,120.0,
Sorcery,Adula's Moonblade,4431.0,44317.0,Adula's Moonblade (Mounted),1.0,22.0,0.0,22.0,0.0,32.0,0.0,0.0,,0.0,137.0,0.0,0.0,0.0,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,1443100.0,,FALSE,,Target loses ⌊MaxHP * 0.1⌋ + 30 HP on proc; target damage negation decreased by -20% for 30 seconds,2.0,13.0,Carian Sword,Cold,Carian Sword & Cold,Carian Glintstone Staff,,1.15,,Carian Glintstone Staff; 1.15x,,,,,,,22.0,Frost,120.0,120.0,
Sorcery,Adula's Moonblade,4431.0,44318.0,Adula's Moonblade (Mounted) - 2nd in Chain,1.0,22.0,0.0,22.0,0.0,32.0,0.0,0.0,,0.0,137.0,0.0,0.0,0.0,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,1443100.0,,FALSE,,Target loses ⌊MaxHP * 0.1⌋ + 30 HP on proc; target damage negation decreased by -20% for 30 seconds,2.0,13.0,Carian Sword,Cold,Carian Sword & Cold,Carian Glintstone Staff,,1.15,,Carian Glintstone Staff; 1.15x,,,,,,,22.0,Frost,120.0,120.0,
Sorcery,Adula's Moonblade,4431.0,44319.0,Adula's Moonblade - Bullet,1.0,22.0,0.0,22.0,0.0,32.0,0.0,0.0,,0.0,189.0,0.0,0.0,0.0,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,1443101.0,,FALSE,,Target loses ⌊MaxHP * 0.1⌋ + 30 HP on proc; target damage negation decreased by -20% for 30 seconds,2.0,13.0,Carian Sword,Cold,Carian Sword & Cold,Carian Glintstone Staff,,1.15,,Carian Glintstone Staff; 1.15x,,,,,,,22.0,Frost,35.0,35.0,
Sorcery,Lucidity,4480.0,44800.0,Lucidity,1.0,10.0,0.0,10.0,0.0,17.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,Removes madness and sleep buildup from caster,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,10.0,,,,
Sorcery,Carian Retaliation,4640.0,46400.0,Carian Retaliation 1 (above head),1.0,8.0,0.0,15.0,0.0,17.0,0.0,0.0,,0.0,115.0,0.0,0.0,0.0,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,3.0,0.0,Glintblade,,Glintblade,Carian Glintblade Staff,,1.15,,Carian Glintblade Staff; 1.15x,,,,,,,15.0,,,,
Sorcery,Carian Retaliation,4640.0,46401.0,Carian Retaliation 1,1.0,8.0,0.0,15.0,0.0,17.0,0.0,0.0,,0.0,115.0,0.0,0.0,0.0,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,3.0,0.0,Glintblade,,Glintblade,Carian Glintblade Staff,,1.15,,Carian Glintblade Staff; 1.15x,,,,,,,15.0,,,,
Sorcery,Carian Retaliation,4640.0,46410.0,Carian Retaliation 2 (above head),1.0,8.0,0.0,15.0,0.0,17.0,0.0,0.0,,0.0,165.0,0.0,0.0,0.0,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,3.0,0.0,Glintblade,,Glintblade,Carian Glintblade Staff,,1.15,,Carian Glintblade Staff; 1.15x,,,,,,,15.0,,,,
Sorcery,Carian Retaliation,4640.0,46411.0,Carian Retaliation 2,1.0,8.0,0.0,15.0,0.0,17.0,0.0,0.0,,0.0,165.0,0.0,0.0,0.0,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,3.0,0.0,Glintblade,,Glintblade,Carian Glintblade Staff,,1.15,,Carian Glintblade Staff; 1.15x,,,,,,,15.0,,,,
Sorcery,Carian Retaliation,4640.0,46420.0,Carian Retaliation 3 (above head),1.0,8.0,0.0,15.0,0.0,17.0,0.0,0.0,,0.0,245.0,0.0,0.0,0.0,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,3.0,0.0,Glintblade,,Glintblade,Carian Glintblade Staff,,1.15,,Carian Glintblade Staff; 1.15x,,,,,,,15.0,,,,
Sorcery,Carian Retaliation,4640.0,46421.0,Carian Retaliation 3,1.0,8.0,0.0,15.0,0.0,17.0,0.0,0.0,,0.0,245.0,0.0,0.0,0.0,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,3.0,0.0,Glintblade,,Glintblade,Carian Glintblade Staff,,1.15,,Carian Glintblade Staff; 1.15x,,,,,,,15.0,,,,
Sorcery,Miriam's Vanishing,2004300.0,,Miriam's Vanishing,1.0,9.0,0.0,10.0,0.0,26.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,FALSE,FALSE,FALSE,FALSE,21430000.0,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,10.0,,,,
Sorcery,Ambush Shard,4600.0,46000.0,Ambush Shard,1.0,13.0,0.0,15.0,0.0,23.0,0.0,0.0,,0.0,146.0,0.0,0.0,0.0,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,15.0,,,,
Sorcery,Night Shard,4610.0,46100.0,Night Shard,1.0,7.0,0.0,9.0,0.0,18.0,0.0,0.0,,0.0,111.0,0.0,0.0,0.0,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,12.0,0.0,Night,,Night,Staff of Loss,,1.3,,Staff of Loss; 1.3x,,,,,,,9.0,,,,
Sorcery,Night Comet,4620.0,46200.0,Night Comet,1.0,21.0,21.0,30.0,39.0,38.0,0.0,0.0,,0.0,230.0,0.0,0.0,0.0,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,12.0,0.0,Night,,Night,Staff of Loss,,1.3,,Staff of Loss; 1.3x,,,,,,,30.0,,,,
Sorcery,Night Comet,4620.0,46201.0,Night Comet - Charged,1.0,21.0,21.0,30.0,39.0,38.0,0.0,0.0,,0.0,276.0,0.0,0.0,0.0,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,12.0,0.0,Night,,Night,Staff of Loss,,1.3,,Staff of Loss; 1.3x,,Charged Spell,,,,Charged Spell,39.0,,,,
Sorcery,Night Maiden's Mist,6500.0,65001.0,Night Maiden's Mist,1.0,20.0,20.0,20.0,26.0,14.0,0.0,0.0,,20.0,0.0,0.0,0.0,0.0,,,FALSE,FALSE,FALSE,FALSE,,,,,,,10650001.0,,1.0,2.8,Creates a damaging mist that ticks 2/s for 15 seconds (30 total ticks); additional 19 flat damage that ticks 5/s for 15 seconds (lingers for 1.7 seconds; 84 total ticks),,2.8,,,,,,,0.0,0.0,,,,,,,,,,,,,,,20.0,,,,
